"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2019-09-23",49924.41,1,49891,49664,0
"2019-09-24",49944.41,1,49911,49664,0
"2019-09-25",49635.41,1,49602,49664,0
"2019-09-26",49734.41,1,49701,49664,0
"2019-09-27",49679.41,1,49646,49664,0
"2019-09-28",49679.41,1,49646,49664,0
"2019-09-29",49679.41,1,49646,49664,1
"2019-09-30",49684.07,0.9,49646,44781,0.985714285714286
"2019-10-01",49544.07,0.9,49511,44781,0.971428571428571
"2019-10-02",49453.89,0.81,49421,39820,0.944285714285714
"2019-10-03",49738.89,0.8,49706,39820,0.915714285714286
"2019-10-04",49980.89,0.8,49948,39820,0.887142857142857
"2019-10-05",49980.89,0.8,49948,39820,0.858571428571429
"2019-10-06",49980.89,0.8,49948,39820,0.83
"2019-10-07",49804.89,0.8,49772,39820,0.815714285714286
"2019-10-08",49739.89,0.8,49707,39820,0.801428571428571
"2019-10-09",49753.89,0.8,49721,39820,0.8
"2019-10-10",49549.89,0.8,49517,39820,0.8
"2019-10-11",49427.89,0.81,49395,39820,0.801428571428571
"2019-10-12",49427.89,0.81,49395,39820,0.802857142857143
"2019-10-13",49427.89,0.81,49395,39820,0.804285714285714
"2019-10-14",49551.89,0.8,49519,39820,0.804285714285714
"2019-10-15",49430.71,0.91,49418,44781,0.82
"2019-10-16",49466.71,0.91,49434,44781,0.835714285714286
"2019-10-17",49533.18,1,49431,49608,0.864285714285714
"2019-10-18",49661.18,1,49628,49608,0.891428571428571
"2019-10-19",49661.18,1,49628,49608,0.918571428571429
"2019-10-20",49661.18,1,49628,49608,0.945714285714286
"2019-10-21",49799.18,1,49766,49608,0.974285714285714
"2019-10-22",49745.18,1,49712,49608,0.987142857142857
"2019-10-23",49825.18,1,49759,49608,1
"2019-10-24",49870.18,1,49804,49608,1
"2019-10-25",49682.18,1,49616,49608,1
"2019-10-26",49682.18,1,49616,49608,1
"2019-10-27",49682.18,1,49616,49608,1
"2019-10-28",49501.02,0.8,49455,39596,0.971428571428571
"2019-10-29",49517.02,0.8,49451,39596,0.942857142857143
"2019-10-30",49726.67,0.9,49451,44623,0.928571428571429
"2019-10-31",49865.67,0.9,49800,44623,0.914285714285714
"2019-11-01",49962.67,0.89,49897,44623,0.898571428571429
"2019-11-02",49962.67,0.89,49897,44623,0.882857142857143
"2019-11-03",49962.67,0.89,49897,44623,0.867142857142857
"2019-11-04",49794.67,0.9,49729,44623,0.881428571428571
"2019-11-05",49335.32,1.01,49269,49601,0.911428571428571
"2019-11-06",49535.32,1,49469,49601,0.925714285714286
"2019-11-07",49088.32,1.01,49022,49601,0.941428571428571
"2019-11-08",49008.84,0.81,48954,39671,0.93
"2019-11-09",49008.84,0.61,48943,29618,0.89
"2019-11-10",49008.84,0.61,48943,29618,0.85
"2019-11-11",49015.84,0.61,48950,29618,0.808571428571429
"2019-11-12",49003.14,0.8,48986,39242,0.778571428571429
"2019-11-13",49194.14,0.8,49128,39242,0.75
"2019-11-14",49421.14,0.8,49355,39242,0.72
"2019-11-15",49514.14,0.79,49448,39242,0.717142857142857
"2019-11-16",49514.14,0.79,49448,39242,0.742857142857143
"2019-11-17",49514.14,0.79,49448,39242,0.768571428571429
"2019-11-18",49614.14,0.79,49548,39242,0.794285714285714
"2019-11-19",49770.78,0.7,49575,34530,0.78
"2019-11-20",49841.78,0.8,49950,39739,0.78
"2019-11-21",49614.78,0.8,49549,39739,0.78
"2019-11-22",49267.78,0.81,49169,39739,0.782857142857143
"2019-11-23",49267.78,0.81,49169,39739,0.785714285714286
"2019-11-24",49267.78,0.81,49169,39739,0.788571428571429
"2019-11-25",48830.78,0.82,48732,39739,0.792857142857143
"2019-11-26",48916.78,0.81,48818,39739,0.808571428571429
"2019-11-27",48834.78,0.82,48736,39739,0.811428571428571
"2019-11-28",48834.78,0.82,48736,39739,0.814285714285714
"2019-11-29",49026.78,0.81,48928,39739,0.814285714285714
"2019-11-30",49026.78,0.81,48928,39739,0.814285714285714
"2019-12-01",49026.78,0.81,48928,39739,0.814285714285714
"2019-12-02",49243.78,0.81,49145,39739,0.812857142857143
"2019-12-03",50205.78,0.79,50107,39739,0.81
"2019-12-04",49623.78,0.8,49525,39739,0.807142857142857
"2019-12-05",49448.78,0.81,49350,39739,0.805714285714286
"2019-12-06",48974.78,0.81,48876,39739,0.805714285714286
"2019-12-07",48974.78,0.81,48876,39739,0.805714285714286
"2019-12-08",48974.78,0.81,48876,39739,0.805714285714286
"2019-12-09",49533.78,0.8,49435,39739,0.804285714285714
"2019-12-10",49523.78,0.8,49425,39739,0.805714285714286
"2019-12-11",49322.78,0.81,49224,39739,0.807142857142857
"2019-12-12",48386.78,0.82,48288,39739,0.808571428571429
"2019-12-13",48141.78,0.83,48043,39739,0.811428571428571
"2019-12-14",48141.78,0.83,48043,39739,0.814285714285714
"2019-12-15",48141.78,0.83,48043,39739,0.817142857142857
"2019-12-16",47922.78,0.83,47824,39739,0.821428571428571
"2019-12-17",47751.78,0.83,47653,39739,0.825714285714286
"2019-12-18",47776.78,0.83,47678,39739,0.828571428571429
"2019-12-19",47672.78,0.84,47574,39739,0.831428571428571
"2019-12-20",47854.78,0.83,47756,39739,0.831428571428571
"2019-12-21",47854.78,0.83,47756,39739,0.831428571428571
"2019-12-22",47854.78,0.83,47756,39739,0.831428571428571
"2019-12-23",47952.78,0.83,47821,39739,0.831428571428571
"2019-12-24",48020.78,0.83,47889,39739,0.831428571428571
"2019-12-25",48020.78,0.83,47889,39739,0.831428571428571
"2019-12-26",48137.78,0.83,48006,39739,0.83
