"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2017-09-20",49994,0.06,49994,3084,0
"2017-09-21",49973,0.06,49973,3084,0
"2017-09-22",49970,0.06,49970,3084,0
"2017-09-23",49970,0.06,49970,3084,0
"2017-09-24",49970,0.06,49970,3084,0
"2017-09-25",49937,0.06,49937,3084,0
"2017-09-26",49946,0.06,49946,3084,0.06
"2017-09-27",49975,0.06,49922,3084,0.06
"2017-09-28",49972,0.06,49919,3084,0.06
"2017-09-29",49995,0.06,49942,3084,0.06
"2017-09-30",49995,0.06,49942,3084,0.06
"2017-10-01",49995,0.06,49942,3084,0.06
"2017-10-02",49924,0.14,49871,6981,0.0714285714285714
"2017-10-03",50041.5,2.85,49989,142676,0.47
"2017-10-04",49944.5,2.62,49892,130689,0.835714285714286
"2017-10-05",50453.5,2.27,50401,114345,1.15142857142857
"2017-10-06",49850.5,2.3,49798,114345,1.47142857142857
"2017-10-07",49850.5,2.3,49798,114345,1.79142857142857
"2017-10-08",49850.5,2.3,49798,114345,2.11142857142857
"2017-10-09",49852,1.78,49799,88425,2.34571428571429
"2017-10-10",49852,0,0,0,1.93857142857143
"2017-10-11",49923.5,2.63,49871,131091,1.94
"2017-10-12",49801.5,2.64,49749,131091,1.99285714285714
"2017-10-13",49931.5,2.63,49879,131091,2.04
"2017-10-14",49931.5,2.63,49879,131091,2.08714285714286
"2017-10-15",49931.5,2.63,49879,131091,2.13428571428571
"2017-10-16",49914.5,2.63,49862,131091,2.25571428571429
"2017-10-17",49660.5,2.91,49608,144243,2.67142857142857
"2017-10-18",49630.5,2.91,49578,144243,2.71142857142857
"2017-10-19",49132.5,2.94,49080,144243,2.75428571428571
"2017-10-20",49461.5,2.92,49409,144243,2.79571428571429
"2017-10-21",49461.5,2.92,49409,144243,2.83714285714286
"2017-10-22",49461.5,2.92,49409,144243,2.87857142857143
"2017-10-23",48527.5,2.91,48475,140955,2.91857142857143
"2017-10-24",48719.5,2.9,48667,140955,2.91714285714286
"2017-10-25",47939.5,2.94,47887,140955,2.92142857142857
"2017-10-26",47907.5,3.14,47855,150495,2.95
"2017-10-27",48934.5,3.08,48829,150495,2.97285714285714
