"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2019-01-14",49998.85,0.47,49881,23524,0
"2019-01-15",49959.45,0.53,49877,26554,0
"2019-01-16",49871.15,0.59,49771,29179,0
"2019-01-17",49870.05,0.74,49763,36849,0
"2019-01-18",49945,0.76,49762,37659,0
"2019-01-19",49945,0.76,49837,37659,0
"2019-01-20",49945,0.76,49837,37659,0.658571428571429
"2019-01-21",49955,0.76,49847,37659,0.7
"2019-01-22",49994,0.75,49886,37659,0.731428571428571
"2019-01-23",50004.87,0.86,49864,42638,0.77
"2019-01-24",50030.74,0.9,49810,44987,0.792857142857143
"2019-01-25",49972.74,1.4,49870,69589,0.884285714285714
"2019-01-26",49972.74,1.4,49865,69589,0.975714285714286
"2019-01-27",49972.74,1.4,49865,69589,1.06714285714286
"2019-01-28",49785.47,1.5,49677,74396,1.17285714285714
"2019-01-29",49903.47,1.49,49795,74396,1.27857142857143
"2019-01-30",50025.05,1.52,49795,75502,1.37285714285714
"2019-01-31",50119.98,1.49,49917,74376,1.45714285714286
"2019-02-01",50254.83,1.51,50012,75513,1.47285714285714
"2019-02-02",50254.83,1.43,50147,71659,1.47714285714286
"2019-02-03",50254.83,1.43,50147,71659,1.48142857142857
"2019-02-04",50578.43,1.49,50147,74598,1.48
"2019-02-05",50644.23,1.4,50470,70893,1.46714285714286
"2019-02-06",50661.73,1.13,50534,56916,1.41142857142857
"2019-02-07",50211.65,11.84,50098,593209,2.89
"2019-02-08",50248.65,12,50016,600324,4.38857142857143
"2019-02-09",50248.65,11.97,50141,600324,5.89428571428571
"2019-02-10",50248.65,11.97,50141,600324,7.4
"2019-02-11",50397.35,12.11,50221,607995,8.91714285714286
"2019-02-12",50841.94,12.14,50289,610433,10.4514285714286
"2019-02-13",51022.84,12.3,50688,623398,12.0471428571429
"2019-02-14",50864.68,12.33,50316,620515,12.1171428571429
"2019-02-15",51367.48,12.3,50649,623057,12.16
"2019-02-16",51367.48,12.11,51151,619287,12.18
"2019-02-17",51367.48,12.08,51151,617972,12.1957142857143
"2019-02-18",51390.48,12.08,51174,617972,12.1914285714286
"2019-02-19",51572.28,12.1,51174,619056,12.1857142857143
"2019-02-20",51638.6,12.04,51276,617116,12.1485714285714
"2019-02-21",51540.35,12.31,51324,631589,12.1457142857143
"2019-02-22",51962.85,12.35,51324,633791,12.1528571428571
"2019-02-23",51962.85,2.38,51747,123036,10.7628571428571
"2019-02-24",51962.85,2.38,51747,123036,9.37714285714286
"2019-02-25",51814.05,2.52,51598,130113,8.01142857142857
"2019-02-26",51676.05,2.53,51460,130113,6.64428571428571
"2019-02-27",51383.85,2.52,51168,129159,5.28428571428571
"2019-02-28",51403.6,2.6,51134,132835,3.89714285714286
