"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2019-12-07",25000,0,0,0,0
"2019-12-08",25000,0,0,0,0
"2019-12-09",24496.38,3.25,24413,79456,0
"2019-12-10",24856.18,3.47,24684,85541,0
"2019-12-11",25168.43,5.1,24641,125613,0
"2019-12-12",26069.63,4.13,25085,103638,0
"2019-12-13",25931.06,8.72,25836,225212,3.52428571428571
"2019-12-14",25930.06,9.29,25848,240070,4.85142857142857
"2019-12-15",25930.06,9.29,25848,240070,6.17857142857143
"2019-12-16",27136.04,6.44,25848,166350,6.63428571428571
"2019-12-17",27125.29,2.04,27042,55153,6.43
"2019-12-18",27344.97,16.84,26921,453228,8.10714285714286
"2019-12-19",27369.72,2.35,27282,64147,7.85285714285714
"2019-12-20",27554.13,2.74,27365,75076,6.99857142857143
"2019-12-21",27554.13,2.26,27471,61973,5.99428571428571
"2019-12-22",27554.13,2.26,27471,61973,4.99
"2019-12-23",27527.71,3.01,27452,82625,4.5
"2019-12-24",27217.51,7.33,27135,198833,5.25571428571429
"2019-12-25",27217.51,7.33,27135,198833,3.89714285714286
"2019-12-26",28208.51,7.07,28126,198833,4.57142857142857
"2019-12-27",29366.99,5.76,28126,161973,5.00285714285714
"2019-12-28",29364.49,4.96,29284,145275,5.38857142857143
"2019-12-29",29364.49,4.96,29284,145275,5.77428571428571
"2019-12-30",29719.37,4.39,28771,126441,5.97142857142857
"2019-12-31",29817.25,1.31,29572,38727,5.11142857142857
"2020-01-01",29817.25,1.3,29734,38727,4.25
"2020-01-02",30030.55,1.25,29836,37177,3.41857142857143
"2020-01-03",29809.78,1.34,29727,39690,2.78714285714286
"2020-01-04",29809.78,1.34,29727,39690,2.27
"2020-01-05",29809.78,1.34,29727,39690,1.75285714285714
"2020-01-06",29846.93,2.27,29684,67295,1.45
"2020-01-07",29730.51,2.35,29543,69306,1.59857142857143
"2020-01-08",30023.58,1.8,29735,53620,1.67
"2020-01-09",30233.52,1.1,29990,33110,1.64857142857143
"2020-01-10",30254.97,1.25,30161,37818,1.63571428571429
"2020-01-11",30254.97,1.15,30089,34611,1.60857142857143
"2020-01-12",30254.97,1.15,30089,34611,1.58142857142857
"2020-01-13",30561.74,1.15,30252,34754,1.42142857142857
"2020-01-14",30472.22,1.34,30388,40633,1.27714285714286
"2020-01-15",30399.72,1.16,30306,35051,1.18571428571429
"2020-01-16",30522.36,2.54,30323,76993,1.39142857142857
"2020-01-17",30682.12,1.26,30405,38185,1.39285714285714
"2020-01-18",30682.12,1.11,30516,33833,1.38714285714286
"2020-01-19",30682.12,1.11,30516,33833,1.38142857142857
"2020-01-20",30682.12,1.11,30516,33833,1.37571428571429
"2020-01-21",30619.38,1.36,30338,41110,1.37857142857143
"2020-01-22",30716.63,1.34,30453,40958,1.40428571428571
"2020-01-23",30804.39,1.45,30524,44130,1.24857142857143
"2020-01-24",30778.27,1.33,30995,41246,1.25857142857143
"2020-01-25",30778.27,1.24,30612,38092,1.27714285714286
"2020-01-26",30778.27,1.24,30612,38092,1.29571428571429
"2020-01-27",30153.36,1.49,30097,44971,1.35
"2020-01-28",30630.91,1.33,29987,39827,1.34571428571429
"2020-01-29",30785.43,1.27,30596,38998,1.33571428571429
"2020-01-30",30886.18,1.21,30494,37020,1.30142857142857
"2020-01-31",30528.81,1.51,30366,45941,1.32714285714286
"2020-02-01",30528.81,1.51,30363,45941,1.36571428571429
"2020-02-02",30528.81,1.51,30363,45941,1.40428571428571
"2020-02-03",30747.26,1.46,30363,44445,1.4
"2020-02-04",31502.14,1.26,30581,38684,1.39
"2020-02-05",31529.69,1.33,31324,41704,1.39857142857143
"2020-02-06",31495.64,1.27,31257,39598,1.40714285714286
"2020-02-07",31290.06,1.75,31041,54386,1.44142857142857
"2020-02-08",31290.06,1.75,31041,54386,1.47571428571429
"2020-02-09",31290.06,1.75,31041,54386,1.51
"2020-02-10",31680.27,1.3,31279,40768,1.48714285714286
"2020-02-11",31751.55,1.31,31503,41127,1.49428571428571
"2020-02-12",32008.65,2.79,31760,88453,1.70285714285714
"2020-02-13",31930.77,4.22,31923,134585,2.12428571428571
"2020-02-14",31834.78,4.4,31586,138852,2.50285714285714
"2020-02-15",31834.78,4.4,31586,138852,2.88142857142857
"2020-02-16",31834.78,4.4,31586,138852,3.26
"2020-02-17",32152.78,4.35,31904,138852,3.69571428571429
"2020-02-18",32558.91,4.48,31794,142431,4.14857142857143
"2020-02-19",33709.72,4.2,32310,135659,4.35
"2020-02-20",33313.25,3.39,32774,111222,4.23142857142857
"2020-02-21",31805.35,3.27,32108,105151,4.07
"2020-02-22",31805.35,1.49,31556,46928,3.65428571428571
"2020-02-23",31805.35,1.49,31556,46928,3.23857142857143
"2020-02-24",30143.5,1.23,29631,36431,2.79285714285714
"2020-02-25",29838.48,1.74,29836,51808,2.40142857142857
"2020-02-26",29585.11,2.4,29406,70527,2.14428571428571
"2020-02-27",29325.64,1.95,29336,57294,1.93857142857143
"2020-02-28",29547.91,1.43,29289,42009,1.67571428571429
"2020-02-29",29547.91,1.43,29299,42009,1.66714285714286
"2020-03-01",29547.91,1.43,29299,42009,1.65857142857143
"2020-03-02",30545.91,1.39,30297,42009,1.68142857142857
"2020-03-03",30320.91,1.52,30179,45727,1.65
"2020-03-04",30412.49,1.44,30072,43170,1.51285714285714
"2020-03-05",30494.79,1.35,30246,40705,1.42714285714286
"2020-03-06",29512.69,0.96,30246,28979,1.36
"2020-03-07",29512.69,0.6,29264,17508,1.24142857142857
"2020-03-08",29512.69,0.6,29264,17508,1.12285714285714
"2020-03-09",29153.54,0.59,28848,16892,1.00857142857143
"2020-03-10",29185.88,1.05,28788,30276,0.941428571428571
"2020-03-11",28504.53,2.06,28178,57942,1.03
"2020-03-12",28964.19,4.49,28682,128801,1.47857142857143
"2020-03-13",28184.94,4.27,28335,121018,1.95142857142857
"2020-03-14",28184.94,2.56,27853,71240,2.23142857142857
"2020-03-15",28184.94,2.56,27853,71240,2.51142857142857
"2020-03-16",28104.29,2.78,27593,76690,2.82428571428571
"2020-03-17",26973.79,2.65,26450,70128,3.05285714285714
"2020-03-18",27500.09,2.06,26642,54863,3.05285714285714
"2020-03-19",27496.09,1.63,27164,44400,2.64428571428571
"2020-03-20",27118.19,2.11,26881,56747,2.33571428571429
"2020-03-21",27118.19,1.32,26786,35259,2.15857142857143
"2020-03-22",27118.19,1.32,26786,35259,1.98142857142857
"2020-03-23",27348.15,1.61,27032,43627,1.81428571428571
"2020-03-24",27439,1.84,27107,49784,1.69857142857143
"2020-03-25",27072.59,1.44,27107,38961,1.61
"2020-03-26",28561.82,1.68,27837,46743,1.61714285714286
"2020-03-27",28298.82,2.39,27862,66549,1.65714285714286
"2020-03-28",28298.82,1.98,27967,55288,1.75142857142857
"2020-03-29",28298.82,1.98,27967,55288,1.84571428571429
"2020-03-30",28209.7,2.02,27367,55209,1.90428571428571
"2020-03-31",27670.84,2.96,27469,81417,2.06428571428571
"2020-04-01",26557.15,2.76,26419,72906,2.25285714285714
"2020-04-02",26403.07,1.77,26095,46214,2.26571428571429
"2020-04-03",25984.48,2.43,25676,62273,2.27142857142857
"2020-04-04",25984.48,2.42,25652,62107,2.33428571428571
"2020-04-05",25984.48,2.42,25652,62107,2.39714285714286
"2020-04-06",28401.19,2.62,26984,70796,2.48285714285714
"2020-04-07",28908.04,2.5,28348,70976,2.41714285714286
"2020-04-08",29956.68,3.38,28020,94684,2.50571428571429
"2020-04-09",30655.14,3,30657,91930,2.68142857142857
"2020-04-10",30825.14,2.94,30410,89534,2.75428571428571
"2020-04-11",30825.14,2.94,30410,89534,2.82857142857143
"2020-04-12",30825.14,2.94,30410,89534,2.90285714285714
"2020-04-13",29089.46,4.07,28826,117291,3.11
"2020-04-14",31026.56,2.66,29629,78960,3.13285714285714
"2020-04-15",30275.81,3.46,29088,100616,3.14428571428571
"2020-04-16",30794.81,3.12,30380,94775,3.16142857142857
"2020-04-17",32639.14,3.88,30380,117847,3.29571428571429
"2020-04-18",32639.14,2.66,32224,85868,3.25571428571429
"2020-04-19",32639.14,2.66,32224,85868,3.21571428571429
"2020-04-20",31691.86,3.22,31277,100697,3.09428571428571
"2020-04-21",28642.1,3.4,28508,96839,3.2
"2020-04-22",29614.81,3.29,28888,95027,3.17571428571429
"2020-04-23",35045.82,2.82,34628,97588,3.13285714285714
"2020-04-24",35722.92,3.97,34227,135807,3.14571428571429
"2020-04-25",35722.92,1.04,35308,36847,2.91428571428571
"2020-04-26",35722.92,1.04,35308,36847,2.68285714285714
"2020-04-27",35371.12,2.6,34956,90783,2.59428571428571
"2020-04-28",34403.22,3.23,33988,109778,2.57
"2020-04-29",36419.5,3.13,35597,111513,2.54714285714286
"2020-04-30",36263.8,2.23,35662,79622,2.46285714285714
"2020-05-01",34347.35,2.49,34444,85794,2.25142857142857
"2020-05-02",34347.35,2.36,33932,80144,2.44
"2020-05-03",34347.35,2.36,33932,80144,2.62857142857143
"2020-05-04",33943.13,2.48,33533,83037,2.61142857142857
"2020-05-05",35020.68,3.37,34740,117168,2.63142857142857
"2020-05-06",34677.18,4.27,34606,147880,2.79428571428571
"2020-05-07",34493.78,4.34,33996,147400,3.09571428571429
"2020-05-08",35217.18,4.69,34607,162425,3.41
"2020-05-09",35217.18,4.28,34719,148748,3.68428571428571
"2020-05-10",35217.18,4.28,34719,148748,3.95857142857143
"2020-05-11",35449.18,3.59,33796,121394,4.11714285714286
"2020-05-12",33762.59,3.69,34314,126472,4.16285714285714
"2020-05-13",30063.88,3.55,31460,111634,4.06
"2020-05-14",30489.24,5.26,29155,153227,4.19142857142857
"2020-05-15",31672.24,5.46,29675,161881,4.30142857142857
"2020-05-16",31672.24,4.39,31174,136746,4.31714285714286
"2020-05-17",31672.24,4.39,31174,136746,4.33285714285714
"2020-05-18",33382.55,3.14,31174,97740,4.26857142857143
"2020-05-19",33501.55,4.42,33595,148548,4.37285714285714
"2020-05-20",34690.75,3.72,34195,127092,4.39714285714286
"2020-05-21",33883.25,4.24,33385,141559,4.25142857142857
"2020-05-22",33538.25,4.02,32926,132233,4.04571428571429
"2020-05-23",33538.25,4,33040,132233,3.99
"2020-05-24",33538.25,4,33040,132233,3.93428571428571
"2020-05-25",33657.25,3.99,33159,132233,4.05571428571429
"2020-05-26",33551.25,3.51,33550,117879,3.92571428571429
"2020-05-27",34526.9,4.88,31402,153132,4.09142857142857
"2020-05-28",35566.85,3.03,34292,103770,3.91857142857143
"2020-05-29",34637.95,3.69,34049,125766,3.87142857142857
"2020-05-30",34637.95,3.68,34140,125766,3.82571428571429
"2020-05-31",34637.95,3.68,34140,125766,3.78
"2020-06-01",35057.63,3.47,34707,120354,3.70571428571429
"2020-06-02",34918.3,3.13,34499,108102,3.65142857142857
"2020-06-03",36300.7,2.51,35860,90098,3.31285714285714
"2020-06-04",36189.35,2.56,35671,91160,3.24571428571429
"2020-06-05",38464.45,2.53,38107,96268,3.08
"2020-06-06",38464.45,2.39,37883,90496,2.89571428571429
"2020-06-07",38464.45,2.39,37883,90496,2.71142857142857
"2020-06-08",38846.15,2.34,37883,88460,2.55
"2020-06-09",39065.4,2.47,38563,95405,2.45571428571429
"2020-06-10",39024.9,1.71,38484,65629,2.34142857142857
"2020-06-11",37462.34,4.22,36854,155477,2.57857142857143
"2020-06-12",36976.64,3.31,36855,121859,2.69
"2020-06-13",36976.64,3.04,36396,110489,2.78285714285714
"2020-06-14",36976.64,3.04,36396,110489,2.87571428571429
"2020-06-15",37588.87,3.4,36221,123179,3.02714285714286
"2020-06-16",37972.72,2.53,37008,93805,3.03571428571429
"2020-06-17",38038.17,1.51,37676,56707,3.00714285714286
"2020-06-18",37652.62,1.61,37131,59635,2.63428571428571
"2020-06-19",37390.62,1.62,36810,59635,2.39285714285714
"2020-06-20",37390.62,1.62,36810,59635,2.19
"2020-06-21",37390.62,1.62,36810,59635,1.98714285714286
