"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2016-09-12",100226,0.76,99681,75405,0
"2016-09-13",100553,0.75,100420,75405,0
"2016-09-14",101454,0.74,101321,75405,0
"2016-09-15",101163,0.52,101030,52110,0
"2016-09-16",100683,0.52,100550,52110,0
"2016-09-17",100683,0.52,100550,52110,0
"2016-09-18",100683,0.52,100550,52110,0.618571428571429
"2016-09-19",100918.1,1.13,100515,113886,0.671428571428571
"2016-09-20",99423.28,2.39,99590,237626,0.905714285714286
"2016-09-21",95205.46,4.9,95072,465726,1.5
"2016-09-22",93232.54,4.93,94985,468254,2.13
"2016-09-23",97363.62,4.21,95806,403056,2.65714285714286
"2016-09-24",97363.62,4.15,97231,403056,3.17571428571429
"2016-09-25",97168.62,4.15,97036,403056,3.69428571428571
"2016-09-26",99218.72,3.51,97991,343808,4.03428571428571
"2016-09-27",99626.92,4.05,98836,400528,4.27142857142857
"2016-09-28",99103.06,4.4,99220,436249,4.2
"2016-09-29",104637.22,3.17,99349,315225,3.94857142857143
"2016-09-30",103117.34,3.49,102504,358016,3.84571428571429
"2016-10-01",103117.34,2.9,102984,298768,3.66714285714286
"2016-10-02",102080.34,2.93,101947,298768,3.49285714285714
"2016-10-03",102771.38,2.91,102628,298768,3.40714285714286
"2016-10-04",104484.52,2.9,102860,298768,3.24285714285714
"2016-10-05",103816.78,2.9,103199,298768,3.02857142857143
"2016-10-06",104996.24,3.5,103043,360544,3.07571428571429
"2016-10-07",106372.48,3.43,105199,360544,3.06714285714286
"2016-10-08",106372.48,2.25,106239,239520,2.97428571428571
"2016-10-09",105551.56,2.87,105014,301296,2.96571428571429
"2016-10-10",104691.86,4.67,102567,479040,3.21714285714286
"2016-10-11",108099.22,4.6,104158,479040,3.46
"2016-10-12",110965.36,1.63,109199,177744,3.27857142857143
"2016-10-13",110985.56,1.6,110795,177744,3.00714285714286
"2016-10-14",112063.68,3.28,108498,355488,2.98571428571429
"2016-10-15",112063.68,3.18,111798,355488,3.11857142857143
"2016-10-16",113700.76,3.15,112730,355488,3.15857142857143
"2016-10-17",111267,3.7,112236,414736,3.02
"2016-10-18",109846.26,3.87,107120,414736,2.91571428571429
"2016-10-19",108847.4,3.77,110081,414736,3.22142857142857
"2016-10-20",110025.92,3.81,108970,414736,3.53714285714286
"2016-10-21",109857.06,3.78,109591,414736,3.60857142857143
"2016-10-22",109857.06,3.78,109591,414736,3.69428571428571
"2016-10-23",110032.06,3.78,109766,414736,3.78428571428571
"2016-10-24",96888.2,7.36,96622,710976,4.30714285714286
"2016-10-25",106417.38,7.23,98659,713504,4.78714285714286
"2016-10-26",111073.6,5,106663,533232,4.96285714285714
"2016-10-27",115037.96,4.34,109117,473984,5.03857142857143
"2016-10-28",117644.3,2.59,114163,296240,4.86857142857143
"2016-10-29",117644.3,1.51,117378,177744,4.54428571428571
"2016-10-30",116367.32,2.04,116101,236992,4.29571428571429
"2016-10-31",117396.48,2.02,117215,236992,3.53285714285714
"2016-11-01",120516.68,1.53,119793,182800,2.71857142857143
"2016-11-02",122059.9,2.03,120614,244576,2.29428571428571
"2016-11-03",121821.26,2.54,121523,308880,2.03714285714286
"2016-11-04",121452.4,3.04,120986,368128,2.10142857142857
"2016-11-05",121452.4,3.04,121186,368128,2.32
"2016-11-06",126469.46,2.02,121165,244576,2.31714285714286
"2016-11-07",126636.56,2.37,126204,298768,2.36714285714286
"2016-11-08",130205.92,3.33,125300,417264,2.62428571428571
"2016-11-09",129136.42,3.24,128870,417264,2.79714285714286
"2016-11-10",142272.96,4.32,124082,535760,3.05142857142857
"2016-11-11",141139.18,2.54,140085,355488,2.98
"2016-11-12",141139.18,2.1,140740,296240,2.84571428571429
"2016-11-13",138389.18,2.15,137990,296240,2.86428571428571
"2016-11-14",145084.4,1.71,138663,236992,2.77
"2016-11-15",138816.58,3.01,138418,417264,2.72428571428571
"2016-11-16",136630.72,3.5,136232,476512,2.76142857142857
"2016-11-17",132732.82,4.4,135149,595008,2.77285714285714
"2016-11-18",136116.04,4.49,132485,595008,3.05142857142857
"2016-11-19",136116.04,3.51,135717,476512,3.25285714285714
"2016-11-20",135385.1,3.97,134986,535760,3.51285714285714
"2016-11-21",124718.32,6.1,127087,775280,4.14
"2016-11-22",124719.36,5.22,125445,654256,4.45571428571429
"2016-11-23",132453.6,5.24,124320,651728,4.70428571428571
"2016-11-24",130061.62,5.05,129663,654256,4.79714285714286
"2016-11-25",128579.74,5.1,128181,654256,4.88428571428571
"2016-11-26",128579.74,5.1,128181,654256,5.11142857142857
"2016-11-27",129597.78,5.06,129199,654256,5.26714285714286
"2016-11-28",129794.86,5.48,130129,713504,5.17857142857143
"2016-11-29",128545.04,6.22,124221,772752,5.32142857142857
"2016-11-30",137832.32,5.63,126830,713504,5.37714285714286
"2016-12-01",144268.66,2.14,138515,296240,4.96142857142857
