"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2020-03-24",70416.59,0.63,69287,43683,0
"2020-03-25",72695.38,0.68,70297,47649,0
"2020-03-26",74446.38,0.64,74288,47848,0
"2020-03-27",72241.38,0.67,72083,47955,0
"2020-03-28",72241.38,0.67,72083,47955,0
"2020-03-29",72238.38,0.67,72080,47955,0
"2020-03-30",72822.38,0.66,72664,47836,0.66
"2020-03-31",72658.1,0.68,72500,49263,0.667142857142857
"2020-04-01",69917.06,0.77,69759,53639,0.68
"2020-04-02",70045.05,0.98,69897,68207,0.728571428571429
"2020-04-03",68920.05,0.99,68762,68125,0.774285714285714
"2020-04-04",68920.05,0.99,68762,68125,0.82
"2020-04-05",68920.05,0.99,68762,68125,0.865714285714286
"2020-04-06",73561.05,0.78,69130,53671,0.882857142857143
"2020-04-07",75422.05,0.71,75264,53779,0.887142857142857
"2020-04-08",78281.05,0.69,78123,53782,0.875714285714286
"2020-04-09",81135.05,0.66,80977,53835,0.83
"2020-04-10",81158.05,0.66,81000,53850,0.782857142857143
"2020-04-11",81158.05,0.66,81000,53850,0.735714285714286
"2020-04-12",81158.05,0.66,81000,53850,0.688571428571429
"2020-04-13",79581.05,0.7,80991,56474,0.677142857142857
"2020-04-14",80608.05,0.67,80450,53947,0.671428571428571
"2020-04-15",78847.05,0.9,78969,71031,0.701428571428571
"2020-04-16",79259.05,0.78,78315,61370,0.718571428571429
"2020-04-17",81243.05,0.7,79283,55664,0.724285714285714
"2020-04-18",81243.05,0.69,81085,55664,0.728571428571429
"2020-04-19",81235.05,0.69,81077,55664,0.732857142857143
"2020-04-20",80632.05,0.69,80474,55543,0.731428571428571
"2020-04-21",78450.05,0.71,78292,55458,0.737142857142857
"2020-04-22",79588.05,0.7,79430,55504,0.708571428571429
"2020-04-23",79950.05,0.7,79634,55565,0.697142857142857
"2020-04-24",80439.05,0.69,80123,55556,0.695714285714286
"2020-04-25",80439.05,0.69,80123,55556,0.695714285714286
"2020-04-26",80442.05,0.69,80126,55556,0.695714285714286
"2020-04-27",82511.05,0.68,82195,55618,0.694285714285714
"2020-04-28",82970.05,0.67,82654,55639,0.688571428571429
"2020-04-29",86593.05,0.65,86277,55734,0.681428571428571
"2020-04-30",85347.05,0.66,85031,55729,0.675714285714286
"2020-05-01",83648.05,0.67,83332,55601,0.672857142857143
"2020-05-02",83648.05,0.67,83332,55601,0.67
"2020-05-03",83642.05,0.67,83326,55601,0.667142857142857
"2020-05-04",84052.05,0.66,83736,55587,0.664285714285714
"2020-05-05",84261.05,0.66,83945,55611,0.662857142857143
"2020-05-06",84125.05,0.66,83809,55516,0.664285714285714
"2020-05-07",84793.05,0.66,84477,55635,0.664285714285714
"2020-05-08",86098.05,0.65,85782,55688,0.661428571428571
"2020-05-09",86098.05,0.65,85782,55688,0.658571428571429
"2020-05-10",86101.05,0.65,85785,55688,0.655714285714286
"2020-05-11",85604.05,0.65,85288,55605,0.654285714285714
"2020-05-12",83893.05,0.66,83577,55530,0.654285714285714
"2020-05-13",82718.05,0.82,82685,67690,0.677142857142857
"2020-05-14",82974.05,0.67,82658,55541,0.678571428571429
"2020-05-15",83516.05,0.67,83200,55465,0.681428571428571
"2020-05-16",83516.05,0.67,83200,55465,0.684285714285714
"2020-05-17",83519.05,0.67,83203,55465,0.687142857142857
"2020-05-18",85489.05,0.65,85173,55608,0.687142857142857
"2020-05-19",86123.05,0.65,85807,55621,0.685714285714286
"2020-05-20",87438.09,0.6,85815,51809,0.654285714285714
"2020-05-21",87836.08,0.53,87476,46767,0.634285714285714
"2020-05-22",88270.08,0.53,87954,46733,0.614285714285714
"2020-05-23",88270.08,0.53,87954,46733,0.594285714285714
"2020-05-24",88271.08,0.53,87797,46733,0.574285714285714
