"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2012-01-01",125000,0,0,0,0
"2012-01-02",125000,0,0,0,0
"2012-01-03",124993.02,2.37,124761,295464,0
"2012-01-04",125504.04,0,125272,0,0
"2012-01-05",125682.04,0,0,0,0
"2012-01-06",125682.04,0,0,0,0
"2012-01-07",125682.04,0,0,0,0.338571428571429
"2012-01-08",125682.04,0,0,0,0.338571428571429
"2012-01-09",125682.04,0,0,0,0.338571428571429
"2012-01-10",125675.06,0,0,0,0
"2012-01-11",125493.08,0,0,0,0
"2012-01-12",123288.1,7.06,123056,868507,1.00857142857143
"2012-01-13",129730.16,0,129498,0,1.00857142857143
"2012-01-14",130206.16,0,0,0,1.00857142857143
"2012-01-15",130206.16,0,0,0,1.00857142857143
"2012-01-16",130206.16,0,0,0,1.00857142857143
"2012-01-17",130199.18,0,0,0,1.00857142857143
"2012-01-18",127670.2,0,0,0,1.00857142857143
"2012-01-19",126150.22,6.97,125918,878102,0.995714285714286
"2012-01-20",126519.22,7.01,126287,885341,1.99714285714286
"2012-01-21",123654.22,7.17,123422,885341,3.02142857142857
"2012-01-22",123654.22,7.17,123422,885341,4.04571428571429
"2012-01-23",126806.22,6.96,126574,880704,5.04
"2012-01-24",126274.28,0,124046,0,5.04
"2012-01-25",126565.34,2.35,126021,296409,5.37571428571429
"2012-01-26",124903.36,0,0,0,4.38
"2012-01-27",124090.38,7.22,123858,894834,4.41
"2012-01-28",124585.38,7.2,124353,894834,4.41428571428571
"2012-01-29",124585.38,7.2,124353,894834,4.41857142857143
"2012-01-30",130140.44,0,128584,0,3.42428571428571
"2012-01-31",130140.44,0,0,0,3.42428571428571
"2012-02-01",130117.46,0,0,0,3.08857142857143
"2012-02-02",128467.48,0,0,0,3.08857142857143
"2012-02-03",121073.5,7.43,120610,896678,3.11857142857143
"2012-02-04",120042.5,7.5,119579,896678,3.16142857142857
"2012-02-05",120036.5,7.5,119573,896678,3.20428571428571
"2012-02-06",122460.54,2.44,121997,297866,3.55285714285714
"2012-02-07",122894.56,0,122431,0,3.55285714285714
"2012-02-08",122488.58,0,0,0,3.55285714285714
"2012-02-09",122049.6,4.97,121586,604533,4.26285714285714
"2012-02-10",130779.64,0,130316,0,3.20142857142857
"2012-02-11",129531.64,0,0,0,2.13
"2012-02-12",129531.64,0,0,0,1.05857142857143
"2012-02-13",129531.64,0,0,0,0.71
"2012-02-14",129531.64,0,0,0,0.71
"2012-02-15",129531.64,0,0,0,0.71
"2012-02-16",129531.64,0,0,0,0
