"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2016-08-11",50693.12,3.58,49626,177744,0
"2016-08-12",50693.12,0,0,0,0
"2016-08-13",50693.12,0,0,0,0
"2016-08-14",50693.12,0,0,0,0
"2016-08-15",50693.12,0,0,0,0
"2016-08-16",51596.24,3.53,50319,177744,0
"2016-08-17",50714.36,3.47,51222,177744,1.51142857142857
"2016-08-18",50132.48,3.53,50340,177744,1.50428571428571
"2016-08-19",49715.6,3.57,49759,177744,2.01428571428571
"2016-08-20",49715.6,0,0,0,2.01428571428571
"2016-08-21",49715.6,0,0,0,2.01428571428571
"2016-08-22",49343.72,3.6,49342,177744,2.52857142857143
"2016-08-23",49181.84,3.63,48970,177744,2.54285714285714
"2016-08-24",48614.96,3.64,48808,177744,2.56714285714286
"2016-08-25",48228.08,3.68,48241,177744,2.58857142857143
"2016-08-26",47886.2,3.71,47854,177744,2.60857142857143
"2016-08-27",47886.2,0,0,0,2.60857142857143
"2016-08-28",47886.2,0,0,0,2.60857142857143
"2016-08-29",48264.32,3.74,47512,177744,2.62857142857143
"2016-08-30",47682.44,3.71,47890,177744,2.64
"2016-08-31",47685.56,3.76,47309,177744,2.65714285714286
"2016-09-01",47613.68,3.76,47312,177744,2.66857142857143
"2016-09-02",47526.8,3.77,47135,177744,2.67714285714286
"2016-09-03",47526.8,0,0,0,2.67714285714286
"2016-09-04",47526.8,0,0,0,2.67714285714286
"2016-09-05",47526.8,0,0,0,2.14285714285714
"2016-09-06",48834.92,3.77,47153,177744,2.15142857142857
"2016-09-07",48673.04,3.67,48461,177744,2.13857142857143
"2016-09-08",50371.16,3.68,48299,177744,2.12714285714286
"2016-09-09",53689.28,3.56,49997,177744,2.09714285714286
"2016-09-10",53689.28,0,0,0,2.09714285714286
"2016-09-11",53689.28,0,0,0,2.09714285714286
"2016-09-12",53689.28,0,0,0,2.09714285714286
"2016-09-13",54367.4,3.35,52983,177744,2.03714285714286
"2016-09-14",54730.52,3.31,53662,177744,1.98571428571429
"2016-09-15",57268.64,3.29,54025,177744,1.93
"2016-09-16",57136.76,3.14,56563,177744,1.87
"2016-09-17",57136.76,0,0,0,1.87
"2016-09-18",57136.76,0,0,0,1.87
"2016-09-19",59209.88,3.15,56431,177744,2.32
"2016-09-20",59209.88,0,0,0,1.84142857142857
"2016-09-21",58373,3.04,58504,177744,1.80285714285714
"2016-09-22",59201.12,3.08,57667,177744,1.77285714285714
"2016-09-23",60209.24,3.04,58495,177744,1.75857142857143
"2016-09-24",60209.24,0,0,0,1.75857142857143
"2016-09-25",60209.24,0,0,0,1.75857142857143
"2016-09-26",61022.36,2.99,59503,177744,1.73571428571429
"2016-09-27",60260.48,2.95,60316,177744,2.15714285714286
"2016-09-28",59798.6,2.98,59555,177744,2.14857142857143
"2016-09-29",61341.72,3.01,59093,177744,2.13857142857143
"2016-09-30",63429.84,2.93,60636,177744,2.12285714285714
"2016-10-01",63429.84,0,0,0,2.12285714285714
"2016-10-02",63429.84,0,0,0,2.12285714285714
"2016-10-03",63447.96,2.83,62724,177744,2.1
"2016-10-04",63106.08,2.83,62742,177744,2.08285714285714
"2016-10-05",63919.2,2.85,62400,177744,2.06428571428571
"2016-10-06",63937.32,2.81,63213,177744,2.03571428571429
"2016-10-07",63775.44,2.81,63231,177744,2.01857142857143
"2016-10-08",63775.44,0,0,0,2.01857142857143
"2016-10-09",63775.44,0,0,0,2.01857142857143
"2016-10-10",63538.56,2.82,63070,177744,2.01714285714286
"2016-10-11",61711.68,2.84,62501,177744,2.01857142857143
"2016-10-12",61549.8,2.93,60674,177744,2.03
"2016-10-13",61387.92,2.94,60512,177744,2.04857142857143
"2016-10-14",61406.04,2.95,60350,177744,2.06857142857143
"2016-10-15",61406.04,0,0,0,2.06857142857143
"2016-10-16",61406.04,0,0,0,2.06857142857143
"2016-10-17",61124.16,2.94,60368,177744,2.08571428571429
"2016-10-18",61142.28,2.96,60086,177744,2.10285714285714
"2016-10-19",61100.4,2.96,60104,177744,2.10714285714286
"2016-10-20",61058.52,2.96,60063,177744,2.11
"2016-10-21",61076.64,2.96,60021,177744,2.11142857142857
"2016-10-22",61076.64,0,0,0,2.11142857142857
"2016-10-23",61076.64,0,0,0,2.11142857142857
"2016-10-24",61076.64,0,0,0,1.69142857142857
"2016-10-25",62624.76,2.96,60039,177744,1.69142857142857
"2016-10-26",62627.88,2.89,61587,177744,1.68142857142857
"2016-10-27",61746,2.89,61590,177744,1.67142857142857
"2016-10-28",61794.12,2.93,60708,177744,1.66714285714286
"2016-10-29",61794.12,0,0,0,1.66714285714286
"2016-10-30",61794.12,0,0,0,1.66714285714286
"2016-10-31",62967.24,2.93,60756,177744,2.08571428571429
"2016-11-01",62967.24,0,0,0,1.66285714285714
"2016-11-02",62505.36,2.87,61929,177744,1.66
"2016-11-03",61743.48,2.89,61467,177744,1.66
"2016-11-04",61551.6,2.93,60706,177744,1.66
"2016-11-05",61551.6,0,0,0,1.66
"2016-11-06",61551.6,0,0,0,1.66
"2016-11-07",63864.72,2.94,60514,177744,1.66142857142857
"2016-11-08",63642.84,2.83,62827,177744,2.06571428571429
"2016-11-09",63642.84,0,0,0,1.65571428571429
"2016-11-10",68445.96,2.85,62273,177744,1.65
"2016-11-11",68059.08,2.65,67076,177744,1.61
"2016-11-12",68059.08,0,0,0,1.61
"2016-11-13",68059.08,0,0,0,1.61
"2016-11-14",70742.2,2.67,66689,177744,1.57142857142857
"2016-11-15",71870.32,2.56,69372,177744,1.53285714285714
"2016-11-16",70178.44,2.52,70500,177744,1.89285714285714
"2016-11-17",69506.56,2.58,68809,177744,1.85428571428571
"2016-11-18",69986.56,0,0,0,1.47571428571429
"2016-11-19",69986.56,0,0,0,1.47571428571429
"2016-11-20",69986.56,0,0,0,1.47571428571429
"2016-11-21",71779.68,2.59,68617,177744,1.46428571428571
"2016-11-22",71977.8,2.52,70410,177744,1.45857142857143
"2016-11-23",71504.04,2.52,70566,177744,1.45857142857143
"2016-11-24",71504.04,0,0,0,1.09
"2016-11-25",71504.04,0,0,0,1.09
"2016-11-26",71504.04,0,0,0,1.09
"2016-11-27",71504.04,0,0,0,1.09
"2016-11-28",72122.16,2.53,70134,177744,1.08142857142857
"2016-11-29",72122.16,0,0,0,0.721428571428571
"2016-11-30",71825.28,2.51,70752,177744,0.72
"2016-12-01",71543.4,2.52,70455,177744,1.08
"2016-12-02",71621.52,2.53,70174,177744,1.44142857142857
"2016-12-03",71621.52,0,0,0,1.44142857142857
"2016-12-04",71621.52,0,0,0,1.44142857142857
"2016-12-05",72455.64,2.53,70252,177744,1.44142857142857
"2016-12-06",72098.76,2.5,71086,177744,1.79857142857143
"2016-12-07",71726.88,2.51,70729,177744,1.79857142857143
"2016-12-08",71220,2.53,70357,177744,1.8
"2016-12-09",71220,0,0,0,1.43857142857143
"2016-12-10",71220,0,0,0,1.43857142857143
"2016-12-11",71220,0,0,0,1.43857142857143
"2016-12-12",70368.12,2.56,69518,177744,1.44285714285714
"2016-12-13",73460.24,2.59,68666,177744,1.45571428571429
"2016-12-14",73073.36,2.48,71758,177744,1.45142857142857
"2016-12-15",71415.48,2.49,71371,177744,1.44571428571429
"2016-12-16",71047.6,2.55,69714,177744,1.81
"2016-12-17",71047.6,0,0,0,1.81
"2016-12-18",71047.6,0,0,0,1.81
"2016-12-19",71871.72,2.56,69346,177744,1.81
"2016-12-20",71859.84,2.53,70170,177744,1.80142857142857
"2016-12-21",71779.96,2.53,70158,177744,1.80857142857143
"2016-12-22",71408.08,2.54,70078,177744,1.81571428571429
"2016-12-23",71228.2,2.55,69706,177744,1.81571428571429
"2016-12-24",71228.2,0,0,0,1.81571428571429
"2016-12-25",71228.2,0,0,0,1.81571428571429
"2016-12-26",71228.2,0,0,0,1.45
"2016-12-27",72754.32,2.56,69526,177744,1.45428571428571
"2016-12-28",70882.44,2.5,71052,177744,1.45
"2016-12-29",70675.56,2.57,69181,177744,1.45428571428571
"2016-12-30",73788.68,2.58,68974,177744,1.45857142857143
"2016-12-31",73788.68,0,0,0,1.45857142857143
"2017-01-01",73788.68,0,0,0,1.45857142857143
"2017-01-02",73788.68,0,0,0,1.45857142857143
"2017-01-03",73798.72,0.82,72115,59248,1.21
"2017-01-04",74873.84,2.47,72097,177744,1.20571428571429
"2017-01-05",73016.96,2.43,73172,177744,1.18571428571429
"2017-01-06",75012.08,2.49,71315,177744,1.17285714285714
"2017-01-07",75012.08,0,0,0,1.17285714285714
"2017-01-08",75012.08,0,0,0,1.17285714285714
"2017-01-09",74625.2,2.44,72978,177744,1.52142857142857
"2017-01-10",74375.32,2.45,72591,177744,1.75428571428571
"2017-01-11",74138.44,2.46,72341,177744,1.75285714285714
"2017-01-12",75080.56,2.47,72105,177744,1.75857142857143
"2017-01-13",75080.56,0,0,0,1.40285714285714
"2017-01-14",75080.56,0,0,0,1.40285714285714
"2017-01-15",75080.56,0,0,0,1.40285714285714
"2017-01-16",74755.68,2.43,73047,177744,1.40142857142857
"2017-01-17",74256.8,2.44,72722,177744,1.4
"2017-01-18",74034.92,2.46,72223,177744,1.4
"2017-01-19",74034.92,0,0,0,1.04714285714286
"2017-01-20",73753.04,2.47,72001,177744,1.4
"2017-01-21",73753.04,0,0,0,1.4
"2017-01-22",73753.04,0,0,0,1.4
"2017-01-23",73692.16,2.48,71719,177744,1.40714285714286
"2017-01-24",75054.28,2.48,71658,177744,1.41285714285714
"2017-01-25",75957.4,2.43,73020,177744,1.40857142857143
"2017-01-26",75805.52,2.4,73924,177744,1.75142857142857
"2017-01-27",75763.64,2.41,73772,177744,1.74285714285714
"2017-01-28",75763.64,0,0,0,1.74285714285714
"2017-01-29",75763.64,0,0,0,1.74285714285714
"2017-01-30",77881.76,2.41,73730,177744,1.73285714285714
"2017-01-31",78560.88,2.34,75848,177744,1.71285714285714
"2017-02-01",77503,2.32,76527,177744,1.69714285714286
"2017-02-02",77461.12,2.36,75469,177744,1.69142857142857
"2017-02-03",77461.12,0,0,0,1.34714285714286
"2017-02-04",77461.12,0,0,0,1.34714285714286
"2017-02-05",77461.12,0,0,0,1.34714285714286
"2017-02-06",76935.24,2.36,75427,177744,1.34
"2017-02-07",77254.36,2.37,74901,177744,1.34428571428571
"2017-02-08",76443.48,2.37,74888,177744,1.35142857142857
"2017-02-09",77476.6,2.4,74078,177744,1.35714285714286
"2017-02-10",77165.72,2.37,75111,177744,1.69571428571429
"2017-02-11",77165.72,0,0,0,1.69571428571429
"2017-02-12",77165.72,0,0,0,1.69571428571429
"2017-02-13",78381.84,2.38,74800,177744,1.69857142857143
"2017-02-14",78091.96,2.34,76016,177744,1.69428571428571
"2017-02-15",77432.08,2.35,75726,177744,1.69142857142857
"2017-02-16",77735.2,2.37,75066,177744,1.68714285714286
"2017-02-17",76994.32,2.36,75369,177744,1.68571428571429
"2017-02-18",76994.32,0,0,0,1.68571428571429
"2017-02-19",76994.32,0,0,0,1.68571428571429
"2017-02-20",76994.32,0,0,0,1.34571428571429
"2017-02-21",76427.44,2.38,74628,177744,1.35142857142857
"2017-02-22",76100.56,2.4,74062,177744,1.35857142857143
"2017-02-23",74286.68,2.41,73735,177744,1.36428571428571
"2017-02-24",73464.8,2.47,71921,177744,1.38
"2017-02-25",73464.8,0,0,0,1.38
"2017-02-26",73464.8,0,0,0,1.38
"2017-02-27",73218.92,2.5,71099,177744,1.73714285714286
"2017-02-28",73155.04,2.51,70853,177744,1.75571428571429
"2017-03-01",74834.28,2.51,70747,177744,1.77142857142857
"2017-03-02",73524.4,2.45,72468,177744,1.77714285714286
"2017-03-03",72810.52,2.5,71159,177744,1.78142857142857
"2017-03-04",72810.52,0,0,0,1.78142857142857
"2017-03-05",72810.52,0,0,0,1.78142857142857
"2017-03-06",72810.52,0,0,0,1.42428571428571
