"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2019-01-17",250000,0,0,0,0
"2019-01-18",250000,0,0,0,0
"2019-01-19",250000,0,0,0,0
"2019-01-20",250422,2.9,249768,723291,0
"2019-01-21",251744,2.87,251512,722130,0
"2019-01-22",258268,0,254911,0,0
"2019-01-23",253021,1.35,252789,340339,1.01714285714286
"2019-01-24",236905,1.45,236673,343637,1.22428571428571
"2019-01-25",254722,1.34,254490,340339,1.41571428571429
"2019-01-26",254722,1.34,254490,340339,1.60714285714286
"2019-01-27",259433,1.31,259201,340339,1.38
"2019-01-28",264333,0,260535,0,0.97
"2019-01-29",264333,0,0,0,0.97
"2019-01-30",259536,0.93,259304,241398,0.91
"2019-01-31",257593,0.94,257361,241398,0.837142857142857
"2019-02-01",259872,0.93,259640,241398,0.778571428571429
"2019-02-02",259872,0.93,259640,241398,0.72
"2019-02-03",258737,0.93,258505,241398,0.665714285714286
"2019-02-04",257311,0.94,257079,241398,0.8
"2019-02-05",257568,0.94,257336,241398,0.934285714285714
"2019-02-06",267446,0,261098,0,0.801428571428571
"2019-02-07",267446,0,0,0,0.667142857142857
"2019-02-08",267446,0,0,0,0.534285714285714
"2019-02-09",267446,0,0,0,0.401428571428571
"2019-02-10",267446,0,0,0,0.268571428571429
"2019-02-11",264518,1.81,264286,478946,0.392857142857143
"2019-02-12",261500,1.83,261268,478946,0.52
"2019-02-13",255499,1.89,255910,483311,0.79
"2019-02-14",274144,1.77,270383,477612,1.04285714285714
"2019-02-15",274998,1.74,274766,477612,1.29142857142857
"2019-02-16",274998,1.74,274766,477612,1.54
"2019-02-17",277025,1.73,276561,477612,1.78714285714286
"2019-02-18",274481,1.74,274017,477612,1.77714285714286
"2019-02-19",281074,3.4,280610,955224,2.00142857142857
"2019-02-20",285791,1.67,286661,477612,1.97
"2019-02-21",286908,1.67,286444,477612,1.95571428571429
"2019-02-22",291248,0,292946,0,1.70714285714286
"2019-02-23",291248,0,0,0,1.45857142857143
"2019-02-24",291248,0,0,0,1.21142857142857
"2019-02-25",296149,0.01,290784,4322,0.964285714285714
"2019-02-26",307191,1.62,295685,479866,0.71
"2019-02-27",298127,1.61,297663,479866,0.701428571428571
"2019-02-28",309337,0,310760,0,0.462857142857143
"2019-03-01",313468,0.01,308873,4322,0.464285714285714
"2019-03-02",313468,0,0,0,0.464285714285714
"2019-03-03",313468,0,0,0,0.464285714285714
"2019-03-04",313468,0,0,0,0.462857142857143
"2019-03-05",313468,0,0,0,0.231428571428571
"2019-03-06",317248,1.53,313004,480000,0.22
"2019-03-07",317248,0,0,0,0.22
"2019-03-08",317248,0,0,0,0.218571428571429
"2019-03-09",317248,0,0,0,0.218571428571429
"2019-03-10",317248,0,0,0,0.218571428571429
"2019-03-11",321090,0.01,316784,4290,0.22
"2019-03-12",318721,0,320464,0,0.22
"2019-03-13",318721,0,0,0,0.00142857142857143
"2019-03-14",326350,1.07,318257,339024,0.154285714285714
"2019-03-15",326350,0,0,0,0.154285714285714
"2019-03-16",326350,0,0,0,0.154285714285714
"2019-03-17",326350,0,0,0,0.154285714285714
"2019-03-18",326350,0,0,0,0.152857142857143
"2019-03-19",326350,0,0,0,0.152857142857143
"2019-03-20",325744,1.49,325654,483637,0.365714285714286
"2019-03-21",332148,1.46,330887,483637,0.421428571428571
"2019-03-22",336080,0,332157,0,0.421428571428571
"2019-03-23",336080,0,0,0,0.421428571428571
"2019-03-24",335799,1.44,335384,483637,0.627142857142857
