"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2019-10-03",32400,0,0,0,0
"2019-10-04",32870.5,1.09,32194,34956,0
"2019-10-05",32870.5,0,0,0,0
"2019-10-06",32870.5,0,0,0,0
"2019-10-07",33271.06,3.21,32620,104867,0
"2019-10-08",33441.7,1.06,33103,34956,0
"2019-10-09",33643.76,3.15,33331,104867,1.21571428571429
"2019-10-10",34463.4,2.09,33475,69911,1.51428571428571
"2019-10-11",34444.18,0.2,34304,6998,1.38714285714286
"2019-10-12",34444.18,0,0,0,1.38714285714286
"2019-10-13",34444.18,0,0,0,1.38714285714286
"2019-10-14",34469.82,1.02,34276,34956,1.07428571428571
"2019-10-15",34561.64,1.02,34307,34956,1.06857142857143
"2019-10-16",35186.88,2.03,34404,69911,0.908571428571429
"2019-10-17",34995.52,2,35019,69911,0.895714285714286
"2019-10-18",35296.86,0.6,34834,20995,0.952857142857143
"2019-10-19",35296.86,0,0,0,0.952857142857143
"2019-10-20",35296.86,0,0,0,0.952857142857143
"2019-10-21",35360.02,0.6,35130,20995,0.892857142857143
"2019-10-22",35325.72,0.6,35184,20995,0.832857142857143
"2019-10-23",35242.68,0.5,35165,17496,0.614285714285714
"2019-10-24",34961.59,0.91,34689,31493,0.458571428571429
"2019-10-25",35101.33,0.5,34805,17496,0.444285714285714
"2019-10-26",35101.33,0.5,34943,17496,0.515714285714286
"2019-10-27",35101.33,0.5,34943,17496,0.587142857142857
"2019-10-28",35241.81,0,35029,0,0.501428571428571
"2019-10-29",35169.7,0.8,35061,27994,0.53
"2019-10-30",35366.75,0.5,35008,17496,0.53
"2019-10-31",35355.84,0,35209,0,0.4
"2019-11-01",35346.8,0.5,35198,17496,0.4
"2019-11-02",35346.8,0,0,0,0.328571428571429
"2019-11-03",35346.8,0,0,0,0.257142857142857
"2019-11-04",34987.26,0.74,35001,25920,0.362857142857143
"2019-11-05",34911.2,0.61,34654,20995,0.335714285714286
