"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2019-12-01",250000,0,0,0,0
"2019-12-02",243552,1.5,242723,364360,0
"2019-12-03",241931,3.01,242318,728717,0
"2019-12-04",234287,1.04,235198,244409,0
"2019-12-05",230423,4.16,233365,971436,0
"2019-12-06",216939,3.96,229332,908031,0
"2019-12-07",216939,0,0,0,1.95285714285714
"2019-12-08",216939,0,0,0,1.95285714285714
"2019-12-09",215744,4.83,216047,1042652,2.42857142857143
"2019-12-10",217431,4.25,215902,917615,2.60571428571429
"2019-12-11",212417,4.23,214757,907485,3.06142857142857
"2019-12-12",214709,0.03,209748,6588,2.47142857142857
"2019-12-13",225399,4.48,214497,960000,2.54571428571429
"2019-12-14",225399,0,0,0,2.54571428571429
"2019-12-15",225399,0,0,0,2.54571428571429
"2019-12-16",229335,1.53,224225,343035,2.07428571428571
"2019-12-17",225989,2.23,223774,497904,1.78571428571429
"2019-12-18",226450,0.02,226178,3506,1.18428571428571
"2019-12-19",234673,3.01,221942,668157,1.61
"2019-12-20",229745,3.71,227749,845219,1.5
"2019-12-21",229745,0,0,0,1.5
"2019-12-22",229745,0,0,0,1.5
"2019-12-23",232032,1.58,229412,362194,1.50714285714286
"2019-12-24",231974,2.2,231381,509905,1.50285714285714
"2019-12-25",231974,0,0,0,1.5
"2019-12-26",231491,3.53,231844,818905,1.57428571428571
"2019-12-27",231715,4.17,230566,962194,1.64
"2019-12-28",231715,0,0,0,1.64
"2019-12-29",231715,0,0,0,1.64
"2019-12-30",233036,3.13,233942,731997,1.86142857142857
"2019-12-31",230130,4.31,230005,991129,2.16285714285714
"2020-01-01",230130,0,0,0,2.16285714285714
"2020-01-02",239389,5.92,232499,1377041,2.50428571428571
"2020-01-03",238518,5.21,234793,1224179,2.65285714285714
"2020-01-04",238518,0,0,0,2.65285714285714
"2020-01-05",238518,0,0,0,2.65285714285714
"2020-01-06",235473,2.24,236626,530491,2.52571428571429
"2020-01-07",234284,2.06,234886,484427,2.20428571428571
"2020-01-08",224811,4.34,225253,977283,2.82428571428571
"2020-01-09",223016,2.81,224380,631575,2.38
"2020-01-10",227616,0.81,226919,182741,1.75142857142857
"2020-01-11",227616,0,0,0,1.75142857142857
"2020-01-12",227616,0,0,0,1.75142857142857
"2020-01-13",226402,1.99,226850,451348,1.71571428571429
"2020-01-14",225451,0.01,225710,2182,1.42285714285714
"2020-01-15",227450,6.4,226265,1447261,1.71714285714286
"2020-01-16",219985,6.57,219287,1440000,2.25428571428571
"2020-01-17",214986,3.61,218386,789243,2.65428571428571
"2020-01-18",214986,0,0,0,2.65428571428571
"2020-01-19",214986,0,0,0,2.65428571428571
"2020-01-20",216574,4.72,214073,1011153,3.04428571428571
"2020-01-21",213964,2.86,213620,611039,3.45142857142857
"2020-01-22",215768,4,213540,855199,3.10857142857143
"2020-01-23",226441,5.89,214985,1265243,3.01142857142857
"2020-01-24",224324,5.12,227087,1163039,3.22714285714286
"2020-01-25",224324,0,0,0,3.22714285714286
"2020-01-26",224324,0,0,0,3.22714285714286
"2020-01-27",222073,0.02,222522,3857,2.55571428571429
"2020-01-28",219239,0.04,221649,8796,2.15285714285714
"2020-01-29",211379,5.82,217447,1265760,2.41285714285714
"2020-01-30",198269,5.57,205587,1146110,2.36714285714286
"2020-01-31",196954,3.16,195443,617760,2.08714285714286
"2020-02-01",196954,0,0,0,2.08714285714286
"2020-02-02",196954,0,0,0,2.08714285714286
"2020-02-03",196954,0,0,0,2.08428571428571
"2020-02-04",196954,0,0,0,2.07857142857143
"2020-02-05",196954,0,0,0,1.24714285714286
"2020-02-06",196954,0,0,0,0.451428571428571
"2020-02-07",196954,0,0,0,0
"2020-02-08",196954,0,0,0,0
"2020-02-09",196954,0,0,0,0
"2020-02-10",196954,0,0,0,0
"2020-02-11",196954,0,0,0,0
"2020-02-12",196954,0,0,0,0
"2020-02-13",196954,0,0,0,0
"2020-02-14",196954,0,0,0,0
"2020-02-15",196954,0,0,0,0
"2020-02-16",196954,0,0,0,0
"2020-02-17",196954,0,0,0,0
"2020-02-18",196954,0,0,0,0
"2020-02-19",196954,0,0,0,0
"2020-02-20",196954,0,0,0,0
"2020-02-21",196954,0,0,0,0
"2020-02-22",196954,0,0,0,0
"2020-02-23",196954,0,0,0,0
"2020-02-24",196954,0,0,0,0
"2020-02-25",196954,0,0,0,0
"2020-02-26",195858,0.03,196919,4999,0.00428571428571429
"2020-02-27",197113,0.03,195237,6133,0.00857142857142857
"2020-02-28",198267,0.03,197631,5552,0.0128571428571429
"2020-02-29",198267,0.03,197631,5552,0.0171428571428571
"2020-03-01",196211,0.03,195363,5552,0.0214285714285714
"2020-03-02",202774,0.06,202129,11303,0.03
"2020-03-03",196607,0.07,195759,12998,0.04
"2020-03-04",181074,0.07,180226,12946,0.0457142857142857
"2020-03-05",168301,0.08,167453,13113,0.0528571428571429
"2020-03-06",146058,0.09,145210,13214,0.0614285714285714
"2020-03-07",146058,0.09,145210,13214,0.07
"2020-03-08",157433,0.09,156585,13599,0.0785714285714286
"2020-03-09",148560,3.69,147712,545100,0.597142857142857
"2020-03-10",141798,3.87,140950,545100,1.14
"2020-03-11",134346,4.08,133498,545100,1.71285714285714
"2020-03-12",134346,4.08,133498,545100,2.28428571428571
"2020-03-13",124456,4.41,123608,545100,2.90142857142857
"2020-03-14",124456,4.41,123608,545100,3.51857142857143
"2020-03-15",124456,4.41,123608,545100,4.13571428571429
"2020-03-16",123043.8,0,123608,0,3.60857142857143
"2020-03-17",123043.8,0,0,0,3.05571428571429
"2020-03-18",123043.8,0,0,0,2.47285714285714
"2020-03-19",123043.8,0,0,0,1.89
"2020-03-20",123043.8,0,0,0,1.26
"2020-03-21",123043.8,0,0,0,0.63
"2020-03-22",123043.8,0,0,0,0
"2020-03-23",123043.8,0,0,0,0
"2020-03-24",123043.8,0,0,0,0
"2020-03-25",123043.8,0,0,0,0
"2020-03-26",123043.8,0,0,0,0
"2020-03-27",123043.8,0,0,0,0
"2020-03-28",123043.8,0,0,0,0
"2020-03-29",123043.8,0,0,0,0
"2020-03-30",123043.8,0,0,0,0
"2020-03-31",123043.8,0,0,0,0
"2020-04-01",123043.8,0,0,0,0
"2020-04-02",123043.8,0,0,0,0
"2020-04-03",123043.8,0,0,0,0
"2020-04-04",123043.8,0,0,0,0
"2020-04-05",123043.8,0,0,0,0
"2020-04-06",123043.8,0,0,0,0
"2020-04-07",123043.8,0,0,0,0
"2020-04-08",123043.8,0,0,0,0
"2020-04-09",123043.8,0,0,0,0
"2020-04-10",123043.8,0,0,0,0
"2020-04-11",123043.8,0,0,0,0
"2020-04-12",123043.8,0,0,0,0
"2020-04-13",123043.8,0,0,0,0
"2020-04-14",123043.8,0,0,0,0
"2020-04-15",123043.8,0,0,0,0
"2020-04-16",123043.8,0,0,0,0
"2020-04-17",123043.8,0,0,0,0
"2020-04-18",123043.8,0,0,0,0
"2020-04-19",123043.8,0,0,0,0
"2020-04-20",123043.8,0,0,0,0
"2020-04-21",123043.8,0,0,0,0
"2020-04-22",123043.8,0,0,0,0
"2020-04-23",123043.8,0,0,0,0
"2020-04-24",123043.8,0,0,0,0
"2020-04-25",123043.8,0,0,0,0
"2020-04-26",123043.8,0,0,0,0
"2020-04-27",123043.8,0,0,0,0
"2020-04-28",123043.8,0,0,0,0
"2020-04-29",123043.8,0,0,0,0
"2020-04-30",123043.8,0,0,0,0
"2020-05-01",123043.8,0,0,0,0
"2020-05-02",123043.8,0,0,0,0
"2020-05-03",123043.8,0,0,0,0
"2020-05-04",123043.8,0,0,0,0
"2020-05-05",123043.8,0,0,0,0
"2020-05-06",123043.8,0,0,0,0
"2020-05-07",123043.8,0,0,0,0
"2020-05-08",123043.8,0,0,0,0
"2020-05-09",123043.8,0,0,0,0
"2020-05-10",123043.8,0,0,0,0
"2020-05-11",123043.8,0,0,0,0
"2020-05-12",123043.8,0,0,0,0
"2020-05-13",123043.8,0,0,0,0
"2020-05-14",123043.8,0,0,0,0
"2020-05-15",123043.8,0,0,0,0
"2020-05-16",123043.8,0,0,0,0
"2020-05-17",123043.8,0,0,0,0
"2020-05-18",123043.8,0,0,0,0
"2020-05-19",123043.8,0,0,0,0
"2020-05-20",123043.8,0,0,0,0
"2020-05-21",123043.8,0,0,0,0
"2020-05-22",123043.8,0,0,0,0
"2020-05-23",123043.8,0,0,0,0
"2020-05-24",123043.8,0,0,0,0
"2020-05-25",123043.8,0,0,0,0
"2020-05-26",123043.8,0,0,0,0
"2020-05-27",123043.8,0,0,0,0
"2020-05-28",123043.8,0,0,0,0
"2020-05-29",123043.8,0,0,0,0
"2020-05-30",123043.8,0,0,0,0
"2020-05-31",123043.8,0,0,0,0
"2020-06-01",123043.8,0,0,0,0
"2020-06-02",123043.8,0,0,0,0
"2020-06-03",123043.8,0,0,0,0
"2020-06-04",123043.8,0,0,0,0
"2020-06-05",123043.8,0,0,0,0
"2020-06-06",123043.8,0,0,0,0
"2020-06-07",123043.8,0,0,0,0
"2020-06-08",123043.8,0,0,0,0
"2020-06-09",123043.8,0,0,0,0
"2020-06-10",123043.8,0,0,0,0
"2020-06-11",123043.8,0,0,0,0
"2020-06-12",123043.8,0,0,0,0
"2020-06-13",123043.8,0,0,0,0
"2020-06-14",123043.8,0,0,0,0
"2020-06-15",123043.8,0,0,0,0
"2020-06-16",123043.8,0,0,0,0
"2020-06-17",123043.8,0,0,0,0
"2020-06-18",123043.8,0,0,0,0
"2020-06-19",123043.8,0,0,0,0
"2020-06-20",123043.8,0,0,0,0
"2020-06-21",123043.8,0,0,0,0
"2020-06-22",123043.8,0,0,0,0
"2020-06-23",123043.8,0,0,0,0
"2020-06-24",123043.8,0,0,0,0
"2020-06-25",123043.8,0,0,0,0
"2020-06-26",123043.8,0,0,0,0
"2020-06-27",123043.8,0,0,0,0
"2020-06-28",123043.8,0,0,0,0
"2020-06-29",123043.8,0,0,0,0
"2020-06-30",123043.8,0,0,0,0
"2020-07-01",123043.8,0,0,0,0
"2020-07-02",123043.8,0,0,0,0
"2020-07-03",123043.8,0,0,0,0
"2020-07-04",123043.8,0,0,0,0
"2020-07-05",123043.8,0,0,0,0
"2020-07-06",123043.8,0,0,0,0
"2020-07-07",123043.8,0,0,0,0
"2020-07-08",123043.8,0,0,0,0
"2020-07-09",123043.8,0,0,0,0
"2020-07-10",123043.8,0,0,0,0
"2020-07-11",123043.8,0,0,0,0
"2020-07-12",123043.8,0,0,0,0
"2020-07-13",123043.8,0,0,0,0
"2020-07-14",123043.8,0,0,0,0
"2020-07-15",123043.8,0,0,0,0
"2020-07-16",123043.8,0,0,0,0
"2020-07-17",123043.8,0,0,0,0
"2020-07-18",123043.8,0,0,0,0
"2020-07-19",123043.8,0,0,0,0
"2020-07-20",123043.8,0,0,0,0
"2020-07-21",123043.8,0,0,0,0
"2020-07-22",123043.8,0,0,0,0
"2020-07-23",123043.8,0,0,0,0
"2020-07-24",123043.8,0,0,0,0
"2020-07-25",123043.8,0,0,0,0
"2020-07-26",123043.8,0,0,0,0
"2020-07-27",123043.8,0,0,0,0
"2020-07-28",123043.8,0,0,0,0
"2020-07-29",123043.8,0,0,0,0
"2020-07-30",122378.99,2.05,121135,248062,0.292857142857143
