"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2017-01-16",1e+05,0,0,0,0
"2017-01-17",99369.05,0.54,98983,53596,0
"2017-01-18",97784.2,0.52,97784,50644,0
"2017-01-19",98832.65,0.63,98833,61885,0
"2017-01-20",97995.1,0.96,97995,94195,0
"2017-01-21",97975.1,0.96,97975,94195,0
"2017-01-22",97995.1,0.96,97995,94195,0.652857142857143
"2017-01-23",97912.1,0.96,97912,94195,0.79
"2017-01-24",98159.1,0.96,98159,94195,0.85
"2017-01-25",98268.1,0.96,98268,94195,0.912857142857143
"2017-01-26",98356.1,0.96,98356,94195,0.96
"2017-01-27",98351.1,0.96,98351,94195,0.96
"2017-01-28",98351.1,0.96,98351,94195,0.96
"2017-01-29",98351.1,0.96,98351,94195,0.96
"2017-01-30",97953.1,0.96,97953,94195,0.96
"2017-01-31",98162.1,0.96,98162,94195,0.96
"2017-02-01",97893.1,0.96,97893,94195,0.96
"2017-02-02",98024.1,0.96,98024,94195,0.96
"2017-02-03",99909.1,0.94,99909,94195,0.957142857142857
"2017-02-04",99929.1,0.94,99929,94195,0.954285714285714
"2017-02-05",99929.1,0.94,99929,94195,0.951428571428571
"2017-02-06",98097.1,0.96,98097,94195,0.951428571428571
"2017-02-07",97685.1,0.96,97685,94195,0.951428571428571
"2017-02-08",97570.1,0.97,97570,94195,0.952857142857143
"2017-02-09",98089.1,0.96,98089,94195,0.952857142857143
"2017-02-10",98267.1,0.96,98267,94195,0.955714285714286
"2017-02-11",98267.1,0.96,98267,94195,0.958571428571429
"2017-02-12",98267.1,0.96,98267,94195,0.961428571428571
"2017-02-13",98426.1,0.96,98426,94195,0.961428571428571
"2017-02-14",98741.1,0.95,98741,94195,0.96
"2017-02-15",99000.1,0.95,99000,94195,0.957142857142857
"2017-02-16",99094.1,0.95,98912,94195,0.955714285714286
"2017-02-17",99046.1,0.95,98864,94195,0.954285714285714
"2017-02-18",99046.1,0.95,98864,94195,0.952857142857143
