"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2018-07-20",25000,0,0,0,0
"2018-07-21",25000,0,0,0,0
"2018-07-22",25000,0,0,0,0
"2018-07-23",25189,4.98,24826,123552,0
"2018-07-24",25189,0,0,0,0
"2018-07-25",24353,9.42,24878,234352,0
"2018-07-26",24837,4.58,24174,110800,2.71142857142857
"2018-07-27",24837,0,0,0,2.71142857142857
"2018-07-28",24837,0,0,0,2.71142857142857
"2018-07-29",24837,0,0,0,2.71142857142857
"2018-07-30",24837,0,0,0,2
"2018-07-31",23910,5.21,23722,123552,2.74428571428571
"2018-08-01",23910,0,0,0,1.39857142857143
"2018-08-02",25044,5.21,23731,123552,1.48857142857143
"2018-08-03",25044,0,0,0,1.48857142857143
"2018-08-04",25044,0,0,0,1.48857142857143
"2018-08-05",25044,0,0,0,1.48857142857143
"2018-08-06",25044,0,0,0,1.48857142857143
"2018-08-07",25044,0,0,0,0.744285714285714
"2018-08-08",25712,8.92,24849,221600,2.01857142857143
"2018-08-09",25712,0,0,0,1.27428571428571
"2018-08-10",25712,0,0,0,1.27428571428571
"2018-08-11",25712,0,0,0,1.27428571428571
"2018-08-12",25712,0,0,0,1.27428571428571
"2018-08-13",25712,0,0,0,1.27428571428571
"2018-08-14",25730,9.69,25492,247104,2.65857142857143
"2018-08-15",26731,5.43,25903,140768,2.16
"2018-08-16",26731,0,0,0,2.16
"2018-08-17",26731,0,0,0,2.16
"2018-08-18",26731,0,0,0,2.16
"2018-08-19",26731,0,0,0,2.16
"2018-08-20",27570,6.3,26381,166200,3.06
"2018-08-21",27579,4.54,27228,123552,2.32428571428571
"2018-08-22",27579,0,0,0,1.54857142857143
"2018-08-23",27559,8.62,27196,234352,2.78
"2018-08-24",28149,8.84,27948,247104,4.04285714285714
"2018-08-25",28149,0,0,0,4.04285714285714
"2018-08-26",28149,0,0,0,4.04285714285714
"2018-08-27",28157,7.23,27996,202544,4.17571428571429
"2018-08-28",28157,0,0,0,3.52714285714286
"2018-08-29",28157,0,0,0,3.52714285714286
"2018-08-30",28157,0,0,0,2.29571428571429
"2018-08-31",28157,0,0,0,1.03285714285714
"2018-09-01",28157,0,0,0,1.03285714285714
"2018-09-02",28157,0,0,0,1.03285714285714
"2018-09-03",28157,0,0,0,0
"2018-09-04",28157,0,0,0,0
"2018-09-05",28157,0,0,0,0
"2018-09-06",26975,8.92,27699,247104,1.27428571428571
"2018-09-07",26367,4.74,26041,123552,1.95142857142857
"2018-09-08",26367,4.74,26041,123552,2.62857142857143
"2018-09-09",26972,2.37,26033,61776,2.96714285714286
"2018-09-10",26981,4.64,26630,123552,3.63
"2018-09-11",26074,4.8,25723,123552,4.31571428571429
"2018-09-12",26833,4.31,25732,110800,4.93142857142857
"2018-09-13",26842,4.16,26603,110800,4.25142857142857
"2018-09-14",26842,0,0,0,3.57428571428571
"2018-09-15",26842,0,0,0,2.89714285714286
"2018-09-16",26842,0,0,0,2.55857142857143
"2018-09-17",26842,0,0,0,1.89571428571429
"2018-09-18",26842,0,0,0,1.21
"2018-09-19",26842,0,0,0,0.594285714285714
"2018-09-20",27326,4.69,26337,123552,0.67
"2018-09-21",27326,0,0,0,0.67
"2018-09-22",27326,0,0,0,0.67
"2018-09-23",27326,0,0,0,0.67
"2018-09-24",27326,0,0,0,0.67
"2018-09-25",27326,0,0,0,0.67
"2018-09-26",27326,0,0,0,0.67
"2018-09-27",27648,1.47,26829,39496,0.21
"2018-09-28",27657,4.55,27143,123552,0.86
"2018-09-29",27657,0,0,0,0.86
"2018-09-30",27657,0,0,0,0.86
"2018-10-01",27657,0,0,0,0.86
"2018-10-02",28573,4.45,27784,123552,1.49571428571429
"2018-10-03",28573,0,0,0,1.49571428571429
"2018-10-04",29215,2.2,28076,61776,1.6
"2018-10-05",29215,0,0,0,0.95
"2018-10-06",29215,0,0,0,0.95
"2018-10-07",29215,0,0,0,0.95
"2018-10-08",29215,0,0,0,0.95
"2018-10-09",29215,0,0,0,0.314285714285714
"2018-10-10",29630,3.86,28710,110800,0.865714285714286
"2018-10-11",28622,2.12,29133,61776,0.854285714285714
"2018-10-12",29214,2.2,28125,61776,1.16857142857143
"2018-10-13",29214,0,0,0,1.16857142857143
"2018-10-14",29214,0,0,0,1.16857142857143
"2018-10-15",29214,0,0,0,1.16857142857143
"2018-10-16",28927,3.9,28438,110800,1.72571428571429
"2018-10-17",29220,4.45,27756,123552,1.81
"2018-10-18",29220,0,0,0,1.50714285714286
"2018-10-19",29379,2.16,28552,61776,1.50142857142857
"2018-10-20",29379,0,0,0,1.50142857142857
"2018-10-21",29379,0,0,0,1.50142857142857
"2018-10-22",28463,2.17,28411,61776,1.81142857142857
"2018-10-23",28463,0,0,0,1.25428571428571
"2018-10-24",30097,4.45,27745,123552,1.25428571428571
"2018-10-25",30442,3.96,29602,117176,1.82
"2018-10-26",29246,2.65,29754,78992,1.89
"2018-10-27",29246,0,0,0,1.89
"2018-10-28",29246,0,0,0,1.89
"2018-10-29",30451,2.16,28586,61776,1.88857142857143
"2018-10-30",30451,0,0,0,1.88857142857143
"2018-10-31",30451,0,0,0,1.25285714285714
"2018-11-01",30455,2.07,29791,61776,0.982857142857143
"2018-11-02",31303,7.21,30726,221600,1.63428571428571
"2018-11-03",31303,0,0,0,1.63428571428571
"2018-11-04",31303,0,0,0,1.63428571428571
"2018-11-05",31303,0,0,0,1.32571428571429
"2018-11-06",31303,0,0,0,1.32571428571429
"2018-11-07",31303,0,0,0,1.32571428571429
"2018-11-08",31303,0,0,0,1.03
"2018-11-09",31303,0,0,0,0
"2018-11-10",31303,0,0,0,0
"2018-11-11",31303,0,0,0,0
"2018-11-12",31303,0,0,0,0
"2018-11-13",30037,2.07,29785,61776,0.295714285714286
"2018-11-14",30350,5.86,29461,172576,1.13285714285714
"2018-11-15",30350,0,0,0,1.13285714285714
"2018-11-16",29954,2.66,29672,78992,1.51285714285714
"2018-11-17",29954,0,0,0,1.51285714285714
"2018-11-18",29954,0,0,0,1.51285714285714
"2018-11-19",29954,0,0,0,1.51285714285714
"2018-11-20",29954,0,0,0,1.21714285714286
"2018-11-21",29954,0,0,0,0.38
"2018-11-22",29954,0,0,0,0.38
"2018-11-23",29954,0,0,0,0
"2018-11-24",29954,0,0,0,0
"2018-11-25",29954,0,0,0,0
"2018-11-26",29954,0,0,0,0
"2018-11-27",30693,5.17,29078,150296,0.738571428571429
"2018-11-28",30693,0,0,0,0.738571428571429
"2018-11-29",30693,0,0,0,0.738571428571429
"2018-11-30",30693,0,0,0,0.738571428571429
"2018-12-01",30693,0,0,0,0.738571428571429
"2018-12-02",30693,0,0,0,0.738571428571429
"2018-12-03",30693,0,0,0,0.738571428571429
"2018-12-04",31263,2.07,29870,61776,0.295714285714286
"2018-12-05",31263,0,0,0,0.295714285714286
"2018-12-06",30258,2.03,30440,61776,0.585714285714286
