"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2018-08-10",25000,0,0,0,0
"2018-08-11",25000,0,0,0,0
"2018-08-12",25000,0,0,0,0
"2018-08-13",25000,0,0,0,0
"2018-08-14",24867,3.5,24867,86976,0
"2018-08-15",25042,3.47,25042,86976,0
"2018-08-16",25042,3.47,25042,86976,1.49142857142857
"2018-08-17",25367,3.46,25134,86976,1.98571428571429
"2018-08-18",25367,3.46,25134,86976,2.48
"2018-08-19",25305,3.47,25072,86976,2.97571428571429
"2018-08-20",25644,1.25,25224,31576,3.15428571428571
"2018-08-21",25719,1.24,25486,31576,2.83142857142857
"2018-08-22",26107,1.22,25874,31576,2.51
"2018-08-23",27007,1.18,26774,31576,2.18285714285714
"2018-08-24",26794,1.19,26561,31576,1.85857142857143
"2018-08-25",26794,1.19,26561,31576,1.53428571428571
"2018-08-26",26794,1.19,26561,31576,1.20857142857143
"2018-08-27",26869,1.19,26636,31576,1.2
"2018-08-28",26857,1.19,26624,31576,1.19285714285714
"2018-08-29",27340,0,27045,0,1.01857142857143
"2018-08-30",27340,0,0,0,0.85
"2018-08-31",27340,0,0,0,0.68
"2018-09-01",27340,0,0,0,0.51
"2018-09-02",27340,0,0,0,0.34
"2018-09-03",27340,0,0,0,0.17
"2018-09-04",27340,0,0,0,0
"2018-09-05",27340,0,0,0,0
"2018-09-06",27340,0,0,0,0
"2018-09-07",27340,0,0,0,0
"2018-09-08",27340,0,0,0,0
"2018-09-09",27340,0,0,0,0
"2018-09-10",27340,0,0,0,0
"2018-09-11",27340,0,0,0,0
"2018-09-12",27340,0,0,0,0
"2018-09-13",27340,0,0,0,0
"2018-09-14",27340,0,0,0,0
"2018-09-15",27340,0,0,0,0
"2018-09-16",27340,0,0,0,0
"2018-09-17",27216,3.35,26750,89616,0.478571428571429
"2018-09-18",27512,0,27208,0,0.478571428571429
"2018-09-19",27512,0,0,0,0.478571428571429
"2018-09-20",27270,1.18,26804,31576,0.647142857142857
"2018-09-21",27395,1.17,26929,31576,0.814285714285714
"2018-09-22",27395,1.17,26929,31576,0.981428571428571
"2018-09-23",27441,0,26925,0,0.981428571428571
"2018-09-24",27437,1.17,26971,31576,0.67
"2018-09-25",27325,1.18,26859,31576,0.838571428571429
"2018-09-26",27412,1.17,26946,31576,1.00571428571429
"2018-09-27",26783,4.61,26317,121192,1.49571428571429
"2018-09-28",25958,4.75,25492,121192,2.00714285714286
"2018-09-29",25958,4.75,25492,121192,2.51857142857143
"2018-09-30",25746,4.79,25280,121192,3.20285714285714
"2018-10-01",25321,4.88,24855,121192,3.73285714285714
"2018-10-02",25608,4.82,25142,121192,4.25285714285714
"2018-10-03",23946,5.16,23480,121192,4.82285714285714
"2018-10-04",24133,5.12,23667,121192,4.89571428571429
"2018-10-05",24458,5.05,23992,121192,4.93857142857143
"2018-10-06",24458,5.05,23992,121192,4.98142857142857
"2018-10-07",24279,1.33,23813,31576,4.48714285714286
"2018-10-08",24975,4.94,24547,121192,4.49571428571429
"2018-10-09",25238,4.89,24772,121192,4.50571428571429
"2018-10-10",26596,3.51,25555,89616,4.27
"2018-10-11",26330,0,25951,0,3.53857142857143
"2018-10-12",26330,0,0,0,2.81714285714286
"2018-10-13",26330,0,0,0,2.09571428571429
"2018-10-14",26330,0,0,0,1.90571428571429
"2018-10-15",26330,0,0,0,1.2
"2018-10-16",26330,0,0,0,0.501428571428571
"2018-10-17",26330,0,0,0,0
"2018-10-18",26330,0,0,0,0
"2018-10-19",26330,0,0,0,0
"2018-10-20",26330,0,0,0,0
"2018-10-21",26330,0,0,0,0
"2018-10-22",26330,0,0,0,0
"2018-10-23",26330,0,0,0,0
"2018-10-24",26426,3.5,25627,89616,0.5
"2018-10-25",25926,3.55,25227,89616,1.00714285714286
"2018-10-26",26263,3.51,25564,89616,1.50857142857143
"2018-10-27",26263,3.51,25564,89616,2.01
"2018-10-28",26155,4.74,25556,121192,2.68714285714286
"2018-10-29",26601,0,25840,0,2.68714285714286
"2018-10-30",26601,0,0,0,2.68714285714286
"2018-10-31",26601,0,0,0,2.18714285714286
"2018-11-01",26601,0,0,0,1.68
"2018-11-02",26601,0,0,0,1.17857142857143
"2018-11-03",26601,0,0,0,0.677142857142857
"2018-11-04",26601,0,0,0,0
"2018-11-05",26601,0,0,0,0
"2018-11-06",26601,0,0,0,0
"2018-11-07",26660,2.14,25898,55400,0.305714285714286
"2018-11-08",27510,2.07,26811,55400,0.601428571428571
"2018-11-09",27637,0,26982,0,0.601428571428571
"2018-11-10",27637,0,0,0,0.601428571428571
"2018-11-11",27637,0,0,0,0.601428571428571
