"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2017-01-24",50000,0,0,0,0
"2017-01-25",50000,0,0,0,0
"2017-01-26",50056.24,4.43,49766,220488,0
"2017-01-27",50056.24,0,0,0,0
"2017-01-28",50056.24,0,0,0,0
"2017-01-29",50056.24,0,0,0,0
"2017-01-30",50056.24,0,0,0,0.632857142857143
"2017-01-31",50056.24,0,0,0,0.632857142857143
"2017-02-01",50056.24,0,0,0,0.632857142857143
"2017-02-02",49424.26,1.09,49424,54000,0.155714285714286
"2017-02-03",49617.28,0,49424,0,0.155714285714286
"2017-02-04",49617.28,0,0,0,0.155714285714286
"2017-02-05",49617.28,0,0,0,0.155714285714286
"2017-02-06",49617.28,0,0,0,0.155714285714286
"2017-02-07",49617.28,0,0,0,0.155714285714286
"2017-02-08",49617.28,0,0,0,0.155714285714286
"2017-02-09",48088.42,2.4,49386,118488,0.342857142857143
"2017-02-10",48031.44,0,47799,0,0.342857142857143
"2017-02-11",48031.44,0,0,0,0.342857142857143
"2017-02-12",48031.44,0,0,0,0.342857142857143
"2017-02-13",48113.72,3.61,47752,172488,0.858571428571429
"2017-02-14",48113.72,0,0,0,0.858571428571429
"2017-02-15",48113.72,0,0,0,0.858571428571429
"2017-02-16",48072.88,3.6,47901,172488,1.03
"2017-02-17",48047.04,3.61,47835,172488,1.54571428571429
"2017-02-18",48047.04,0,0,0,1.54571428571429
"2017-02-19",48047.04,0,0,0,1.54571428571429
"2017-02-20",47961.2,2.48,47865,118488,1.38428571428571
"2017-02-21",47877.44,2.48,47695,118488,1.73857142857143
"2017-02-22",47896.6,2.49,47640,118488,2.09428571428571
"2017-02-23",47974.72,2.49,47673,118488,1.93571428571429
"2017-02-24",47974.72,0,0,0,1.42
"2017-02-25",47974.72,0,0,0,1.42
"2017-02-26",47974.72,0,0,0,1.42
"2017-02-27",48688.88,3.61,47737,172488,1.58142857142857
"2017-02-28",48688.88,0,0,0,1.22714285714286
"2017-03-01",48551.16,2.45,48339,118488,1.22142857142857
"2017-03-02",48509.28,2.45,48327,118488,1.21571428571429
"2017-03-03",48509.28,0,0,0,1.21571428571429
"2017-03-04",48509.28,0,0,0,1.21571428571429
"2017-03-05",48509.28,0,0,0,1.21571428571429
"2017-03-06",48792.7,3.57,48381,172488,1.21
"2017-03-07",48666.76,1.67,48515,81000,1.44857142857143
"2017-03-08",48825.92,3.56,48429,172488,1.60714285714286
"2017-03-09",48814.04,2.44,48602,118488,1.60571428571429
"2017-03-10",48300.08,1.67,48436,81000,1.84428571428571
"2017-03-11",48300.08,0,0,0,1.84428571428571
"2017-03-12",48300.08,0,0,0,1.84428571428571
"2017-03-13",48622.16,1.69,47908,81000,1.57571428571429
"2017-03-14",48996.32,3.58,48232,172488,1.84857142857143
"2017-03-15",48996.32,0,0,0,1.34
"2017-03-16",48992.36,1.67,48618,81000,1.23
"2017-03-17",49307.56,3.54,48709,172488,1.49714285714286
"2017-03-18",49307.56,0,0,0,1.49714285714286
"2017-03-19",49307.56,0,0,0,1.49714285714286
"2017-03-20",49307.56,0,0,0,1.25571428571429
"2017-03-21",49505.68,2.42,48902,118488,1.09
"2017-03-22",49684.84,3.51,49086,172488,1.59142857142857
"2017-03-23",49822.96,2.4,49279,118488,1.69571428571429
"2017-03-24",49451.08,2.4,49417,118488,1.53285714285714
"2017-03-25",49451.08,0,0,0,1.53285714285714
"2017-03-26",49451.08,0,0,0,1.53285714285714
"2017-03-27",49451.08,0,0,0,1.53285714285714
"2017-03-28",49451.08,0,0,0,1.18714285714286
"2017-03-29",49451.08,0,0,0,0.685714285714286
"2017-03-30",49451.08,0,0,0,0.342857142857143
"2017-03-31",49709.2,2.42,49045,118488,0.345714285714286
"2017-04-01",49709.2,0,0,0,0.345714285714286
"2017-04-02",49709.2,0,0,0,0.345714285714286
"2017-04-03",49709.2,0,0,0,0.345714285714286
"2017-04-04",49709.2,0,0,0,0.345714285714286
"2017-04-05",49925.24,1.64,49331,81000,0.58
"2017-04-06",49925.24,0,0,0,0.58
"2017-04-07",49925.24,0,0,0,0.234285714285714
"2017-04-08",49925.24,0,0,0,0.234285714285714
"2017-04-09",49925.24,0,0,0,0.234285714285714
"2017-04-10",50033.36,2.4,49379,118488,0.577142857142857
"2017-04-11",50033.36,0,0,0,0.577142857142857
"2017-04-12",49809.4,1.64,49473,81000,0.577142857142857
"2017-04-13",49809.4,0,0,0,0.577142857142857
"2017-04-14",49809.4,0,0,0,0.577142857142857
"2017-04-15",49809.4,0,0,0,0.577142857142857
"2017-04-16",49809.4,0,0,0,0.577142857142857
"2017-04-17",49809.4,0,0,0,0.234285714285714
"2017-04-18",50263.56,2.4,49448,118488,0.577142857142857
"2017-04-19",50263.56,0,0,0,0.342857142857143
"2017-04-20",50659.6,1.63,49704,81000,0.575714285714286
"2017-04-21",50071.68,1.62,50086,81000,0.807142857142857
"2017-04-22",50071.68,0,0,0,0.807142857142857
"2017-04-23",50071.68,0,0,0,0.807142857142857
"2017-04-24",50029.8,2.39,49484,118488,1.14857142857143
"2017-04-25",50137.92,2.4,49442,118488,1.14857142857143
"2017-04-26",50303.96,1.63,49578,81000,1.38142857142857
"2017-04-27",50319.16,3.47,49688,172488,1.64428571428571
"2017-04-28",50633.32,2.37,49997,118488,1.75142857142857
"2017-04-29",50633.32,0,0,0,1.75142857142857
"2017-04-30",50633.32,0,0,0,1.75142857142857
"2017-05-01",50741.44,2.37,50045,118488,1.74857142857143
"2017-05-02",50741.44,0,0,0,1.40571428571429
"2017-05-03",50133.72,4.17,50388,210104,1.76857142857143
"2017-05-04",50133.72,0,0,0,1.27285714285714
"2017-05-05",50107.88,2.39,49562,118488,1.27571428571429
"2017-05-06",50107.88,0,0,0,1.27571428571429
"2017-05-07",50107.88,0,0,0,1.27571428571429
"2017-05-08",50511.88,5.91,49206,290976,1.78142857142857
"2017-05-09",50448.88,2.4,49361,118488,2.12428571428571
"2017-05-10",50613.88,2.38,49736,118488,1.86857142857143
"2017-05-11",50935.88,2.38,49718,118488,2.20857142857143
"2017-05-12",51443.88,2.34,50566,118488,2.20142857142857
"2017-05-13",51443.88,0,0,0,2.20142857142857
"2017-05-14",51443.88,0,0,0,2.20142857142857
"2017-05-15",51574.88,3.78,50651,191296,1.89714285714286
"2017-05-16",51948.88,3.72,50164,186528,2.08571428571429
"2017-05-17",52075.88,0.37,51213,18808,1.79857142857143
"2017-05-18",52171.88,5,51159,255784,2.17285714285714
"2017-05-19",52143.88,2.31,51296,118488,2.16857142857143
"2017-05-20",52143.88,0,0,0,2.16857142857143
"2017-05-21",52143.88,0,0,0,2.16857142857143
"2017-05-22",52383.88,5.39,51286,276472,2.39857142857143
"2017-05-23",52165.88,2.66,51563,137296,2.24714285714286
"2017-05-24",52926.88,1.32,51460,68040,2.38285714285714
"2017-05-25",53025.88,4.15,52113,216288,2.26142857142857
"2017-05-26",52991.88,2.27,52274,118488,2.25571428571429
"2017-05-27",52991.88,0,0,0,2.25571428571429
"2017-05-28",52991.88,0,0,0,2.25571428571429
"2017-05-29",52991.88,0,0,0,1.48571428571429
"2017-05-30",53013.88,1.3,52236,68040,1.29142857142857
"2017-05-31",51271.88,3.91,50544,197480,1.66142857142857
"2017-06-01",50036.88,5.67,51294,290976,1.87857142857143
"2017-06-02",49014.88,2.42,48882,118488,1.9
"2017-06-03",49014.88,1.41,48287,68040,2.10142857142857
"2017-06-04",49014.88,1.41,48287,68040,2.30285714285714
"2017-06-05",49016.88,2.82,48289,136080,2.70571428571429
"2017-06-06",49399.88,1.65,49232,81000,2.75571428571429
"2017-06-07",49059.88,1.77,48995,86848,2.45
"2017-06-08",49419.88,2.47,47940,118488,1.99285714285714
"2017-06-09",49401.88,0.81,48502,39496,1.76285714285714
"2017-06-10",49401.88,0,0,0,1.56142857142857
"2017-06-11",49401.88,0,0,0,1.36
"2017-06-12",49401.88,0,0,0,0.957142857142857
"2017-06-13",50059.88,6.37,48625,309784,1.63142857142857
"2017-06-14",50288.88,1.48,49094,72808,1.59
"2017-06-15",50355.88,1.09,49371,54000,1.39285714285714
"2017-06-16",50476.88,3.5,49342,172488,1.77714285714286
"2017-06-17",50476.88,0,0,0,1.77714285714286
"2017-06-18",50476.88,0,0,0,1.77714285714286
"2017-06-19",50476.88,0,0,0,1.77714285714286
"2017-06-20",50571.88,3.49,49367,172488,1.36571428571429
"2017-06-21",51559.88,1.37,49638,68040,1.35
"2017-06-22",51559.88,0,0,0,1.19428571428571
"2017-06-23",52021.88,2.32,51052,118488,1.02571428571429
"2017-06-24",52021.88,0,0,0,1.02571428571429
"2017-06-25",52021.88,0,0,0,1.02571428571429
"2017-06-26",52772.88,1.59,51088,81000,1.25285714285714
"2017-06-27",52332.88,4.58,51783,236976,1.40857142857143
"2017-06-28",51793.88,3.4,50679,172488,1.69857142857143
"2017-06-29",52099.88,2.33,50860,118488,2.03142857142857
"2017-06-30",52099.88,0,0,0,1.7
"2017-07-01",52099.88,0,0,0,1.7
"2017-07-02",52099.88,0,0,0,1.7
"2017-07-03",52099.88,0,0,0,1.47285714285714
"2017-07-04",52099.88,0,0,0,0.818571428571429
"2017-07-05",52191.88,0.37,51182,18808,0.385714285714286
"2017-07-06",52191.88,0,0,0,0.0528571428571429
