"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2019-05-19",75000,0,0,0,0
"2019-05-20",75000,0,0,0,0
"2019-05-21",75284.5,2.25,74890,168165,0
"2019-05-22",74535.5,2.26,74428,168165,0
"2019-05-23",72666,0,74425,0,0
"2019-05-24",72666,0,0,0,0
"2019-05-25",72666,0,0,0,0.644285714285714
"2019-05-26",72666,0,0,0,0.644285714285714
"2019-05-27",72666,0,0,0,0.644285714285714
"2019-05-28",72666,0,0,0,0.322857142857143
"2019-05-29",72666,0,0,0,0
"2019-05-30",72666,0,0,0,0
"2019-05-31",72666,0,0,0,0
"2019-06-01",72666,0,0,0,0
"2019-06-02",72666,0,0,0,0
"2019-06-03",72666,0,0,0,0
"2019-06-04",75314.5,2.23,72556,161780,0.318571428571429
"2019-06-05",76545.5,2.12,76438,161780,0.621428571428571
"2019-06-06",77846.5,2.08,77739,161780,0.918571428571429
"2019-06-07",81143.5,2,81036,161780,1.20428571428571
"2019-06-08",81143.5,2,81036,161780,1.49
"2019-06-09",81143.5,2,81036,161780,1.77571428571429
"2019-06-10",83188.5,1.95,83081,161780,2.05428571428571
"2019-06-11",83506.5,1.94,83399,161780,2.01285714285714
"2019-06-12",82493.5,1.96,82386,161780,1.99
"2019-06-13",83546.5,1.94,83439,161780,1.97
"2019-06-14",82632.5,1.96,82525,161780,1.96428571428571
"2019-06-15",82632.5,1.96,82525,161780,1.95857142857143
"2019-06-16",82632.5,1.96,82525,161780,1.95285714285714
"2019-06-17",83784.5,1.93,83677,161780,1.95
"2019-06-18",86465.5,1.87,86358,161780,1.94
"2019-06-19",87160.5,1.86,86945,161780,1.92571428571429
"2019-06-20",88898.5,1.82,88683,161780,1.90857142857143
"2019-06-21",88660.5,1.83,88445,161780,1.89
"2019-06-22",88660.5,1.83,88445,161780,1.87142857142857
"2019-06-23",88660.5,1.83,88445,161780,1.85285714285714
"2019-06-24",88630.5,1.83,88415,161780,1.83857142857143
"2019-06-25",85234.5,1.9,85019,161780,1.84285714285714
"2019-06-26",86068.5,1.88,85853,161780,1.84571428571429
"2019-06-27",86823.5,1.87,86608,161780,1.85285714285714
"2019-06-28",87111.5,1.86,86896,161780,1.85714285714286
"2019-06-29",87111.5,1.86,86896,161780,1.86142857142857
"2019-06-30",87111.5,1.86,86896,161780,1.86571428571429
"2019-07-01",89583.5,1.81,89368,161780,1.86285714285714
"2019-07-02",90419.5,1.79,90204,161780,1.84714285714286
"2019-07-03",91819.5,1.77,91604,161780,1.83142857142857
"2019-07-04",91819.5,1.77,91604,161780,1.81714285714286
"2019-07-05",91491.5,1.77,91276,161780,1.80428571428571
"2019-07-06",91491.5,1.77,91276,161780,1.79142857142857
"2019-07-07",91491.5,1.77,91276,161780,1.77857142857143
"2019-07-08",90178,0,91273,0,1.52
"2019-07-09",90178,0,0,0,1.26428571428571
"2019-07-10",90178,0,0,0,1.01142857142857
"2019-07-11",90178,0,0,0,0.758571428571429
"2019-07-12",90178,0,0,0,0.505714285714286
"2019-07-13",90178,0,0,0,0.252857142857143
"2019-07-14",90178,0,0,0,0
"2019-07-15",90178,0,0,0,0
"2019-07-16",90178,0,0,0,0
"2019-07-17",90178,0,0,0,0
"2019-07-18",90178,0,0,0,0
"2019-07-19",90178,0,0,0,0
"2019-07-20",90178,0,0,0,0
"2019-07-21",90178,0,0,0,0
"2019-07-22",90178,0,0,0,0
"2019-07-23",90281.5,2.19,89852,196539,0.312857142857143
"2019-07-24",91646.5,2.15,91323,196539,0.62
"2019-07-25",90937,0,91320,0,0.62
"2019-07-26",90937,0,0,0,0.62
"2019-07-27",90937,0,0,0,0.62
"2019-07-28",90937,0,0,0,0.62
"2019-07-29",90937,0,0,0,0.62
"2019-07-30",90937,0,0,0,0.307142857142857
"2019-07-31",90937,0,0,0,0
"2019-08-01",89311,2.19,90608,198222,0.312857142857143
"2019-08-02",89311,0,0,0,0.312857142857143
"2019-08-03",89311,0,0,0,0.312857142857143
"2019-08-04",89311,0,0,0,0.312857142857143
"2019-08-05",89311,0,0,0,0.312857142857143
"2019-08-06",89311,0,0,0,0.312857142857143
"2019-08-07",89311,0,0,0,0.312857142857143
"2019-08-08",89311,0,0,0,0
"2019-08-09",87698,2.21,88982,196301,0.315714285714286
"2019-08-10",87698,0,0,0,0.315714285714286
"2019-08-11",87698,0,0,0,0.315714285714286
"2019-08-12",87698,0,0,0,0.315714285714286
"2019-08-13",87698,0,0,0,0.315714285714286
"2019-08-14",87698,0,0,0,0.315714285714286
"2019-08-15",87698,0,0,0,0.315714285714286
"2019-08-16",87698,0,0,0,0
"2019-08-17",87698,0,0,0,0
"2019-08-18",87698,0,0,0,0
"2019-08-19",87698,0,0,0,0
"2019-08-20",86702.5,2.21,86271,191053,0.315714285714286
"2019-08-21",88340.5,2.17,87909,191053,0.625714285714286
"2019-08-22",86207,0,87906,0,0.625714285714286
"2019-08-23",86207,0,0,0,0.625714285714286
"2019-08-24",86207,0,0,0,0.625714285714286
"2019-08-25",86207,0,0,0,0.625714285714286
"2019-08-26",86207,0,0,0,0.625714285714286
"2019-08-27",84713,2.23,85770,191102,0.628571428571429
"2019-08-28",84713,0,0,0,0.318571428571429
"2019-08-29",85200.5,2.25,84279,189975,0.64
"2019-08-30",84771.5,2.25,84340,189975,0.961428571428571
"2019-08-31",84771.5,2.25,84340,189975,1.28285714285714
"2019-09-01",84771.5,2.25,84340,189975,1.60428571428571
"2019-09-02",84771.5,2.25,84340,189975,1.92571428571429
"2019-09-03",83155,0,84337,0,1.60714285714286
"2019-09-04",83155,0,0,0,1.60714285714286
"2019-09-05",83155,0,0,0,1.28571428571429
"2019-09-06",83155,0,0,0,0.964285714285714
"2019-09-07",83155,0,0,0,0.642857142857143
"2019-09-08",83155,0,0,0,0.321428571428571
"2019-09-09",83155,0,0,0,0
"2019-09-10",83155,0,0,0,0
"2019-09-11",83155,0,0,0,0
"2019-09-12",83155,0,0,0,0
"2019-09-13",83155,0,0,0,0
"2019-09-14",83155,0,0,0,0
"2019-09-15",83155,0,0,0,0
"2019-09-16",83155,0,0,0,0
"2019-09-17",83155,0,0,0,0
"2019-09-18",83155,0,0,0,0
"2019-09-19",83155,0,0,0,0
"2019-09-20",83155,0,0,0,0
"2019-09-21",83155,0,0,0,0
"2019-09-22",83155,0,0,0,0
"2019-09-23",83155,0,0,0,0
"2019-09-24",81746,2.21,82610,182236,0.315714285714286
"2019-09-25",81746,0,0,0,0.315714285714286
"2019-09-26",81746,0,0,0,0.315714285714286
"2019-09-27",81746,0,0,0,0.315714285714286
"2019-09-28",81746,0,0,0,0.315714285714286
"2019-09-29",81746,0,0,0,0.315714285714286
"2019-09-30",81746,0,0,0,0.315714285714286
"2019-10-01",80288,2.19,81201,177645,0.312857142857143
"2019-10-02",80288,0,0,0,0.312857142857143
"2019-10-03",80288,0,0,0,0.312857142857143
"2019-10-04",80288,0,0,0,0.312857142857143
"2019-10-05",80288,0,0,0,0.312857142857143
"2019-10-06",80288,0,0,0,0.312857142857143
"2019-10-07",80288,0,0,0,0.312857142857143
"2019-10-08",80288,0,0,0,0
"2019-10-09",80288,0,0,0,0
"2019-10-10",80288,0,0,0,0
"2019-10-11",80288,0,0,0,0
"2019-10-12",80288,0,0,0,0
"2019-10-13",80288,0,0,0,0
"2019-10-14",80288,0,0,0,0
"2019-10-15",80288,0,0,0,0
"2019-10-16",80288,0,0,0,0
"2019-10-17",80288,0,0,0,0
"2019-10-18",80288,0,0,0,0
"2019-10-19",80288,0,0,0,0
"2019-10-20",80288,0,0,0,0
"2019-10-21",80288,0,0,0,0
"2019-10-22",80288,0,0,0,0
"2019-10-23",80288,0,0,0,0
"2019-10-24",80374.5,1.35,79638,107139,0.192857142857143
"2019-10-25",81202.5,1.33,80555,107139,0.382857142857143
"2019-10-26",81202.5,1.33,80555,107139,0.572857142857143
"2019-10-27",81202.5,1.33,80555,107139,0.762857142857143
"2019-10-28",82303.5,1.31,81656,107139,0.95
"2019-10-29",81470.5,1.33,80823,107139,1.14
"2019-10-30",81316,0,80820,0,1.14
"2019-10-31",81316,0,0,0,0.947142857142857
"2019-11-01",81316,0,0,0,0.757142857142857
"2019-11-02",81316,0,0,0,0.567142857142857
"2019-11-03",81316,0,0,0,0.377142857142857
"2019-11-04",81316,0,0,0,0.19
"2019-11-05",81316,0,0,0,0
"2019-11-06",81316,0,0,0,0
"2019-11-07",81316,0,0,0,0
"2019-11-08",81316,0,0,0,0
"2019-11-09",81316,0,0,0,0
"2019-11-10",81316,0,0,0,0
"2019-11-11",81316,0,0,0,0
"2019-11-12",81316,0,0,0,0
"2019-11-13",81316,0,0,0,0
"2019-11-14",81316,0,0,0,0
"2019-11-15",81316,0,0,0,0
"2019-11-16",81316,0,0,0,0
"2019-11-17",81316,0,0,0,0
"2019-11-18",81316,0,0,0,0
"2019-11-19",81316,0,0,0,0
"2019-11-20",81316,0,0,0,0
"2019-11-21",81316,0,0,0,0
"2019-11-22",81316,0,0,0,0
"2019-11-23",81316,0,0,0,0
"2019-11-24",81316,0,0,0,0
"2019-11-25",81932.07,1.36,80555,109604,0.194285714285714
"2019-11-26",82139.07,1.35,81383,109604,0.387142857142857
"2019-11-27",82908.07,1.33,82152,109604,0.577142857142857
"2019-11-28",82908.07,1.33,82152,109604,0.767142857142857
"2019-11-29",82375.07,1.34,81619,109604,0.958571428571429
"2019-11-30",82375.07,1.34,81619,109604,1.15
"2019-12-01",82375.07,1.34,81619,109604,1.34142857142857
"2019-12-02",82119.14,0,81614,0,1.14714285714286
"2019-12-03",82119.14,0,0,0,0.954285714285714
"2019-12-04",82298.14,1.38,81358,112496,0.961428571428571
"2019-12-05",82298.14,0,0,0,0.771428571428571
"2019-12-06",82631.64,1.41,81540,114638,0.781428571428571
"2019-12-07",82631.64,1.4,81876,114638,0.79
"2019-12-08",82631.64,1.4,81876,114638,0.798571428571428
"2019-12-09",82147.64,1.41,81392,114638,1
"2019-12-10",81925.14,0,81389,0,1
"2019-12-11",81925.14,0,0,0,0.802857142857143
"2019-12-12",82177.2,1.39,81164,112909,1.00142857142857
"2019-12-13",82518.2,1.38,81762,112909,0.997142857142857
"2019-12-14",82518.2,1.38,81762,112909,0.994285714285714
"2019-12-15",82518.2,1.38,81762,112909,0.991428571428571
"2019-12-16",83610.2,1.36,82746,112909,0.984285714285714
"2019-12-17",83674.2,1.36,82810,112909,1.17857142857143
"2019-12-18",83758.2,1.36,82894,112909,1.37285714285714
"2019-12-19",84529.2,1.35,83665,112909,1.36714285714286
"2019-12-20",85018.2,1.34,84154,112909,1.36142857142857
"2019-12-21",85018.2,1.34,84154,112909,1.35571428571429
"2019-12-22",85018.2,1.34,84154,112909,1.35
"2019-12-23",85290.2,1.34,84426,112909,1.34714285714286
"2019-12-24",85250.2,1.34,84386,112909,1.34428571428571
"2019-12-25",85250.2,1.34,84386,112909,1.34142857142857
"2019-12-26",86386.2,1.32,85522,112909,1.33714285714286
"2019-12-27",86238.2,1.32,85374,112909,1.33428571428571
"2019-12-28",86238.2,1.32,85374,112909,1.33142857142857
"2019-12-29",86238.2,1.32,85374,112909,1.32857142857143
"2019-12-30",85418.2,1.34,84554,112909,1.32857142857143
"2019-12-31",85680.2,1.33,84816,112909,1.32714285714286
"2020-01-01",85680.2,1.33,84816,112909,1.32571428571429
"2020-01-02",87680.2,1.3,86816,112909,1.32285714285714
"2020-01-03",86579.2,1.32,85715,112909,1.32285714285714
"2020-01-04",86579.2,1.32,85715,112909,1.32285714285714
"2020-01-05",86579.2,1.32,85715,112909,1.32285714285714
"2020-01-06",87305.2,1.31,86441,112909,1.31857142857143
"2020-01-07",87275.2,NA,NA,NA,0
"2020-01-08",87255.26,NA,NA,NA,0
