"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2018-12-31",255378,3.71,249790,926640,0
"2019-01-01",255378,0,0,0,0
"2019-01-02",257268,3.63,254942,926640,0
"2019-01-03",253878,2.95,251565,741312,0
"2019-01-04",240468,6.19,239417,1482624,0
"2019-01-05",240468,0,0,0,0
"2019-01-06",240468,0,0,0,2.35428571428571
"2019-01-07",220094,10.25,225056,2307200,3.28857142857143
"2019-01-08",220094,0,0,0,3.28857142857143
"2019-01-09",220094,0,0,0,2.77
"2019-01-10",219158,7.43,218020,1620000,3.41
"2019-01-11",220572,29.96,216264,6480000,6.80571428571429
"2019-01-12",220572,0,0,0,6.80571428571429
"2019-01-13",220572,0,0,0,6.80571428571429
"2019-01-14",228530,0.06,217253,12174,5.35
"2019-01-15",228530,0,0,0,5.35
"2019-01-16",228530,0,0,0,5.35
"2019-01-17",228530,0,0,0,4.28857142857143
"2019-01-18",179140,108.69,179102,19466440,15.5357142857143
"2019-01-19",179140,108.69,179102,19466440,31.0628571428571
"2019-01-20",179140,108.69,179102,19466440,46.59
"2019-01-21",164340,118.48,164302,19466440,63.5071428571429
"2019-01-22",243224,0,164302,0,63.5071428571429
"2019-01-23",243224,0,0,0,63.5071428571429
"2019-01-24",243224,0,0,0,63.5071428571429
"2019-01-25",212252,45.07,208494,9396000,54.4185714285714
"2019-01-26",212252,0,0,0,38.8914285714286
"2019-01-27",212252,0,0,0,23.3642857142857
"2019-01-28",231192,15.71,226254,3554880,8.68285714285714
"2019-01-29",252932,27.88,212494,5924800,12.6657142857143
"2019-01-30",252932,0,0,0,12.6657142857143
"2019-01-31",252932,0,0,0,12.6657142857143
"2019-02-01",252932,0,0,0,6.22714285714286
"2019-02-02",252932,0,0,0,6.22714285714286
"2019-02-03",252932,0,0,0,6.22714285714286
"2019-02-04",252932,0,0,0,3.98285714285714
"2019-02-05",252932,0,0,0,0
"2019-02-06",252932,0,0,0,0
"2019-02-07",252932,0,0,0,0
"2019-02-08",252932,0,0,0,0
"2019-02-09",252932,0,0,0,0
"2019-02-10",252932,0,0,0,0
"2019-02-11",252932,0,0,0,0
"2019-02-12",252932,0,0,0,0
