"Index","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime","Lvrg_SMA7"
"2016-03-01",25042.08,1.58,24972,39496,0
"2016-03-02",25042.08,0,0,0,0
"2016-03-03",25228.12,1.58,25028,39496,0
"2016-03-04",25228.12,0,0,0,0
"2016-03-05",25228.12,0,0,0,0
"2016-03-06",25228.12,0,0,0,0
"2016-03-07",25334.16,1.57,25214,39496,0.675714285714286
"2016-03-08",25550.2,1.56,25320,39496,0.672857142857143
"2016-03-09",25550.2,0,0,0,0.672857142857143
"2016-03-10",26118.32,1.56,25335,39496,0.67
"2016-03-11",22380.4,3.57,22097,78992,1.18
"2016-03-12",22380.4,3.57,22097,78992,1.69
"2016-03-13",22483.42,5.23,22670,118488,2.43714285714286
"2016-03-14",18442.48,3.41,23139,78992,2.7
"2016-03-15",18442.48,0,0,0,2.47714285714286
"2016-03-16",18442.48,0,0,0,2.47714285714286
"2016-03-17",18418.52,2.18,18146,39496,2.56571428571429
"2016-03-18",18418.52,0,0,0,2.05571428571429
"2016-03-19",18418.52,0,0,0,1.54571428571429
"2016-03-20",18418.52,0,0,0,0.798571428571429
"2016-03-21",18418.52,0,0,0,0.311428571428571
"2016-03-22",17323.62,4.37,18091,78992,0.935714285714286
"2016-03-23",14772.68,4.9,16110,78992,1.63571428571429
"2016-03-24",15464.76,2.73,14462,39496,1.71428571428571
"2016-03-25",15464.76,0,0,0,1.71428571428571
"2016-03-26",15464.76,0,0,0,1.71428571428571
"2016-03-27",15464.76,0,0,0,1.71428571428571
"2016-03-28",15464.76,0,0,0,1.71428571428571
"2016-03-29",16272.88,2.61,15140,39496,1.46285714285714
"2016-03-30",16938.92,2.47,15976,39496,1.11571428571429
"2016-03-31",17024.96,2.37,16656,39496,1.06428571428571
"2016-04-01",17191,2.36,16742,39496,1.40142857142857
"2016-04-02",17191,0,0,0,1.40142857142857
"2016-04-03",17191,0,0,0,1.40142857142857
"2016-04-04",17191,0,0,0,1.40142857142857
"2016-04-05",17191,0,0,0,1.02857142857143
