date,Equity,ReturnDaily,Abs(ReturnDaily),C2LeverageWght,RetDivLev,RetDivLevRoll180,LevSMA7,RetDivLevSMA7,RetDivLevSMA7_180,DB_LeverageWght180,DB_LeverageWghtSMA7180
2020-08-17,69764.28,0.001332684,0.001332684,0.18,0.74038,0.91874663,0.142857143,0.9328788,1.204865751,0.918747,1.204866
2020-08-18,70045.98,0.004037883,0.004037883,0.36,1.121634166,0.906981393,0.145714286,2.771096174,1.204955262,0.906981,1.204955
2020-08-19,69975.98,-0.000999344,0.000999344,0.36,0.277595437,0.90852359,0.168571429,0.592830934,1.208248767,0.908524,1.208249
2020-08-20,70228.78,0.003612668,0.003612668,0.29,1.245747666,0.91544441,0.2,1.806334116,1.218283957,0.915444,1.218284
2020-08-21,70231.78,4.27175E-05,4.27175E-05,0.29,0.014730183,0.915526244,0.231428571,0.018458192,1.218386502,0.915526,1.218387
2020-08-22,70231.78,0,0,0.29,0,0.915526244,0.262857143,0,1.218386502,0.915526,1.218387
2020-08-23,70231.78,0,0,0.29,0,0.915526244,0.294285714,0,1.218386502,0.915526,1.218387
2020-08-24,70041.16,-0.002714156,0.002714156,0.51,0.532187431,0.918482841,0.341428571,0.794941058,1.222802842,0.918483,1.222803
2020-08-25,70265.71,0.003205972,0.003205972,0.62,0.517092263,0.921355576,0.378571429,0.846860537,1.227507622,0.921356,1.227508
2020-08-26,70837.71,0.008140528,0.008140528,0.61,1.334512834,0.928769536,0.414285714,1.964955104,1.23842404,0.92877,1.238424
2020-08-27,70358.69,-0.006762217,0.006762217,0.75,0.901628996,0.933778586,0.48,1.408795306,1.24625068,0.933779,1.246251
2020-08-28,70469.69,0.00157763,0.00157763,0.68,0.232004453,0.9350675,0.535714286,0.294490986,1.247886741,0.935068,1.247887
2020-08-29,70469.69,0,0,0.68,0,0.9350675,0.591428571,0,1.247886741,0.935068,1.247887
2020-08-30,70469.69,0,0,0.68,0,0.9350675,0.647142857,0,1.247886741,0.935068,1.247887
