"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2020-03-23",36000,0,0,0
"2020-03-24",36000,0,0,0
"2020-03-25",36978.96,1.38,36935,50913
"2020-03-26",37467.36,1.19,36691,43517
"2020-03-27",37676.1,2.44,37305,91071
"2020-03-28",37676.1,0.23,37518,8456
"2020-03-29",37606.1,0.23,37448,8456
"2020-03-30",37490.06,1.75,37343,65169
"2020-03-31",37412.37,1,37145,37256
"2020-04-01",37476.15,1.3,37207,48344
"2020-04-02",37166.32,1.27,37005,46852
"2020-04-03",36765.4,1.29,36770,47295
"2020-04-04",36765.4,0.23,36607,8456
"2020-04-05",36820.4,0.23,36662,8456
"2020-04-06",37944.25,1.07,36658,39168
"2020-04-07",39199.19,0.59,37776,22207
"2020-04-08",40149.13,0.47,39516,18736
"2020-04-09",41382.09,0.85,41020,35055
"2020-04-10",41387.09,0.19,41229,7972
"2020-04-11",41387.09,0.19,41229,7972
"2020-04-12",41396.41,0.39,41240,16232
"2020-04-13",41497.06,1.72,41152,70664
"2020-04-14",42210.96,1.11,42389,47094
"2020-04-15",42344.1,0.23,42053,9720
"2020-04-16",42532.68,1.39,42110,58565
"2020-04-17",42308.76,0.48,42277,20290
"2020-04-18",42308.76,0.24,42151,9965
"2020-04-19",42276.76,0.24,42119,9965
"2020-04-20",43403.83,0.47,42119,19685
"2020-04-21",43880.63,0.5,43387,21895
"2020-04-22",44635.42,0.78,44461,34870
"2020-04-23",45825.21,0.68,44335,30010
"2020-04-24",47535.42,1.46,45476,66182
"2020-04-25",47535.42,0.21,47219,9965
"2020-04-26",47536.47,0.11,47211,4982
"2020-04-27",47259.18,0.42,47195,19685
"2020-04-28",47658.48,0.42,46943,19685
"2020-04-29",47646.22,0.21,47341,9965
"2020-04-30",47842.96,0.21,47350,9965
"2020-05-01",48759.35,1.23,47967,59170
"2020-05-02",48759.35,0.2,48443,9842
"2020-05-03",48861.35,0.2,48545,9842
"2020-05-04",48839.58,0.41,48525,19685
"2020-05-05",48878.87,0.82,48498,39974
"2020-05-06",48475.94,1.22,48402,58817
"2020-05-07",48522.13,0.52,48173,24847
"2020-05-08",48460.87,0.22,48163,10570
"2020-05-09",48460.87,0.22,48145,10570
"2020-05-10",48492.17,0.42,48153,20290
"2020-05-11",48374.54,0,48064,0
"2020-05-12",48402.19,1.34,47999,64454
"2020-05-13",48544.41,0.3,48100,14580
"2020-05-14",48794.56,0,48470,0
"2020-05-15",48673.64,0.5,48538,24300
"2020-05-16",48673.64,0,0,0
"2020-05-17",48611.16,0.28,48298,13536
"2020-05-18",48829.14,0.36,48282,17352
"2020-05-19",48981,1.18,48442,57348
"2020-05-20",49062.97,0.62,48660,30010
"2020-05-21",49235.26,0.59,48749,28663
"2020-05-22",49235.26,0,0,0
"2020-05-23",49235.26,0,0,0
"2020-05-24",49235.26,0,0,0
"2020-05-25",49265.63,0.2,48761,9965
"2020-05-26",49362.63,0.2,48889,9965
"2020-05-27",49530.36,0.2,49022,9965
"2020-05-28",49602.25,0.2,49031,9842
"2020-05-29",49658.25,0.2,49184,9965
"2020-05-30",49658.25,0.2,49184,9965
"2020-05-31",49713.62,0,49200,0
"2020-06-01",49850.4,0.49,49235,24300
"2020-06-02",49962.86,0.49,49372,24300
"2020-06-03",49975.86,0.1,49502,4982
"2020-06-04",50281.68,1.08,49471,53532
"2020-06-05",50329.58,0.2,49806,9965
"2020-06-06",50329.58,0,0,0
"2020-06-07",50329.58,0,0,0
"2020-06-08",50501.24,0.7,49875,34870
"2020-06-09",50501.24,0,0,0
"2020-06-10",50490.24,0.41,50024,20290
"2020-06-11",50487.98,0.21,50016,10570
"2020-06-12",50532.18,0.19,50007,9720
"2020-06-13",50532.18,0,0,0
"2020-06-14",50541.55,0.21,50058,10570
"2020-06-15",51166.85,0.66,50043,33250
"2020-06-16",50994.1,0.98,49460,48600
"2020-06-17",51214.4,0.19,50518,9720
"2020-06-18",50582.28,1.04,50686,52891
"2020-06-19",50796.82,0.58,50089,29160
"2020-06-20",50796.82,0,0,0
"2020-06-21",50796.82,0,0,0
"2020-06-22",50649.44,0.39,50161,19440
"2020-06-23",50907.22,0.49,50013,24300
"2020-06-24",50907.22,0,0,0
"2020-06-25",50907.22,0,0,0
"2020-06-26",50907.22,0,0,0
"2020-06-27",50907.22,0,0,0
"2020-06-28",50907.22,0,0,0
"2020-06-29",50907.22,0,0,0
"2020-06-30",50907.22,0,0,0
"2020-07-01",50895.52,0.19,50274,9720
"2020-07-02",51112.14,0.39,50260,19440
"2020-07-03",51112.14,0,0,0
"2020-07-04",51112.14,0,0,0
"2020-07-05",51112.14,0,0,0
"2020-07-06",51112.14,0,0,0
"2020-07-07",51082.3,0.04,50479,2268
"2020-07-08",50518.21,0.36,50416,18144
"2020-07-09",50449.1,0,49902,0
"2020-07-10",50449.1,0,0,0
"2020-07-11",50449.1,0,0,0
"2020-07-12",50449.1,0,0,0
"2020-07-13",49310.76,1.85,48741,90000
"2020-07-14",49338.54,0.23,48675,11340
"2020-07-15",50134.42,0.92,48671,45000
"2020-07-16",48876.62,0.98,49366,48288
"2020-07-17",47934.62,2.83,47636,135000
"2020-07-18",47934.62,0,0,0
"2020-07-19",47934.62,0,0,0
"2020-07-20",48663.8,1.92,46851,90000
"2020-07-21",48663.8,0,0,0
"2020-07-22",48657.4,1.12,47862,53654
"2020-07-23",48657.4,0,0,0
"2020-07-24",48877,0.52,47850,25000
"2020-07-25",48877,0,0,0
"2020-07-26",48877,0,0,0
"2020-07-27",48764,3.27,48134,157308
"2020-07-28",48737.24,0.21,47970,10080
"2020-07-29",48737.24,0,0,0
"2020-07-30",48813.3,1.04,47883,50000
"2020-07-31",48827.3,1.04,47967,50000
"2020-08-01",48827.3,0,0,0
"2020-08-02",48827.3,0,0,0
"2020-08-03",49893.3,1.04,48013,50000
"2020-08-04",49893.3,0,0,0
"2020-08-05",49890.3,1.09,49095,53653
"2020-08-06",48859.3,2.07,48289,100000
"2020-08-07",48497.3,2.24,47944,107307
"2020-08-08",48497.3,0,0,0
"2020-08-09",48497.3,0,0,0
"2020-08-10",48497.3,0,0,0
