"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2018-08-31",10000,0,0,0
"2018-09-01",10000,0,0,0
"2018-09-02",10000,0,0,0
"2018-09-03",10000,0,0,0
"2018-09-04",10000,0,0,0
"2018-09-05",10000,0,0,0
"2018-09-06",10079,0.65,9867,6429
"2018-09-07",10003,0.65,9870,6429
"2018-09-08",9756,0.67,9623,6429
"2018-09-09",9835,0.66,9702,6429
"2018-09-10",9920,0.66,9787,6429
"2018-09-11",9851,0.66,9718,6429
"2018-09-12",9959,0.65,9826,6429
"2018-09-13",10112,0.64,9979,6429
"2018-09-14",10055,0.65,9922,6429
"2018-09-15",10086,0.65,9953,6429
"2018-09-16",10083,0.65,9950,6429
"2018-09-17",9824,0.66,9691,6429
"2018-09-18",9906,0.66,9773,6429
"2018-09-19",9981,0.65,9848,6429
"2018-09-20",10069,0.65,9936,6429
"2018-09-21",10356,0.63,10223,6429
"2018-09-22",10254,0.64,10121,6429
"2018-09-23",10277,0.63,10144,6429
"2018-09-24",10032,0.65,9899,6429
"2018-09-25",9965,0.65,9832,6429
"2018-09-26",10054,0.65,9921,6429
"2018-09-27",10264,0.63,10131,6429
"2018-09-28",10059,0.65,9926,6429
"2018-09-29",10155,0.64,10022,6429
"2018-09-30",10163,0.65,9897,6429
"2018-10-01",10148,0.65,9882,6429
"2018-10-02",10027,0.66,9761,6429
"2018-10-03",10148,0.65,9882,6429
"2018-10-04",10139,0.65,9873,6429
"2018-10-05",10104,0,9846,0
"2018-10-06",10104,0,0,0
"2018-10-07",10104,0,0,0
"2018-10-08",10104,0,0,0
"2018-10-09",10104,0,0,0
"2018-10-10",10104,0,0,0
"2018-10-11",10104,0,0,0
"2018-10-12",10104,0,0,0
"2018-10-13",10104,0,0,0
"2018-10-14",10104,0,0,0
"2018-10-15",10104,0,0,0
"2018-10-16",10104,0,0,0
"2018-10-17",10104,0,0,0
"2018-10-18",10104,0,0,0
"2018-10-19",10104,0,0,0
