"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2020-01-06",49028,2,48795,97800
"2020-01-07",55628,1.77,55395,97800
"2020-01-08",47982,3.26,48079,156608
"2020-01-09",46534,1.58,46191,72960
"2020-01-10",46634,1.57,46401,72960
"2020-01-11",46634,1.57,46401,72960
"2020-01-12",47584,1.54,47351,72960
"2020-01-13",46944,1.56,46711,72960
"2020-01-14",47034,1.56,46801,72960
"2020-01-15",47156,0.7,46753,32960
"2020-01-16",48176,0.69,47943,32960
"2020-01-17",49316,0.67,49083,32960
"2020-01-18",49316,0.67,49083,32960
"2020-01-19",50776,0.65,50543,32960
"2020-01-20",50616,0.65,50383,32960
"2020-01-21",51288,0,50855,0
"2020-01-22",51288,0,0,0
"2020-01-23",51288,0,0,0
"2020-01-24",51284,1.09,51019,55360
"2020-01-25",51284,1.08,51051,55360
"2020-01-26",49784,1.12,49551,55360
"2020-01-27",51500,1.08,51267,55360
"2020-01-28",51327,1.7,50750,86256
"2020-01-29",51498,2.29,51265,117152
"2020-01-30",55635,3.91,50109,196048
"2020-01-31",55448,0,55394,0
"2020-02-01",55448,0,0,0
"2020-02-02",55448,0,0,0
"2020-02-03",56414,1.28,54900,70400
"2020-02-04",56907,0.4,56674,22400
"2020-02-05",56660,0.4,56427,22400
"2020-02-06",56475,4.81,56009,269568
"2020-02-07",58867,4.43,55816,247168
"2020-02-08",58867,4.23,58401,247168
"2020-02-09",59455,4.19,58989,247168
"2020-02-10",56876,4.38,56410,247168
"2020-02-11",59673,4.17,59207,247168
"2020-02-12",62952,3.96,62486,247168
"2020-02-13",61138,4.07,60672,247168
"2020-02-14",65506,3.8,65040,247168
"2020-02-15",65506,3.8,65040,247168
"2020-02-16",65696,3.39,63777,216272
"2020-02-17",67238,2.84,65323,185376
"2020-02-18",71142,3.78,65334,247168
"2020-02-19",75988,3.5,70549,247168
"2020-02-20",73783,3.37,73317,247168
"2020-02-21",70188,3.55,69722,247168
"2020-02-22",70188,3.55,69722,247168
"2020-02-23",57992,2.22,69690,154480
"2020-02-24",57992,0,0,0
"2020-02-25",57358,0.99,56892,56272
