"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2018-12-07",10334,6.07,10176,61776
"2018-12-08",10334,0,0,0
"2018-12-09",10334,0,0,0
"2018-12-10",9905,6.34,9747,61776
"2018-12-11",9622,6.53,9464,61776
"2018-12-12",10006,6.27,9848,61776
"2018-12-13",10006,0,0,0
"2018-12-14",10006,0,0,0
"2018-12-15",10006,0,0,0
"2018-12-16",10006,0,0,0
"2018-12-17",9498,6.61,9340,61776
"2018-12-18",9015,6.97,8857,61776
"2018-12-19",9232,6.81,9074,61776
"2018-12-20",9762,6.43,9604,61776
"2018-12-21",9762,0,0,0
"2018-12-22",9762,0,0,0
"2018-12-23",9762,0,0,0
"2018-12-24",10066,6.23,9908,61776
"2018-12-25",10066,0,0,0
"2018-12-26",10066,0,0,0
"2018-12-27",10283,6.1,10125,61776
"2018-12-28",10283,0,0,0
"2018-12-29",10283,0,0,0
"2018-12-30",10283,0,0,0
"2018-12-31",10283,0,0,0
"2019-01-01",10283,0,0,0
"2019-01-02",10283,0,0,0
"2019-01-03",10488,5.98,10330,61776
"2019-01-04",10488,0,0,0
"2019-01-05",10488,0,0,0
"2019-01-06",10488,0,0,0
"2019-01-07",10488,0,0,0
"2019-01-08",10488,0,0,0
"2019-01-09",9901,6.45,9585,61776
"2019-01-10",8798,7.28,8482,61776
"2019-01-11",8265,7.77,7949,61776
"2019-01-12",8265,0,0,0
"2019-01-13",8265,0,0,0
"2019-01-14",8758,7.32,8442,61776
"2019-01-15",9075,7.05,8759,61776
"2019-01-16",9075,0,0,0
"2019-01-17",9075,0,0,0
"2019-01-18",9429,6.78,9113,61776
"2019-01-19",9429,0,0,0
"2019-01-20",9429,0,0,0
"2019-01-21",9429,0,0,0
"2019-01-22",9429,0,0,0
"2019-01-23",9634,6.63,9318,61776
"2019-01-24",9634,0,0,0
"2019-01-25",9876,6.46,9560,61776
"2019-01-26",9876,0,0,0
"2019-01-27",9876,0,0,0
"2019-01-28",9876,0,0,0
"2019-01-29",9468,6.75,9152,61776
"2019-01-30",9989,6.39,9673,61776
"2019-01-31",9394,6.81,9078,61776
"2019-02-01",9415,6.79,9099,61776
"2019-02-02",9415,0,0,0
"2019-02-03",9415,0,0,0
"2019-02-04",9520,6.71,9204,61776
"2019-02-05",9724,6.68,9250,61776
"2019-02-06",9929,6.53,9455,61776
"2019-02-07",9996,6.49,9522,61776
"2019-02-08",9996,0,0,0
"2019-02-09",9996,0,0,0
"2019-02-10",9996,0,0,0
"2019-02-11",10100,6.42,9626,61776
"2019-02-12",10100,0,0,0
"2019-02-13",10100,0,0,0
"2019-02-14",10100,0,0,0
"2019-02-15",10100,0,0,0
"2019-02-16",10100,0,0,0
"2019-02-17",10100,0,0,0
"2019-02-18",10100,0,0,0
"2019-02-19",10100,0,0,0
"2019-02-20",10100,0,0,0
"2019-02-21",10100,0,0,0
"2019-02-22",10100,0,0,0
"2019-02-23",10100,0,0,0
"2019-02-24",10100,0,0,0
"2019-02-25",10192,6.36,9718,61776
"2019-02-26",10192,0,0,0
"2019-02-27",10192,0,0,0
"2019-02-28",10192,0,0,0
"2019-03-01",10192,0,0,0
"2019-03-02",10192,0,0,0
"2019-03-03",10192,0,0,0
"2019-03-04",10397,6.23,9923,61776
"2019-03-05",10532,6.14,10058,61776
"2019-03-06",10220,6.34,9746,61776
"2019-03-07",10220,0,0,0
"2019-03-08",10220,0,0,0
"2019-03-09",10220,0,0,0
"2019-03-10",10220,0,0,0
"2019-03-11",10220,0,0,0
"2019-03-12",10220,0,0,0
"2019-03-13",10220,0,0,0
"2019-03-14",10220,0,0,0
"2019-03-15",10220,0,0,0
"2019-03-16",10220,0,0,0
"2019-03-17",10220,0,0,0
"2019-03-18",10220,0,0,0
"2019-03-19",10220,0,0,0
"2019-03-20",10220,0,0,0
"2019-03-21",10220,0,0,0
"2019-03-22",10567,6.22,9935,61776
"2019-03-23",10567,0,0,0
"2019-03-24",10567,0,0,0
"2019-03-25",10567,0,0,0
"2019-03-26",10567,0,0,0
"2019-03-27",10567,0,0,0
"2019-03-28",10567,0,0,0
"2019-03-29",10567,0,0,0
"2019-03-30",10567,0,0,0
"2019-03-31",10567,0,0,0
"2019-04-01",10567,0,0,0
"2019-04-02",10271,6.41,9639,61776
"2019-04-03",10476,6.28,9844,61776
"2019-04-04",9177,14.46,8545,123552
"2019-04-05",9177,0,0,0
"2019-04-06",9177,0,0,0
"2019-04-07",9177,0,0,0
"2019-04-08",9177,0,0,0
"2019-04-09",9177,0,0,0
"2019-04-10",9177,0,0,0
"2019-04-11",9177,0,0,0
"2019-04-12",9177,0,0,0
"2019-04-13",9177,0,0,0
"2019-04-14",9177,0,0,0
"2019-04-15",9177,0,0,0
"2019-04-16",9177,0,0,0
"2019-04-17",9177,0,0,0
"2019-04-18",9177,0,0,0
"2019-04-19",9177,0,0,0
"2019-04-20",9177,0,0,0
"2019-04-21",9177,0,0,0
"2019-04-22",9177,0,0,0
"2019-04-23",9369,7.2,8579,61776
"2019-04-24",9273,7.28,8483,61776
"2019-04-25",9273,0,0,0
"2019-04-26",9428,7.15,8638,61776
"2019-04-27",9428,0,0,0
"2019-04-28",9428,0,0,0
"2019-04-29",9307,7.25,8517,61776
"2019-04-30",9412,7.16,8622,61776
"2019-05-01",9721,6.92,8931,61776
"2019-05-02",9942,6.75,9152,61776
"2019-05-03",10281,6.51,9491,61776
"2019-05-04",10281,0,0,0
"2019-05-05",10281,0,0,0
"2019-05-06",10281,0,0,0
"2019-05-07",10281,0,0,0
"2019-05-08",10281,0,0,0
"2019-05-09",10281,0,0,0
"2019-05-10",10281,0,0,0
"2019-05-11",10281,0,0,0
"2019-05-12",10281,0,0,0
"2019-05-13",9373,7.33,8425,61776
"2019-05-14",10040,6.79,9092,61776
"2019-05-15",10157,6.71,9209,61776
"2019-05-16",9958.12,9.59,9010,86416
"2019-05-17",10627.42,2.55,9679,24640
"2019-05-18",10627.42,0,0,0
"2019-05-19",10627.42,0,0,0
"2019-05-20",10733.48,0.63,9785,6160
"2019-05-21",10733.48,0,0,0
"2019-05-22",10784.54,6.91,9837,67936
"2019-05-23",10963.19,3.08,10015,30800
"2019-05-24",11092.84,0,10145,0
"2019-05-25",11092.84,0,0,0
"2019-05-26",11092.84,0,0,0
"2019-05-27",11092.84,0,0,0
"2019-05-28",11092.84,0,0,0
"2019-05-29",11092.84,0,0,0
"2019-05-30",11092.84,0,0,0
"2019-05-31",11092.84,0,0,0
"2019-06-01",11092.84,0,0,0
"2019-06-02",11092.84,0,0,0
"2019-06-03",11092.84,0,0,0
"2019-06-04",11092.84,0,0,0
"2019-06-05",11092.84,0,0,0
"2019-06-06",11196.84,6.12,10091,61776
"2019-06-07",11330.84,6.04,10225,61776
"2019-06-08",11330.84,0,0,0
"2019-06-09",11330.84,0,0,0
"2019-06-10",11376.96,0.6,10271,6160
"2019-06-11",11480.96,5.95,10375,61776
"2019-06-12",11589.96,5.89,10484,61776
"2019-06-13",11794.96,5.78,10689,61776
"2019-06-14",11806.02,0.58,10700,6160
"2019-06-15",11806.02,0,0,0
"2019-06-16",11806.02,0,0,0
"2019-06-17",11809.08,0.58,10703,6160
"2019-06-18",11858.14,0.57,10752,6160
"2019-06-19",11962.14,5.69,10856,61776
"2019-06-20",11962.14,0,0,0
"2019-06-21",11962.14,0,0,0
"2019-06-22",11962.14,0,0,0
"2019-06-23",11962.14,0,0,0
"2019-06-24",11962.14,0,0,0
"2019-06-25",11962.14,0,0,0
"2019-06-26",11995.2,0.57,10889,6160
"2019-06-27",11995.2,0,0,0
"2019-06-28",11995.2,0,0,0
"2019-06-29",11995.2,0,0,0
"2019-06-30",11995.2,0,0,0
"2019-07-01",11995.2,0,0,0
"2019-07-02",11687.2,5.84,10581,61776
"2019-07-03",11479.2,5.96,10373,61776
"2019-07-04",11479.2,0,0,0
"2019-07-05",11584.2,5.9,10478,61776
"2019-07-06",11584.2,0,0,0
"2019-07-07",11584.2,0,0,0
"2019-07-08",11176.2,6.23,9912,61776
"2019-07-09",11176.2,0,0,0
"2019-07-10",11219.26,6.21,9955,61776
"2019-07-11",10911.26,6.4,9647,61776
"2019-07-12",10600.79,7.28,9337,67936
"2019-07-13",10600.79,7.28,9337,67936
"2019-07-14",10392.79,7.44,9129,67936
"2019-07-15",10301.32,8.2,9037,74096
"2019-07-16",10985.85,8.26,9722,80256
"2019-07-17",12040.85,1.71,10777,18480
"2019-07-18",12054.44,0,10790,0
"2019-07-19",12049.5,6.87,10790,74096
"2019-07-20",12049.5,6.87,10790,74096
"2019-07-21",10294.5,8.2,9031,74096
"2019-07-22",11268.03,8.02,10004,80256
"2019-07-23",12304.03,7.27,11040,80256
"2019-07-24",12522.62,1.64,11259,18480
"2019-07-25",12522.62,0,0,0
"2019-07-26",12522.62,0,0,0
"2019-07-27",12522.62,0,0,0
"2019-07-28",12522.62,0,0,0
"2019-07-29",12522.62,0,0,0
"2019-07-30",12522.62,0,0,0
"2019-07-31",12522.62,0,0,0
"2019-08-01",12522.62,0,0,0
"2019-08-02",12563.74,2.18,11300,24640
"2019-08-03",12563.74,2.18,11300,24640
"2019-08-04",12563.27,2.73,11300,30800
"2019-08-05",12558.33,9.28,11300,104896
"2019-08-06",12558.33,9.28,11300,104896
"2019-08-07",12758.33,9.25,11336,104896
"2019-08-08",14255.04,3.36,12833,43120
"2019-08-09",14255.04,0,0,0
"2019-08-10",14255.04,0,0,0
"2019-08-11",14255.04,0,0,0
"2019-08-12",14411.1,5.23,12989,67936
"2019-08-13",14902.76,9.15,13481,123376
"2019-08-14",15012.06,0.91,13590,12320
"2019-08-15",15220.24,1.34,13798,18480
"2019-08-16",15220.24,0,0,0
"2019-08-17",15220.24,0,0,0
"2019-08-18",15220.24,0,0,0
"2019-08-19",15220.24,0,0,0
"2019-08-20",15220.24,0,0,0
"2019-08-21",15241.3,0.45,13819,6160
"2019-08-22",15241.3,0,0,0
"2019-08-23",15420.83,0.44,13999,6160
"2019-08-24",15420.83,0.44,13999,6160
"2019-08-25",15472.83,0.44,14051,6160
"2019-08-26",15409.42,0.44,13987,6160
"2019-08-27",15409.42,0,0,0
"2019-08-28",15170.54,1.79,13749,24640
"2019-08-29",14017.07,2.45,12595,30800
"2019-08-30",14267.07,2.4,12845,30800
"2019-08-31",14267.07,2.4,12845,30800
"2019-09-01",14548.07,2.35,13126,30800
"2019-09-02",14648.07,2.33,13226,30800
"2019-09-03",14485.07,2.36,13063,30800
"2019-09-04",13167.07,2.66,11587,30800
"2019-09-05",12885.07,2.72,11305,30800
"2019-09-06",12773.07,2.75,11193,30800
"2019-09-07",12773.07,2.75,11193,30800
"2019-09-08",12704.07,2.77,11124,30800
"2019-09-09",12929.07,2.71,11349,30800
"2019-09-10",12873.07,2.73,11293,30800
"2019-09-11",11954.07,2.97,10374,30800
"2019-09-12",11960.07,2.97,10380,30800
"2019-09-13",12167.07,2.91,10587,30800
