"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2016-06-23",1e+05,0,0,0
"2016-06-24",1e+05,0,0,0
"2016-06-25",1e+05,0,0,0
"2016-06-26",1e+05,0,0,0
"2016-06-27",1e+05,0,0,0
"2016-06-28",100056,0,99990,235
"2016-06-29",100056,0,0,0
"2016-06-30",100089,0.06,99846,6346
"2016-07-01",100100,0,99866,23
"2016-07-02",100100,0,99878,47
"2016-07-03",100100,0,99878,47
"2016-07-04",99873.5,0,99878,23
"2016-07-05",100036.5,0.11,99866,11121
"2016-07-06",99760,0.11,99703,11098
"2016-07-07",99914,0.16,99412,15898
"2016-07-08",100067,0.16,99845,15945
"2016-07-09",100067,0.16,99845,15945
"2016-07-10",99895,0.16,99673,15945
"2016-07-11",98532,0.16,99673,15991
"2016-07-12",100028,0.16,99265,15958
"2016-07-13",99396,0.23,99073,22364
"2016-07-14",101056,0.32,100017,31963
"2016-07-15",99207,0.32,99199,31963
"2016-07-16",99207,0.32,98985,31963
"2016-07-17",99573,0.32,99276,32010
"2016-07-18",99365,0.37,99436,36807
"2016-07-19",99093,0.32,99143,32052
"2016-07-20",98193,0.29,97938,28791
"2016-07-21",97254,0.28,98125,27284
"2016-07-22",97999,0.4,96751,38481
"2016-07-23",97999,0.34,97777,33681
"2016-07-24",97649,0.35,97427,33681
"2016-07-25",98350,0.4,97413,38481
"2016-07-26",97155,0.4,97371,38527
"2016-07-27",97584,0.5,97317,48173
"2016-07-28",98001,0.52,96196,49646
"2016-07-29",98338,0.51,97779,49599
"2016-07-30",98338,0.41,98116,39811
"2016-07-31",98175,0.41,97893,39858
"2016-08-01",97642,0.34,97326,33540
"2016-08-02",98737,0.28,97970,27225
"2016-08-03",99299,0.23,98427,22423
"2016-08-04",99365,0.16,98747,16153
"2016-08-05",99602,0.21,98838,20811
"2016-08-06",99602,0.11,99158,11164
"2016-08-07",99495,0.11,99156,11211
"2016-08-08",99659,0.16,99258,16058
"2016-08-09",98974,0.21,99198,20861
"2016-08-10",99005,0.26,98773,25707
"2016-08-11",98870,0.21,98439,20835
"2016-08-12",98709,0.26,98527,25707
"2016-08-13",98709,0.26,98265,25755
"2016-08-14",98582,0.26,98313,25802
"2016-08-15",99740,0.26,98514,25779
"2016-08-16",99338,0.37,99718,36906
"2016-08-17",99552,0.29,98738,28437
"2016-08-18",98950,0.33,99020,32218
"2016-08-19",97950,0.38,97438,37257
"2016-08-20",97950,0.38,97506,37257
"2016-08-21",98298,0.38,97501,37304
"2016-08-22",99367,0.34,98923,33472
"2016-08-23",100238,0.27,99947,27210
"2016-08-24",100619,0.19,100247,19487
"2016-08-25",100435,0.19,100173,19439
"2016-08-26",100040,0.31,99865,30590
"2016-08-27",100040,0.27,99596,27245
"2016-08-28",100382,0.32,99766,32045
"2016-08-29",100342,0.27,100044,27293
"2016-08-30",101083,0.22,100417,22541
"2016-08-31",101395,0.33,100657,33692
"2016-09-01",101056,0.4,100888,40103
"2016-09-02",101826,0.27,101479,27391
"2016-09-03",101826,0.27,101160,27391
"2016-09-04",101830,0.27,101164,27391
"2016-09-05",101731,0.27,101065,27390
"2016-09-06",100515,0.27,99849,27391
"2016-09-07",100097,0.28,99431,27391
"2016-09-08",100350,0.27,99684,27391
"2016-09-09",100325,0.27,99659,27363
"2016-09-10",100325,0.27,99659,27363
"2016-09-11",100280,0.27,99614,27363
"2016-09-12",99605,0.23,99340,22493
"2016-09-13",99735,0.1,98946,9600
"2016-09-14",99875,0.19,99208,19341
"2016-09-15",100196,0.19,99530,19341
"2016-09-16",102334,0.24,100210,24094
"2016-09-17",102334,0.19,101668,19294
"2016-09-18",101973,0.14,101667,14494
"2016-09-19",101661,0.11,101041,11177
"2016-09-20",102033,0.05,101387,4894
"2016-09-21",102033,0,0,0
"2016-09-22",101846,0.19,101256,19247
"2016-09-23",101610,0.24,101180,24047
"2016-09-24",101610,0.24,100944,24094
"2016-09-25",101770,0.29,100942,28894
