"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2019-06-30",10000,0,0,0
"2019-07-01",10000,0,0,0
"2019-07-02",10000,0,0,0
"2019-07-03",10044.25,3.02,9916,29962
"2019-07-04",10044.25,3.01,9962,29962
"2019-07-05",10000.25,3.02,9918,29962
"2019-07-06",10000.25,3.02,9918,29962
"2019-07-07",10000.25,3.02,9918,29962
"2019-07-08",9851.25,3.07,9769,29962
"2019-07-09",9884.25,3.06,9802,29962
"2019-07-10",10024.25,3.01,9942,29962
"2019-07-11",10086.25,2.99,10004,29962
"2019-07-12",10227.25,2.95,10145,29962
"2019-07-13",10227.25,2.95,10145,29962
"2019-07-14",10227.25,2.95,10145,29962
"2019-07-15",10229.25,2.95,10147,29962
"2019-07-16",10128.25,2.98,10046,29962
"2019-07-17",9926.25,3.04,9844,29962
"2019-07-18",10028.25,3.01,9946,29962
"2019-07-19",9954.25,3.04,9872,29962
"2019-07-20",9856.25,3.07,9774,29962
"2019-07-21",9856.25,3.07,9774,29962
"2019-07-22",9928.25,3.04,9846,29962
"2019-07-23",10131.25,2.98,10049,29962
"2019-07-24",10271.25,2.94,10189,29962
"2019-07-25",10119.25,2.99,10037,29962
"2019-07-26",10325.25,2.93,10243,29962
"2019-07-27",10325.25,2.93,10243,29962
"2019-07-28",10325.25,2.93,10243,29962
"2019-07-29",10273.25,2.94,10191,29962
"2019-07-30",10199.25,2.99,10035,29962
"2019-07-31",9848.25,3.09,9684,29962
"2019-08-01",9599.25,3.18,9435,29962
"2019-08-02",9313.2,3.05,9149,27898
"2019-08-03",9313.2,3.05,9149,27898
"2019-08-04",9313.2,3.05,9149,27898
"2019-08-05",10131.2,2.8,9967,27898
"2019-08-06",9745.2,2.91,9581,27898
"2019-08-07",9725.2,2.92,9561,27898
"2019-08-08",9174.2,3.1,9010,27898
"2019-08-09",9359.2,3.03,9195,27898
"2019-08-10",9359.2,3.03,9195,27898
"2019-08-11",9359.2,3.03,9195,27898
"2019-08-12",9689.2,2.93,9525,27898
"2019-08-13",9260.2,3.07,9096,27898
"2019-08-14",10059.2,2.82,9895,27898
"2019-08-15",9989.9,2.98,9830,29256
"2019-08-16",10415.9,2.85,10252,29256
"2019-08-17",10415.9,2.85,10252,29256
"2019-08-18",10415.9,2.85,10252,29256
"2019-08-19",10781.9,2.76,10618,29256
"2019-08-20",10535.9,2.82,10372,29256
"2019-08-21",10785.9,2.75,10622,29256
"2019-08-22",10771.9,2.76,10608,29256
"2019-08-23",9953.9,2.99,9790,29256
"2019-08-24",9953.9,2.99,9790,29256
"2019-08-25",9953.9,2.99,9790,29256
"2019-08-26",10271.9,2.89,10108,29256
"2019-08-27",10161.9,2.93,9998,29256
"2019-08-28",10367.9,2.87,10204,29256
"2019-08-29",10749.9,2.79,10504,29256
"2019-08-30",10739.9,2.79,10494,29256
"2019-08-31",10739.9,2.79,10494,29256
"2019-09-01",10739.9,2.79,10494,29256
"2019-09-02",10739.9,2.79,10494,29256
"2019-09-03",10553.9,2.84,10308,29256
"2019-09-04",10891.9,2.75,10646,29256
"2019-09-05",11305.9,2.65,11060,29256
"2019-09-06",11333.9,2.64,11088,29256
"2019-09-07",11333.9,2.64,11088,29256
"2019-09-08",11333.9,2.64,11088,29256
"2019-09-09",11341.9,2.64,11096,29256
"2019-09-10",11341.9,2.64,11096,29256
"2019-09-11",11577.9,2.58,11332,29256
"2019-09-12",11673.9,2.56,11428,29256
"2019-09-13",11647.9,2.57,11402,29256
"2019-09-14",11647.9,2.57,11402,29256
"2019-09-15",11647.9,2.57,11402,29256
"2019-09-16",11549.9,2.59,11304,29256
"2019-09-17",11637.9,2.57,11392,29256
"2019-09-18",11655.9,2.56,11410,29256
"2019-09-19",11637.9,2.57,11392,29256
"2019-09-20",11467.9,2.61,11222,29256
"2019-09-21",11467.9,2.61,11222,29256
"2019-09-22",11467.9,2.61,11222,29256
"2019-09-23",11477.9,2.6,11232,29256
"2019-09-24",11143.8,2.98,10914,32484
"2019-09-25",10901.8,3.05,10656,32484
"2019-09-26",10971.8,3.03,10726,32484
"2019-09-27",11147.8,2.98,10902,32484
"2019-09-28",11147.8,3,10820,32484
"2019-09-29",11147.8,3,10820,32484
"2019-09-30",10983.8,3.05,10656,32484
"2019-10-01",11377.8,2.94,11050,32484
"2019-10-02",12013.8,2.78,11686,32484
"2019-10-03",11726.8,2.85,11399,32484
"2019-10-04",11275.8,2.97,10948,32484
"2019-10-05",11275.8,2.97,10948,32484
"2019-10-06",11275.8,2.97,10948,32484
"2019-10-07",11418.8,2.93,11091,32484
"2019-10-08",11918.8,2.8,11591,32484
"2019-10-09",11686.7,2.73,11352,31008
"2019-10-10",11896.7,2.68,11569,31008
"2019-10-11",12216.7,2.61,11889,31008
"2019-10-12",12216.7,2.61,11889,31008
"2019-10-13",12216.7,2.61,11889,31008
"2019-10-14",12192.7,2.61,11865,31008
"2019-10-15",12518.7,2.54,12191,31008
"2019-10-16",12462.7,2.56,12135,31008
"2019-10-17",12550.7,2.54,12223,31008
"2019-10-18",12398.7,2.57,12071,31008
"2019-10-19",12398.7,2.57,12071,31008
"2019-10-20",12398.7,2.57,12071,31008
"2019-10-21",12636.7,2.52,12309,31008
"2019-10-22",12514.7,2.54,12187,31008
"2019-10-23",12610.7,2.52,12283,31008
"2019-10-24",12658.7,2.51,12331,31008
"2019-10-25",12806.7,2.48,12479,31008
"2019-10-26",12806.7,2.48,12479,31008
"2019-10-27",12806.7,2.48,12479,31008
"2019-10-28",12998.7,2.46,12589,31008
"2019-10-29",12976.7,2.47,12567,31008
"2019-10-30",13090.7,2.45,12681,31008
"2019-10-31",12982.7,2.47,12573,31008
"2019-11-01",13306.7,2.4,12897,31008
"2019-11-02",13306.7,2.4,12897,31008
"2019-11-03",13306.7,2.4,12897,31008
"2019-11-04",13450.7,2.38,13041,31008
"2019-11-05",13406.7,2.39,12997,31008
"2019-11-06",13420.7,2.38,13011,31008
"2019-11-07",13544.7,2.36,13135,31008
"2019-11-08",13620.7,2.35,13211,31008
"2019-11-09",13620.7,2.35,13211,31008
"2019-11-10",13620.7,2.35,13211,31008
"2019-11-11",13562.7,2.36,13153,31008
"2019-11-12",13622.7,2.35,13213,31008
"2019-11-13",13638.7,2.34,13229,31008
"2019-11-14",13688.7,2.34,13279,31008
"2019-11-15",13958.7,2.29,13549,31008
"2019-11-16",13958.7,2.29,13549,31008
"2019-11-17",13958.7,2.29,13549,31008
"2019-11-18",13980.7,2.28,13571,31008
"2019-11-19",13962.7,2.29,13553,31008
"2019-11-20",13826.7,2.31,13417,31008
"2019-11-21",13764.7,2.32,13355,31008
"2019-11-22",13836.7,2.31,13427,31008
"2019-11-23",13836.7,2.31,13427,31008
"2019-11-24",13836.7,2.31,13427,31008
"2019-11-25",14124.7,2.26,13715,31008
"2019-11-26",14204.7,2.25,13795,31008
"2019-11-27",14372.7,2.23,13881,31008
"2019-11-28",14372.7,2.23,13881,31008
"2019-11-29",14236.7,2.26,13745,31008
"2019-11-30",14236.7,2.26,13745,31008
"2019-12-01",14236.7,2.26,13745,31008
"2019-12-02",13904.7,2.31,13413,31008
"2019-12-03",13646.7,2.36,13155,31008
"2019-12-04",13866.7,2.32,13375,31008
"2019-12-05",13940.7,2.31,13449,31008
"2019-12-06",14274.7,2.25,13783,31008
"2019-12-07",14274.7,2.25,13783,31008
"2019-12-08",14274.7,2.25,13783,31008
"2019-12-09",14158.7,2.27,13667,31008
"2019-12-10",14108.7,2.28,13617,31008
"2019-12-11",14203.7,1.13,13720,15504
"2019-12-12",14369.7,1.12,13878,15504
"2019-12-13",14381.7,2.24,13866,31008
"2019-12-14",14381.7,2.23,13890,31008
"2019-12-15",14381.7,2.23,13890,31008
"2019-12-16",14659.7,2.19,14168,31008
"2019-12-17",14661.7,2.19,14170,31008
"2019-12-18",14659.7,2.19,14168,31008
"2019-12-19",14821.7,2.16,14330,31008
"2019-12-20",15029.7,2.13,14538,31008
"2019-12-21",15029.7,2.13,14538,31008
"2019-12-22",15029.7,2.13,14538,31008
"2019-12-23",15069.7,2.13,14578,31008
"2019-12-24",15029.7,2.13,14538,31008
"2019-12-25",15029.7,2.13,14538,31008
"2019-12-26",15249.7,2.1,14758,31008
"2019-12-27",15243.7,2.11,14670,31008
"2019-12-28",15243.7,2.11,14670,31008
"2019-12-29",15243.7,2.11,14670,31008
"2019-12-30",14990.7,1.08,14399,15504
"2019-12-31",15041.7,1.07,14468,15504
"2020-01-01",15041.7,1.07,14468,15504
"2020-01-02",15251.7,1.06,14678,15504
"2020-01-03",15095.7,1.07,14522,15504
"2020-01-04",15095.7,1.07,14522,15504
"2020-01-05",15095.7,1.07,14522,15504
"2020-01-06",15168.7,1.06,14595,15504
"2020-01-07",15106.7,1.07,14533,15504
"2020-01-08",15215.7,1.06,14642,15504
"2020-01-09",15361.7,1.05,14788,15504
"2020-01-10",15299.7,1.05,14726,15504
"2020-01-11",15299.7,1.05,14726,15504
"2020-01-12",15299.7,1.05,14726,15504
"2020-01-13",15445.7,1.04,14872,15504
"2020-01-14",15410.7,1.04,14837,15504
"2020-01-15",15461.7,1.04,14888,15504
"2020-01-16",15641.7,1.03,15068,15504
"2020-01-17",15712.7,1.02,15139,15504
"2020-01-18",15712.7,1.02,15139,15504
"2020-01-19",15712.7,1.02,15139,15504
"2020-01-20",15712.7,1.02,15139,15504
"2020-01-21",15669.7,1.03,15096,15504
"2020-01-22",15673.7,1.03,15100,15504
