"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2016-04-29",25000,0,0,0
"2016-04-30",25000,0,0,0
"2016-05-01",25000,0,0,0
"2016-05-02",25000,0,0,0
"2016-05-03",24962,0.61,24830,15181
"2016-05-04",24929,0.61,24771,15181
"2016-05-05",24948,0.61,24790,15181
"2016-05-06",25005,0.61,24847,15181
"2016-05-07",25005,0.61,24847,15181
"2016-05-08",25005,0.61,24847,15181
"2016-05-09",25027,0.67,24838,16703
"2016-05-10",25176,0.61,25018,15145
"2016-05-11",25077,0.61,24919,15145
"2016-05-12",25095,0.61,24937,15145
"2016-05-13",24989,0.61,24831,15145
"2016-05-14",24989,0.61,24831,15145
"2016-05-15",24989,0.61,24831,15145
"2016-05-16",25116,0.68,24823,16905
"2016-05-17",24911,0.62,24753,15230
"2016-05-18",24825,0.62,24667,15230
"2016-05-19",24817,0.62,24659,15230
"2016-05-20",24886,0.62,24746,15306
"2016-05-21",24886,0.62,24728,15306
"2016-05-22",24886,0.62,24728,15306
"2016-05-23",24844,0.62,24686,15306
"2016-05-24",25050,0.61,24892,15306
"2016-05-25",25082,0.61,24924,15306
"2016-05-26",25138,0.61,24980,15306
"2016-05-27",25180,0.61,25002,15248
"2016-05-28",25180,0.61,25022,15248
"2016-05-29",25197,0.61,25039,15248
"2016-05-30",25197,0.61,25039,15248
"2016-05-31",25193,0.6,25039,14950
"2016-06-01",25176,0.58,24860,14462
"2016-06-02",25176,0.58,24860,14462
"2016-06-03",25323,0.58,24860,14329
"2016-06-04",25323,0.55,25007,13768
"2016-06-05",25323,0.55,25007,13768
"2016-06-06",25318,0.61,25007,15294
"2016-06-07",25318,0.61,25002,15294
"2016-06-08",25406,0.61,25090,15294
"2016-06-09",25450,0.61,25134,15294
"2016-06-10",25371,0.61,25055,15294
"2016-06-11",25371,0.61,25055,15294
"2016-06-12",25371,0.61,25055,15294
"2016-06-13",25288,0.55,25052,13709
"2016-06-14",25303,0.55,24987,13787
"2016-06-15",25289,0.61,24986,15268
"2016-06-16",25412,0.61,25096,15268
"2016-06-17",25264,0.61,24948,15268
"2016-06-18",25264,0.61,24948,15268
"2016-06-19",25264,0.61,24948,15268
"2016-06-20",25316,0.61,24946,15275
"2016-06-21",25316,0.61,25000,15275
"2016-06-22",25296,0.61,24980,15275
"2016-06-23",25421,0.61,25105,15275
"2016-06-24",25154,0.61,24838,15275
"2016-06-25",25154,0.61,24838,15275
"2016-06-26",25154,0.61,24838,15275
"2016-06-27",25166,0.61,24850,15275
"2016-06-28",25359,0.61,25043,15275
"2016-06-29",25542,0.61,25068,15275
"2016-06-30",25830,0.6,25356,15275
"2016-07-01",25831,0.6,25350,15268
"2016-07-02",25831,0.6,25357,15268
"2016-07-03",25831,0.6,25357,15268
"2016-07-04",25831,0.6,25357,15268
"2016-07-05",25881,0.6,25407,15268
"2016-07-06",25918,0.6,25444,15268
"2016-07-07",25824,0.6,25350,15268
"2016-07-08",26021,0.6,25547,15268
"2016-07-09",26021,0.6,25547,15268
"2016-07-10",26021,0.6,25547,15268
"2016-07-11",26059,0.6,25547,15303
"2016-07-12",26043,0.6,25569,15303
"2016-07-13",26088,0.6,25614,15303
"2016-07-14",26081,0.6,25607,15303
"2016-07-15",26064,0.57,25568,14483
"2016-07-16",26064,0.55,25590,14001
"2016-07-17",26064,0.55,25590,14001
"2016-07-18",26091,0.57,25587,14677
"2016-07-19",26080,0.57,25606,14677
"2016-07-20",26135,0.57,25661,14677
"2016-07-21",26128,0.57,25654,14677
"2016-07-22",26219,0.54,25725,13774
"2016-07-23",26219,0.49,25745,12616
"2016-07-24",26219,0.49,25745,12616
"2016-07-25",26202,0.61,25742,15612
"2016-07-26",26182,0.61,25708,15612
"2016-07-27",26144,0.61,25670,15612
"2016-07-28",26175,0.61,25701,15612
"2016-07-29",26208,0.61,25576,15612
"2016-07-30",26208,0.61,25576,15612
"2016-07-31",26208,0.61,25576,15612
"2016-08-01",26230,0.62,25568,15826
"2016-08-02",26111,0.62,25479,15826
"2016-08-03",26076,0.62,25444,15826
"2016-08-04",26091,0.62,25459,15826
"2016-08-05",26129,0.55,25456,13976
"2016-08-06",26129,0.48,25497,12360
"2016-08-07",26129,0.48,25497,12360
"2016-08-08",26096,0.63,25493,15958
"2016-08-09",26125,0.63,25493,15958
"2016-08-10",26132,0.63,25500,15958
"2016-08-11",26155,0.63,25523,15958
"2016-08-12",26163,0.66,25560,16823
"2016-08-13",26163,0.66,25531,16823
"2016-08-14",26163,0.66,25531,16823
"2016-08-15",26137,0.7,25527,17949
"2016-08-16",25996,0.71,25364,17949
"2016-08-17",26051,0.71,25419,17949
"2016-08-18",26123,0.7,25491,17949
"2016-08-19",26069,0.71,25437,17949
"2016-08-20",26069,0.71,25437,17949
"2016-08-21",26069,0.71,25437,17949
"2016-08-22",26093,0.7,25461,17949
"2016-08-23",26110,0.7,25478,17949
"2016-08-24",26029,0.71,25397,17949
"2016-08-25",26012,0.71,25380,17949
"2016-08-26",25914,0.71,25282,17949
"2016-08-27",25914,0.71,25282,17949
"2016-08-28",25914,0.71,25124,17949
"2016-08-29",26009,0.71,25174,17858
"2016-08-30",25922,0.71,25132,17858
"2016-08-31",25910,0.71,25120,17858
"2016-09-01",25915,0.71,25125,17858
"2016-09-02",26048,0.71,25258,17858
"2016-09-03",26048,0.71,25258,17858
"2016-09-04",26048,0.71,25258,17858
"2016-09-05",26048,0.71,25258,17858
"2016-09-06",26117,0.71,25255,17987
"2016-09-07",26110,0.71,25320,17987
"2016-09-08",26020,0.71,25230,17987
"2016-09-09",25518,0.73,24728,17987
"2016-09-10",25518,0.73,24728,17987
"2016-09-11",25518,0.73,24728,17987
"2016-09-12",25906,1.1,24699,27145
"2016-09-13",25530,1.1,24740,27145
"2016-09-14",25535,1.1,24745,27145
"2016-09-15",25778,1.09,24988,27145
"2016-09-16",25651,1.18,24877,29374
"2016-09-17",25651,1.18,24861,29374
"2016-09-18",25651,1.18,24861,29374
"2016-09-19",25760,1.18,24970,29374
"2016-09-20",25768,1.18,24978,29374
"2016-09-21",26125,1.16,25335,29374
"2016-09-22",26402,1.15,25612,29374
"2016-09-23",26287,1.15,25497,29374
"2016-09-24",26287,1.15,25497,29374
"2016-09-25",26287,1.15,25497,29374
"2016-09-26",26218,1.16,25270,29374
"2016-09-27",26213,1.16,25265,29374
"2016-09-28",26294,1.16,25346,29374
"2016-09-29",25980,1.17,25032,29374
"2016-09-30",26095,1.17,25147,29374
"2016-10-01",26095,1.17,25147,29374
"2016-10-02",26095,1.17,25147,29374
"2016-10-03",25834,1.18,24886,29374
"2016-10-04",25568,1.19,24620,29374
"2016-10-05",25467,1.2,24519,29374
"2016-10-06",25489.24,0.96,24511,23578
"2016-10-07",25489.24,0,0,0
"2016-10-08",25489.24,0,0,0
"2016-10-09",25489.24,0,0,0
"2016-10-10",25489.24,0,0,0
"2016-10-11",25489.24,0,0,0
"2016-10-12",25489.24,0,0,0
"2016-10-13",25489.24,0,0,0
"2016-10-14",25445.46,1.22,24530,29808
"2016-10-15",25445.46,1.22,24497,29808
"2016-10-16",25445.46,1.22,24497,29808
"2016-10-17",25362.46,1.22,24414,29808
"2016-10-18",25501.46,1.21,24553,29808
"2016-10-19",25503.46,1.21,24555,29808
"2016-10-20",25420.46,1.22,24472,29808
"2016-10-21",25466.46,1.22,24518,29808
"2016-10-22",25466.46,1.22,24518,29808
"2016-10-23",25471.46,1.22,24523,29808
"2016-10-24",25637.46,1.13,24515,27747
"2016-10-25",25548.46,1.13,24600,27747
"2016-10-26",25460.46,1.14,24354,27747
"2016-10-27",25298.46,1.15,24192,27747
"2016-10-28",25248.21,1.07,24156,25910
"2016-10-29",25246.21,1.07,24140,25910
"2016-10-30",25245.21,1.07,24139,25910
"2016-10-31",25313.21,1.07,24207,25910
"2016-11-01",25087.21,1.14,23981,27357
"2016-11-02",24935.21,1.15,23829,27357
"2016-11-03",24838.21,1.15,23732,27357
"2016-11-04",24818.21,1.15,23712,27166
"2016-11-05",24818.21,1.15,23712,27166
"2016-11-06",24819.21,1.15,23713,27166
"2016-11-07",25326.21,1.08,23712,25643
"2016-11-08",25477.21,1.13,24218,27272
"2016-11-09",25785.21,1.12,24344,27203
"2016-11-10",25867.21,1.1,24733,27297
"2016-11-11",25892.21,1.03,24762,25539
"2016-11-12",25892.21,1.03,24786,25539
"2016-11-13",25892.21,1.03,24786,25539
"2016-11-14",25913.21,1.03,24807,25539
"2016-11-15",26089.21,1.04,24869,25872
"2016-11-16",26056.21,1,24933,25038
"2016-11-17",26198.21,1,25092,25038
"2016-11-18",26174.21,1.16,25050,29029
"2016-11-19",26175.21,1.08,25069,26953
"2016-11-20",26174.21,1.08,25068,26953
"2016-11-21",26350.21,1.07,25244,26953
"2016-11-22",26455.21,1.06,25349,26953
"2016-11-23",26522.21,1.06,25416,26953
"2016-11-24",26523.21,1.06,25417,26953
"2016-11-25",26617.21,1.09,25470,27651
"2016-11-26",26617.21,1.09,25353,27651
"2016-11-27",26617.21,1.09,25353,27651
"2016-11-28",26471.21,1.1,25207,27651
"2016-11-29",26511.21,1.1,25247,27651
"2016-11-30",26494.21,1.1,25230,27651
"2016-12-01",26402.21,1.18,25185,29736
"2016-12-02",26408.21,1.12,25139,28052
"2016-12-03",26408.21,1.01,25144,25351
"2016-12-04",26408.21,1.01,25144,25351
"2016-12-05",26598.21,1.08,25143,27144
"2016-12-06",26709.21,1.07,25445,27144
"2016-12-07",27095.21,1.05,25831,27144
"2016-12-08",27226.21,1.05,25962,27144
"2016-12-09",27341.21,0.98,25997,25511
"2016-12-10",27342.21,0.98,26078,25511
"2016-12-11",27342.21,0.98,26078,25511
"2016-12-12",27303.21,1.07,26087,27871
"2016-12-13",27512.21,1.05,26248,27612
"2016-12-14",27250.21,1.06,25986,27612
"2016-12-15",27342.21,1.06,26078,27612
"2016-12-16",27173.21,1.24,25899,32112
"2016-12-17",27173.21,1.08,25909,27921
"2016-12-18",27175.21,1.08,25911,27921
"2016-12-19",27267.21,1.07,26003,27921
"2016-12-20",27358.21,1.07,26094,27921
"2016-12-21",27288.21,1.07,26024,27921
"2016-12-22",27151.21,1.08,25887,27921
"2016-12-23",27176.21,1.13,25888,29346
"2016-12-24",27176.21,1.13,25912,29346
"2016-12-25",27176.21,1.13,25912,29346
"2016-12-26",27176.21,1.14,25754,29346
"2016-12-27",27348.21,1.13,25926,29346
"2016-12-28",27115.21,1.14,25693,29346
"2016-12-29",27174.21,1.14,25752,29346
"2016-12-30",27103.21,1.14,25681,29346
"2016-12-31",27106.21,1.14,25684,29346
"2017-01-01",27106.21,1.14,25684,29346
"2017-01-02",27103.21,1.14,25681,29346
"2017-01-03",27348.21,1.17,25884,30307
"2017-01-04",27645.21,1.16,26223,30307
"2017-01-05",27652.21,1.16,26230,30307
"2017-01-06",27702.21,1.15,26280,30307
"2017-01-07",27702.21,1.15,26280,30307
"2017-01-08",27702.21,1.15,26280,30307
"2017-01-09",27613.21,1.14,26215,30011
"2017-01-10",27605.21,1.09,26183,28537
"2017-01-11",27741.21,1.08,26319,28537
"2017-01-12",27687.21,1.09,26265,28537
"2017-01-13",27773.21,1.09,26352,28610
"2017-01-14",27773.21,1.02,26351,26796
"2017-01-15",27773.21,1.02,26351,26796
"2017-01-16",27774.21,1.02,26352,26796
"2017-01-17",27675.21,1.12,26254,29285
"2017-01-18",27697.21,1.11,26275,29285
"2017-01-19",27574.21,1.14,26158,29695
"2017-01-20",27702.21,1.13,26280,29695
"2017-01-21",27702.21,1.13,26280,29695
"2017-01-22",27705.21,1.13,26283,29695
"2017-01-23",27675.21,1.18,26253,30958
"2017-01-24",27868.21,1.18,26288,30958
"2017-01-25",28121.21,1.17,26541,30958
"2017-01-26",28104.21,1.17,26524,30958
"2017-01-27",28001.21,1.17,26421,30958
"2017-01-28",28001.21,1.17,26421,30958
"2017-01-29",28001.21,1.17,26421,30958
"2017-01-30",27792.21,1.18,26212,30958
"2017-01-31",27808.21,1.18,26228,30958
"2017-02-01",27780.21,1.18,26200,30958
"2017-02-02",27842.21,1.18,26262,30958
"2017-02-03",28048.2,1.14,26465,30216
"2017-02-04",28048.2,0.62,26468,16489
"2017-02-05",28056.2,0.62,26476,16489
"2017-02-06",27987.2,1.03,26389,27267
"2017-02-07",27926.2,1.03,26346,27267
"2017-02-08",27941.2,1.03,26361,27267
"2017-02-09",28111.2,1.03,26531,27267
"2017-02-10",28272.2,1.02,26692,27267
"2017-02-11",28272.2,1.02,26692,27267
"2017-02-12",28275.2,1.02,26695,27267
"2017-02-13",28428.2,1.03,26848,27607
"2017-02-14",28536.2,1.17,26799,31313
"2017-02-15",28673.2,1.16,27093,31313
"2017-02-16",28683.2,1.16,27103,31313
"2017-02-17",28692.2,1.39,26965,37545
"2017-02-18",28694.2,1.32,27114,35886
"2017-02-19",28695.2,1.32,27115,35886
"2017-02-20",28695.2,1.32,27115,35886
"2017-02-21",28906.2,1.26,27112,34198
"2017-02-22",28893.2,1.18,27313,32154
"2017-02-23",28837.2,1.19,27099,32154
"2017-02-24",28862.2,1.26,27098,34226
"2017-02-25",28862.2,1.26,27124,34226
"2017-02-26",28857.2,1.26,27119,34226
"2017-02-27",28943.2,1.19,27118,32137
"2017-02-28",28774.2,1.27,27036,34261
"2017-03-01",29307.2,1.27,27034,34221
"2017-03-02",29036.2,1.18,27298,32278
"2017-03-03",29044.2,1.32,27229,35855
"2017-03-04",29044.2,1.24,27306,33766
"2017-03-05",29044.2,1.24,27306,33766
"2017-03-06",28894.2,1.24,27156,33766
"2017-03-07",28796.2,1.25,27058,33766
"2017-03-08",28775.2,1.25,27037,33766
"2017-03-09",28736.2,1.25,26998,33766
"2017-03-10",28873.2,1.44,27141,39055
"2017-03-11",28873.2,1.22,27135,33115
"2017-03-12",28876.2,1.22,27138,33115
"2017-03-13",28930.2,1.22,27192,33115
"2017-03-14",28771.2,1.22,27033,33115
"2017-03-15",29199.2,1.21,27461,33115
"2017-03-16",29161.2,1.21,27423,33115
"2017-03-17",29131.2,1.4,27397,38246
"2017-03-18",29131.2,1.25,27393,34302
"2017-03-19",29131.2,1.25,27393,34302
"2017-03-20",29103.2,1.21,27392,33242
"2017-03-21",28654.2,1.24,26916,33242
"2017-03-22",28689.2,1.23,26951,33242
"2017-03-23",28727.2,1.34,27079,36166
"2017-03-24",28693.2,1.34,26955,36166
"2017-03-25",28692.2,1.35,26796,36166
"2017-03-26",28703.2,1.35,26807,36166
"2017-03-27",28756.2,1.26,26843,33926
"2017-03-28",29066.2,1.39,27216,37880
"2017-03-29",29040.2,1.37,27172,37317
"2017-03-30",29223.2,1.34,27328,36746
"2017-03-31",29119.2,1.43,27298,39086
"2017-04-01",29114.2,1.39,27218,37768
"2017-04-02",29114.2,1.39,27218,37768
"2017-04-03",29016.2,1.43,27173,38900
"2017-04-04",29076.2,1.43,27180,38900
"2017-04-05",28925.2,1.37,27422,37681
"2017-04-06",29041.2,1.24,26986,33438
"2017-04-07",29010.2,1.27,27116,34506
"2017-04-08",29010.2,1.11,27114,30061
"2017-04-09",29010.2,1.11,27114,30061
"2017-04-10",29022.2,1.27,27171,34510
"2017-04-11",28991.2,1.38,27001,37190
"2017-04-12",28501.07,1.4,26911,37790
"2017-04-13",28173.07,1.32,26602,34984
"2017-04-14",28173.07,1.29,26277,33832
"2017-04-15",28173.07,1.29,26277,33832
"2017-04-16",28173.07,1.29,26277,33832
"2017-04-17",28534.07,1.39,26470,36915
"2017-04-18",28351.07,1.47,26335,38625
"2017-04-19",28345.07,1.22,26590,32568
"2017-04-20",28676.07,1.13,26571,30019
"2017-04-21",28626.07,1.27,26748,33971
"2017-04-22",28626.07,1.25,26730,33348
"2017-04-23",28626.07,1.25,26730,33348
"2017-04-24",29078.07,1.23,27024,33348
"2017-04-25",29245.07,1.25,27197,34121
"2017-04-26",29190.07,1.26,27225,34313
"2017-04-27",29279.07,1.28,27210,34957
"2017-04-28",29074.07,1.25,27020,33737
"2017-04-29",29074.07,1.25,27020,33737
"2017-04-30",29074.07,1.25,27020,33737
"2017-05-01",29165.07,1.45,27150,39266
"2017-05-02",29210.07,1.45,27156,39266
"2017-05-03",29095.07,1.51,26984,40835
"2017-05-04",29012.68,1.5,27035,40491
"2017-05-05",29225.68,1.43,27053,38641
"2017-05-06",29225.68,1.4,27172,37949
"2017-05-07",29225.68,1.4,27172,37949
"2017-05-08",29158.43,1.42,27129,38409
"2017-05-09",29249.43,1.37,27195,37292
"2017-05-10",29284.17,1.4,27165,38022
"2017-05-11",29203.08,1.38,27137,37544
"2017-05-12",29118.08,1.39,27064,37544
"2017-05-13",29118.08,1.39,27064,37544
"2017-05-14",29118.08,1.39,27064,37544
"2017-05-15",29347.77,1.39,27296,37825
"2017-05-16",29421.77,1.38,27368,37825
"2017-05-17",28431.77,1.43,26378,37825
"2017-05-18",28615.77,1.42,26562,37825
"2017-05-19",28982.77,1.4,26929,37825
"2017-05-20",28982.77,1.4,26929,37825
"2017-05-21",28982.77,1.4,26929,37825
"2017-05-22",29271.77,1.39,27218,37825
"2017-05-23",29341.77,1.39,27288,37825
"2017-05-24",29477.37,1.29,27287,35257
"2017-05-25",29769.28,1.3,27530,35735
"2017-05-26",29812.7,1.4,27588,38525
"2017-05-27",29812.7,1.26,27601,34795
"2017-05-28",29812.7,1.26,27601,34795
"2017-05-29",29812.7,1.26,27601,34795
"2017-05-30",29813.13,1.23,27596,33846
"2017-05-31",29796.13,1.22,27584,33757
"2017-06-01",30082.12,1.22,27760,33734
"2017-06-02",30294.12,1.2,28082,33734
"2017-06-03",30294.12,1.2,28082,33734
"2017-06-04",30294.12,1.2,28082,33734
"2017-06-05",30221.12,1.2,28009,33734
"2017-06-06",30083.83,1.35,27880,37532
"2017-06-07",30220.83,1.34,28009,37532
"2017-06-08",30378.83,1.33,28167,37532
"2017-06-09",30127.83,1.34,27916,37532
"2017-06-10",30127.83,1.34,27916,37532
"2017-06-11",30127.83,1.34,27916,37532
"2017-06-12",30086.58,1.41,27750,39234
"2017-06-13",30394.51,1.37,27875,38189
"2017-06-14",30293.43,1.32,28081,36996
"2017-06-15",30143.18,1.26,28081,35294
"2017-06-16",30039.63,1.37,27812,38216
"2017-06-17",30039.63,1.37,27828,38216
"2017-06-18",30039.63,1.37,27828,38216
"2017-06-19",30443.46,1.28,27827,35679
"2017-06-20",30107.46,1.28,27895,35679
"2017-06-21",30079.46,1.28,27867,35679
"2017-06-22",30005.31,1.36,27793,37710
"2017-06-23",30114.75,1.31,27923,36556
"2017-06-24",30114.75,1.31,27745,36305
"2017-06-25",30114.75,1.31,27745,36305
"2017-06-26",30118.75,1.31,27749,36305
"2017-06-27",29736.75,1.33,27367,36305
"2017-06-28",30230.86,1.41,27366,38479
"2017-06-29",29823.86,1.38,27454,37951
"2017-06-30",29985.86,1.37,27616,37951
"2017-07-01",29985.86,1.37,27616,37951
"2017-07-02",29985.86,1.37,27616,37951
"2017-07-03",30036.86,1.37,27667,37951
"2017-07-04",30036.86,1.37,27667,37951
"2017-07-05",30213.86,1.36,27844,37951
"2017-07-06",29885.86,1.38,27516,37951
"2017-07-07",30318.86,1.36,27949,37951
"2017-07-08",30318.86,1.36,27949,37951
"2017-07-09",30318.86,1.36,27949,37951
"2017-07-10",30442.76,1.41,27948,39492
"2017-07-11",30388.76,1.28,28019,35758
"2017-07-12",30748.76,1.26,28379,35758
"2017-07-13",30757.16,1.22,28424,34749
"2017-07-14",30931.05,1.13,28386,31941
"2017-07-15",30931.05,1.04,28561,29632
"2017-07-16",30931.05,1.04,28561,29632
"2017-07-17",30878.91,0.96,28561,27379
"2017-07-18",30866.29,1.22,28466,34846
"2017-07-19",31081.16,1.22,28683,35112
"2017-07-20",31008.53,1.3,28618,37171
"2017-07-21",31036.22,1.23,28641,35148
"2017-07-22",31036.22,1.1,28666,31660
"2017-07-23",31036.22,1.1,28666,31660
"2017-07-24",31051.53,1.17,28515,33358
"2017-07-25",31194.03,1.17,28653,33449
"2017-07-26",31192.03,1.17,28664,33449
"2017-07-27",31057.03,1.17,28529,33449
"2017-07-28",31056.42,1.43,28529,40809
"2017-07-29",31056.42,1.43,28528,40809
"2017-07-30",31056.42,1.43,28528,40809
"2017-07-31",30941.42,1.44,28413,40809
"2017-08-01",31074.42,1.43,28546,40809
"2017-08-02",31126.42,1.43,28598,40809
"2017-08-03",31090.42,1.43,28562,40809
"2017-08-04",31199.42,1.42,28671,40809
"2017-08-05",31199.42,1.42,28671,40809
"2017-08-06",31199.42,1.42,28671,40809
"2017-08-07",31337.67,1.36,28671,39132
"2017-08-08",31241.67,1.36,28714,38983
"2017-08-09",31197.67,1.36,28670,38983
"2017-08-10",30556.67,1.39,28029,38983
"2017-08-11",30641.67,1.39,28114,38983
"2017-08-12",30641.67,1.39,28114,38983
"2017-08-13",30641.67,1.39,28114,38983
"2017-08-14",31133.4,1.35,28112,37950
"2017-08-15",31055.4,1.22,28527,34683
"2017-08-16",31156.2,1.19,28716,34090
"2017-08-17",30468.31,1.51,27940,42192
"2017-08-18",30333.31,1.52,27805,42192
"2017-08-19",30333.31,1.52,27805,42192
"2017-08-20",30333.31,1.52,27805,42192
"2017-08-21",30355.31,1.52,27827,42192
"2017-08-22",30819.31,1.49,28291,42192
"2017-08-23",30528.46,1.51,27842,42014
"2017-08-24",30473.46,1.51,27787,42014
"2017-08-25",30577.46,1.51,27891,42014
"2017-08-26",30577.46,1.51,27891,42014
"2017-08-27",30577.46,1.51,27891,42014
"2017-08-28",30580.16,1.48,27867,41310
"2017-08-29",30723.16,1.47,28037,41310
"2017-08-30",30926.11,1.47,28036,41276
"2017-08-31",31224.11,1.2,28538,34157
"2017-09-01",31238.22,1.12,28536,32022
"2017-09-02",31238.22,0.89,28552,25296
"2017-09-03",31238.22,0.89,28552,25296
"2017-09-04",31238.22,0.89,28552,25296
"2017-09-05",31086.02,1.18,28376,33585
"2017-09-06",31091.94,1.23,28373,34782
"2017-09-07",31194.9,1.2,28507,34184
"2017-09-08",31275.57,1.25,28509,35507
"2017-09-09",31275.57,1.23,28590,35198
"2017-09-10",31275.57,1.23,28590,35198
"2017-09-11",31654.57,1.22,28969,35198
"2017-09-12",31650.57,1.22,28965,35198
"2017-09-13",31492.46,1.16,28964,33552
"2017-09-14",31555.46,1.16,28869,33552
"2017-09-15",31560.46,1.16,28874,33552
"2017-09-16",31560.46,1.16,28874,33552
"2017-09-17",31560.46,1.16,28874,33552
"2017-09-18",31695.44,1.31,28873,37889
"2017-09-19",31682.44,1.31,28996,37889
"2017-09-20",31599.44,1.31,28913,37889
"2017-09-21",31507.07,1.44,28860,41435
"2017-09-22",31541.07,1.44,28697,41435
"2017-09-23",31541.07,1.44,28697,41435
"2017-09-24",31541.07,1.44,28697,41435
"2017-09-25",31383.07,1.45,28539,41435
"2017-09-26",31409.9,1.47,28483,41766
"2017-09-27",31601.9,1.41,28758,40510
"2017-09-28",31652.79,1.39,28758,39906
"2017-09-29",32019.69,1.36,28983,39412
"2017-09-30",32025.69,1.34,29182,39081
"2017-10-01",32025.69,1.34,29182,39081
"2017-10-02",32309.69,1.33,29466,39081
"2017-10-03",32465,1.21,29614,35955
"2017-10-04",32640.75,1.21,29680,35845
"2017-10-05",32782.73,1.16,29829,34741
"2017-10-06",32828.73,1.16,29985,34741
"2017-10-07",32828.73,1.16,29985,34741
"2017-10-08",32828.73,1.16,29985,34741
"2017-10-09",32746,1.34,29881,39981
"2017-10-10",32788,1.34,29944,39981
"2017-10-11",32865.81,1.38,29944,41345
"2017-10-12",32935.49,1.34,30021,40247
"2017-10-13",32918.49,1.34,30074,40247
"2017-10-14",32918.49,1.34,30074,40247
"2017-10-15",32918.49,1.34,30074,40247
"2017-10-16",32915.49,1.34,30071,40247
"2017-10-17",32975.27,1.33,30050,39847
"2017-10-18",33087.95,1.29,30252,39099
"2017-10-19",33251.26,1.23,30243,37241
"2017-10-20",33546.11,1.14,30551,34680
"2017-10-21",33546.11,1.09,30702,33483
"2017-10-22",33546.11,1.1,30544,33483
"2017-10-23",33427.02,1.13,30493,34305
"2017-10-24",33492.68,1.04,30482,31624
"2017-10-25",33376.02,1.04,30365,31485
"2017-10-26",33482.02,1.03,30480,31485
"2017-10-27",33840.03,1.25,30478,38241
"2017-10-28",33840.03,1.22,30838,37510
"2017-10-29",33840.03,1.22,30838,37510
"2017-10-30",33714.4,1.3,30649,39957
"2017-10-31",33834.09,1.32,30825,40610
"2017-11-01",33801.71,1.37,30799,42109
"2017-11-02",33789.88,1.3,30794,40002
"2017-11-03",33973.66,1.29,30962,40095
