"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2019-06-11",30046,2.07,29863,61776
"2019-06-12",30621,2.03,30488,61776
"2019-06-13",28930,4.29,28797,123552
"2019-06-14",30101,2.14,28856,61776
"2019-06-15",30101,0,0,0
"2019-06-16",30101,0,0,0
"2019-06-17",30101,0,0,0
"2019-06-18",30568,2.06,29960,61776
"2019-06-19",31573,2.03,30427,61776
"2019-06-20",31656,1.97,31436,61776
"2019-06-21",32527,0,31594,0
"2019-06-22",32527,0,0,0
"2019-06-23",32527,0,0,0
"2019-06-24",32527,0,0,0
"2019-06-25",32527,0,0,0
"2019-06-26",32527,0,0,0
"2019-06-27",32548,1.91,32394,61776
"2019-06-28",31386,0,31978,0
"2019-06-29",31386,0,0,0
"2019-06-30",30436,0,0,0
"2019-07-01",31423,0,0,0
"2019-07-02",32057,1.97,31286,61776
"2019-07-03",33240,0,32345,0
"2019-07-04",33240,0,0,0
"2019-07-05",32232,1.87,33099,61776
"2019-07-06",32232,0,0,0
"2019-07-07",32232,0,0,0
"2019-07-08",32232,0,0,0
"2019-07-09",32053,1.94,31920,61776
"2019-07-10",31099,0,31079,0
"2019-07-11",31099,0,0,0
"2019-07-12",31099,0,0,0
"2019-07-13",31099,0,0,0
"2019-07-14",31099,0,0,0
"2019-07-15",31099,0,0,0
"2019-07-16",30608,2.04,30342,61776
"2019-07-17",31083,2.03,30480,61776
"2019-07-18",30463,2.01,30809,61776
"2019-07-19",30463,0,0,0
"2019-07-20",30463,0,0,0
"2019-07-21",30463,0,0,0
"2019-07-22",30463,0,0,0
"2019-07-23",30463,0,0,0
"2019-07-24",32188,4.17,29635,123552
"2019-07-25",32593,1.92,32177,61776
"2019-07-26",33093,1.88,32827,61776
"2019-07-27",33093,1.88,32827,61776
"2019-07-28",33105,1.88,32839,61776
"2019-07-29",32789,0,32885,0
"2019-07-30",32789,0,0,0
"2019-07-31",32789,0,0,0
"2019-08-01",32797,1.9,32519,61776
"2019-08-02",34219,3.8,32531,123552
"2019-08-03",34219,1.82,33953,61776
"2019-08-04",36102,3.47,35574,123552
"2019-08-05",37457,1.68,36678,61776
"2019-08-06",37457,0,0,0
"2019-08-07",37457,0,0,0
"2019-08-08",37603,1.66,37187,61776
"2019-08-09",36149,0,36370,0
"2019-08-10",36149,0,0,0
"2019-08-11",36149,0,0,0
"2019-08-12",36149,0,0,0
"2019-08-13",36149,0,0,0
"2019-08-14",36149,0,0,0
"2019-08-15",36253,1.73,35750,61776
