"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2017-05-17",25000,0,0,0
"2017-05-18",25000,0,0,0
"2017-05-19",25000,0,0,0
"2017-05-20",25000,0,0,0
"2017-05-21",25000,0,0,0
"2017-05-22",25000,0,0,0
"2017-05-23",24877.78,1,24997,24913
"2017-05-24",25505.78,0.98,25506,24913
"2017-05-25",25250.78,0.99,25169,24913
"2017-05-26",25695.78,0.97,25614,24913
"2017-05-27",25695.78,0.97,25614,24913
"2017-05-28",25695.78,0.97,25614,24913
"2017-05-29",25695.78,0.97,25614,24913
"2017-05-30",25843.78,0.97,25762,24913
"2017-05-31",25621.78,0.98,25540,24913
"2017-06-01",26271.78,0.95,26190,24913
"2017-06-02",26181.78,0.95,26100,24913
"2017-06-03",26181.78,0.95,26100,24913
"2017-06-04",26181.78,0.95,26100,24913
"2017-06-05",26068.78,0.96,25987,24913
"2017-06-06",25502.78,0.98,25421,24913
"2017-06-07",25759.78,0.97,25678,24913
"2017-06-08",26332.78,0.95,26251,24913
"2017-06-09",25959.78,0.96,25878,24913
"2017-06-10",25959.78,0.96,25878,24913
"2017-06-11",25959.78,0.96,25878,24913
"2017-06-12",25663.78,0.97,25582,24913
"2017-06-13",26567.78,0.94,26486,24913
"2017-06-14",26683.78,0.94,26602,24913
"2017-06-15",26368.78,0.95,26287,24913
"2017-06-16",26625.78,0.94,26544,24913
"2017-06-17",26625.78,0.94,26544,24913
"2017-06-18",26625.78,0.94,26544,24913
"2017-06-19",27417.78,0.91,27336,24913
"2017-06-20",26715.78,0.94,26634,24913
"2017-06-21",26957.78,0.93,26876,24913
"2017-06-22",27231.78,0.92,27150,24913
"2017-06-23",27517.78,0.91,27354,24913
"2017-06-24",27517.78,0.91,27354,24913
"2017-06-25",27517.78,0.91,27354,24913
"2017-06-26",28107.78,0.89,27944,24913
"2017-06-27",27160.78,0.92,26997,24913
"2017-06-28",27926.78,0.9,27763,24913
"2017-06-29",26542.78,0.94,26379,24913
"2017-06-30",26957.78,0.93,26794,24913
"2017-07-01",26957.78,0.93,26794,24913
"2017-07-02",26957.78,0.93,26794,24913
"2017-07-03",27427.56,0,26791,0
"2017-07-04",27427.56,0,0,0
"2017-07-05",27427.56,0,0,0
"2017-07-06",27427.56,0,0,0
"2017-07-07",27858.75,1.02,27262,27869
"2017-07-08",27858.75,1.01,27695,27869
"2017-07-09",27858.75,1.01,27695,27869
"2017-07-10",28548.75,0.98,28385,27869
"2017-07-11",28672.75,0.98,28509,27869
"2017-07-12",29174.94,0,28507,0
"2017-07-13",29174.94,0,0,0
"2017-07-14",29174.94,0,0,0
"2017-07-15",29174.94,0,0,0
"2017-07-16",29174.94,0,0,0
"2017-07-17",29174.94,0,0,0
"2017-07-18",29174.94,0,0,0
"2017-07-19",29174.94,0,0,0
"2017-07-20",29096.44,2,29011,57950
"2017-07-21",28979.94,0,29072,0
"2017-07-22",28979.94,0,0,0
"2017-07-23",28979.94,0,0,0
"2017-07-24",28979.94,0,0,0
