"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2016-02-22",25879.04,9.82,25783,253288
"2016-02-23",26309.16,10.13,25026,253623
"2016-02-24",28290.24,8.87,28277,250825
"2016-02-25",31162.36,9.34,27062,252821
"2016-02-26",31890.4,8.14,30828,250807
"2016-02-27",31890.4,0,0,0
"2016-02-28",31890.4,0,0,0
"2016-02-29",31890.4,0,0,0
"2016-03-01",31890.4,0,0,0
"2016-03-02",31890.4,0,0,0
"2016-03-03",31890.4,0,0,0
"2016-03-04",32574.44,7.77,32291,250807
"2016-03-05",32574.44,0,0,0
"2016-03-06",32574.44,0,0,0
"2016-03-07",32918.56,7.64,32397,247510
"2016-03-08",34757.6,7.56,32761,247510
"2016-03-09",33665.64,7.29,33931,247406
"2016-03-10",33665.64,0,0,0
"2016-03-11",35962.68,7.28,34828,253700
"2016-03-12",35962.68,0,0,0
"2016-03-13",35962.68,0,0,0
"2016-03-14",35756.96,7.3,34773,253700
"2016-03-15",35756.96,0,0,0
"2016-03-16",35756.96,0,0,0
"2016-03-17",35756.96,0,0,0
"2016-03-18",35756.96,0,0,0
"2016-03-19",35756.96,0,0,0
"2016-03-20",35756.96,0,0,0
"2016-03-21",36686.08,7.19,35301,253700
"2016-03-22",36910.12,6.9,36627,252626
"2016-03-23",36777.28,7.09,36006,255337
"2016-03-24",38362.36,7.08,36047,255337
"2016-03-25",38363.36,0,0,0
"2016-03-26",38363.36,0,0,0
"2016-03-27",38369.36,0,0,0
"2016-03-28",38408.36,0,0,0
"2016-03-29",38952.4,6.74,38101,256933
"2016-03-30",37002.6,6.76,37748,255337
"2016-03-31",36927.68,7.24,35757,258979
"2016-04-01",35890.84,7.47,34380,256933
"2016-04-02",35890.84,0,0,0
"2016-04-03",35904.84,0,0,0
"2016-04-04",37052.92,7.62,34038,259223
"2016-04-05",35245.04,7.49,34303,256933
"2016-04-06",35727.08,7.48,34653,259066
"2016-04-07",37600.12,7.36,35168,258979
"2016-04-08",38672.16,7,37027,259223
"2016-04-09",38672.16,0,0,0
"2016-04-10",38686.16,0,0,0
"2016-04-11",40275.2,6.8,38121,259357
"2016-04-12",37567.24,6.52,39706,259066
"2016-04-13",37436.24,0,0,0
"2016-04-14",35956.28,7.04,36859,259357
"2016-04-15",35803.32,7.25,35375,256459
"2016-04-16",35803.32,0,0,0
"2016-04-17",35831.32,0,0,0
"2016-04-18",35854.32,0,0,0
"2016-04-19",35896.32,0,0,0
"2016-04-20",35888.32,0,0,0
"2016-04-21",35888.32,0,0,0
"2016-04-22",35888.32,0,0,0
"2016-04-23",35745.32,0,0,0
"2016-04-24",35745.32,0,0,0
"2016-04-25",35745.32,0,0,0
"2016-04-26",35838.32,0,0,0
"2016-04-27",35838.32,0,0,0
"2016-04-28",35838.32,0,0,0
"2016-04-29",35838.32,0,0,0
"2016-04-30",35979.32,0,0,0
"2016-05-01",35979.32,0,0,0
"2016-05-02",35979.32,0,0,0
"2016-05-03",36460.36,7.24,35413,256443
"2016-05-04",36473.36,0,0,0
"2016-05-05",36473.36,0,0,0
"2016-05-06",36473.36,0,0,0
"2016-05-07",36373.36,0,0,0
"2016-05-08",36373.36,0,0,0
"2016-05-09",36373.36,0,0,0
"2016-05-10",36373.36,0,0,0
"2016-05-11",36356.36,0,0,0
