"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2010-09-08",37717,0,0,0
"2010-09-09",37717,0,0,0
"2010-09-10",37714.37,0.19,37717,7091
"2010-09-11",37674.37,0.19,37674,7091
"2010-09-12",37188.11,0.29,37188,10639
"2010-09-13",37182.85,1.58,37188,58655
"2010-09-14",37375.96,1.89,37376,70559
"2010-09-15",36734.43,0.68,36652,24878
"2010-09-16",36716,0.99,36652,36188
"2010-09-17",36520.48,1.24,36438,45154
"2010-09-18",36520.48,1.24,36438,45154
"2010-09-19",37172.85,1.4,37091,52076
"2010-09-20",37159.69,2.19,37091,81348
"2010-09-21",37542.59,3.09,37461,115690
"2010-09-22",39142.28,4.15,39060,162078
"2010-09-23",39782.72,3.7,39060,144381
"2010-09-24",40200.78,2.26,38111,86016
"2010-09-25",39461.78,2.18,39380,86016
"2010-09-26",40087.15,1.86,40005,74368
"2010-09-27",40299,2.24,40036,89750
"2010-09-28",40264.8,1.95,40217,78263
"2010-09-29",39213.81,1.93,39132,75704
"2010-09-30",40890.29,2.12,39174,82941
"2010-10-01",42166.98,2.41,41079,98868
"2010-10-02",41755.98,2.2,41674,91521
"2010-10-03",41753.35,1.91,41674,79617
"2010-10-04",41217.41,2.37,41674,98919
"2010-10-05",42259.57,1.84,41135,75532
"2010-10-06",43604.05,1.96,42323,83030
"2010-10-07",46422.37,2.14,43522,92986
"2010-10-08",50036.01,2.68,47666,127544
"2010-10-09",49898.38,2.7,49816,134465
"2010-10-10",53165.38,2.53,53083,134465
"2010-10-11",52996.23,2.58,55121,142462
"2010-10-12",53789.39,2.81,52569,147685
"2010-10-13",56417.46,3.42,55601,190085
"2010-10-14",55050.66,3.62,57858,209455
"2010-10-15",49572.19,3.67,54924,201539
"2010-10-16",49572.19,2.43,49408,120265
"2010-10-17",48299.93,2.35,48136,112918
"2010-10-18",49871.25,2.47,50425,124610
"2010-10-19",48541.25,3.29,49820,163875
"2010-10-20",53030.99,2.36,52160,123008
