"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2019-04-17",49289.3,1.03,49157,50424
"2019-04-18",49446.3,1.02,49314,50424
"2019-04-19",49446.3,1.02,49314,50424
"2019-04-20",49446.3,1.02,49314,50424
"2019-04-21",49446.3,1.02,49314,50424
"2019-04-22",49422.3,1.02,49290,50424
"2019-04-23",49584.22,0.98,49700,48695
"2019-04-24",49209.22,0.99,49077,48695
"2019-04-25",49283.22,0.99,49151,48695
"2019-04-26",50261.22,0.97,50129,48695
"2019-04-27",50261.22,0.97,50129,48695
"2019-04-28",50261.22,0.97,50129,48695
"2019-04-29",50814.22,0.96,50682,48695
"2019-04-30",51273.22,0.95,51141,48695
"2019-05-01",51588.22,0.95,51456,48695
"2019-05-02",51228.22,0.95,51096,48695
"2019-05-03",51700.22,0.94,51568,48695
"2019-05-04",51700.22,0.94,51568,48695
"2019-05-05",51700.22,0.94,51568,48695
"2019-05-06",51749.22,0.94,51617,48695
"2019-05-07",50701.22,0.96,50569,48695
"2019-05-08",50702.22,0.96,50570,48695
"2019-05-09",50555.22,0.97,50423,48695
"2019-05-10",50589.22,0.97,50457,48695
"2019-05-11",50589.22,0.97,50457,48695
"2019-05-12",50589.22,0.97,50457,48695
"2019-05-13",49316.22,0.99,49184,48695
"2019-05-14",49743.22,0.98,49611,48695
"2019-05-15",49761.94,1.04,49699,51631
"2019-05-16",50221.94,1,50090,50114
"2019-05-17",49776.94,1.01,49513,50114
"2019-05-18",49776.94,1.01,49513,50114
"2019-05-19",49776.94,1.01,49513,50114
"2019-05-20",49317.94,1.02,49054,50114
"2019-05-21",49846.28,1.07,49608,53063
"2019-05-22",49194.28,1,48930,49010
"2019-05-23",47955.28,1.03,47691,49010
"2019-05-24",47289.28,1.04,47025,49010
"2019-05-25",47289.28,1.04,47025,49010
"2019-05-26",47289.28,1.04,47025,49010
"2019-05-27",47289.28,1.04,47025,49010
"2019-05-28",46353.28,1.06,46089,49010
"2019-05-29",45977.28,1.07,45713,49010
"2019-05-30",44698.28,1.1,44434,49010
"2019-05-31",44107.28,1.12,43843,49010
"2019-06-01",44107.28,1.12,43843,49010
"2019-06-02",44107.28,1.12,43843,49010
"2019-06-03",44926.28,1.1,44662,49010
"2019-06-04",45641.28,1.08,45377,49010
"2019-06-05",44809.9,1.25,44666,55871
"2019-06-06",45098.9,1.14,44835,51188
"2019-06-07",45384.9,1.13,45121,51188
"2019-06-08",45384.9,1.13,45121,51188
"2019-06-09",45384.9,1.13,45121,51188
"2019-06-10",46065.9,1.12,45802,51188
"2019-06-11",45800.9,1.12,45537,51188
"2019-06-12",45050.74,1.11,45537,50728
"2019-06-13",45050.74,0,0,0
"2019-06-14",45247.74,0,0,0
"2019-06-15",45247.74,0,0,0
"2019-06-16",45247.74,0,0,0
