"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2018-07-02",49960.52,1.08,49747,53732
"2018-07-03",49873.52,1.08,49641,53732
"2018-07-04",49873.52,1.08,49641,53732
"2018-07-05",50026.52,1.08,49794,53732
"2018-07-06",50092.7,1.15,49793,57250
"2018-07-07",50092.7,1.15,49860,57250
"2018-07-08",50092.7,1.15,49860,57250
"2018-07-09",49749.46,1.12,49516,55352
"2018-07-10",49807.18,1.05,49516,51966
"2018-07-11",49765.05,1.1,49574,54502
"2018-07-12",49907.86,1.11,49530,54920
"2018-07-13",49991.12,1.16,49664,57829
"2018-07-14",49991.12,1.16,49758,57829
"2018-07-15",49991.12,1.16,49758,57829
"2018-07-16",49680.14,1.48,49481,73234
"2018-07-17",49653.63,1.4,49447,69402
"2018-07-18",49318.61,1.32,49054,64779
"2018-07-19",49534.76,1.25,49096,61282
"2018-07-20",49371.33,1.43,49297,70258
"2018-07-21",49371.33,1.43,49138,70258
"2018-07-22",49371.33,1.43,49138,70258
"2018-07-23",49358.88,1.48,49137,72719
"2018-07-24",49776.5,1.53,49125,75213
"2018-07-25",50105.82,1.55,49543,76867
"2018-07-26",49133.84,1.49,49870,74519
"2018-07-27",48669.43,1.61,48436,77856
"2018-07-28",48669.43,1.61,48436,77856
"2018-07-29",48669.43,1.61,48436,77856
"2018-07-30",48133.29,1.57,48447,75968
"2018-07-31",48909.29,1.58,47896,75579
"2018-08-01",49246.96,1.5,48749,73283
"2018-08-02",49722.21,1.71,48734,83094
"2018-08-03",49846.55,1.62,49256,79960
"2018-08-04",49846.55,1.62,49381,79960
"2018-08-05",49846.55,1.62,49381,79960
"2018-08-06",50147.55,1.61,49682,79960
"2018-08-07",50168.55,1.61,49703,79960
"2018-08-08",50341.47,1.57,49701,77833
"2018-08-09",50335.47,1.51,49869,75542
"2018-08-10",50487.25,1.5,49838,74592
"2018-08-11",50487.25,1.49,50021,74592
"2018-08-12",50487.25,1.49,50021,74592
"2018-08-13",50641.45,1.58,50018,79243
"2018-08-14",50896.71,1.64,50128,81982
"2018-08-15",51199.96,1.57,50430,79414
"2018-08-16",51479.57,1.56,50734,79106
"2018-08-17",51714.32,1.51,51019,76951
"2018-08-18",51714.32,1.46,51248,74736
"2018-08-19",51714.32,1.46,51248,74736
"2018-08-20",51709.06,1.51,51235,77531
"2018-08-21",51626.51,1.45,51238,74484
"2018-08-22",51794.26,1.48,51160,75659
"2018-08-23",52145.59,1.48,51328,76115
"2018-08-24",52170.59,1.47,51705,76115
"2018-08-25",52170.59,1.47,51705,76115
"2018-08-26",52170.59,1.47,51705,76115
"2018-08-27",51700.52,1.52,51235,77720
"2018-08-28",51877.77,1.51,51233,77291
"2018-08-29",52078.35,1.56,51411,79988
"2018-08-30",52231.28,1.45,51599,74888
"2018-08-31",52372.03,1.65,51763,85265
"2018-09-01",52372.03,1.65,51673,85265
"2018-09-02",52372.03,1.65,51673,85265
"2018-09-03",52372.03,1.65,51673,85265
"2018-09-04",53279.44,1.73,52095,90373
"2018-09-05",53382.91,1.59,52579,83590
"2018-09-06",53655.6,1.59,52697,83854
"2018-09-07",53732.16,1.57,52956,82955
"2018-09-08",53732.16,1.56,53033,82955
"2018-09-09",53732.16,1.56,53033,82955
"2018-09-10",53786.23,1.66,53055,87840
"2018-09-11",53950.32,1.83,53097,97144
"2018-09-12",53629.11,1.79,53313,95242
"2018-09-13",53684.11,1.7,52985,90294
"2018-09-14",53442.08,1.74,52823,91710
"2018-09-15",53442.08,1.74,52743,91710
"2018-09-16",53442.08,1.74,52743,91710
"2018-09-17",53192.25,1.73,52622,91035
"2018-09-18",53288.33,1.69,52492,88613
"2018-09-19",52959.97,1.64,52586,85985
"2018-09-20",53049.18,1.47,52260,76601
"2018-09-21",52996.38,1.41,52349,73861
"2018-09-22",52996.38,1.34,52297,69891
"2018-09-23",52996.38,1.34,52297,69891
"2018-09-24",52743.08,1.28,52044,66451
"2018-09-25",52949.85,1.35,52043,70206
"2018-09-26",53055.56,1.33,52257,69559
"2018-09-27",52883.11,1.43,52155,74339
"2018-09-28",52865.11,1.43,52166,74339
"2018-09-29",52865.11,1.43,52166,74339
"2018-09-30",52865.11,1.43,52166,74339
"2018-10-01",53229.41,1.47,52302,76667
"2018-10-02",53078.12,1.54,52296,80321
"2018-10-03",52959.48,1.57,52145,81938
"2018-10-04",53011.48,1.42,52079,73841
"2018-10-05",52990.73,1.56,52074,81114
"2018-10-06",52990.73,1.56,52059,81114
"2018-10-07",52990.73,1.56,52059,81114
"2018-10-08",53013.07,1.46,52058,76130
"2018-10-09",53313.71,1.37,52081,71202
"2018-10-10",52171.54,1.51,51240,77336
"2018-10-11",50978.39,1.48,50046,73986
"2018-10-12",51179.39,1.47,50247,73986
"2018-10-13",51179.39,1.47,50247,73986
"2018-10-14",51179.39,1.47,50247,73986
"2018-10-15",50964.42,1.46,50230,73262
"2018-10-16",51323.84,1.41,50031,70592
"2018-10-17",51323.28,1.41,50391,71006
"2018-10-18",51375.05,1.33,50389,66958
