"Date","EquityEOD","Leverage","EquityAtStartOfPeriod","SumValueOfPositionsAtTime"
"2016-01-15",20083,0.81,19956,16080
"2016-01-16",20083,0.81,19971,16080
"2016-01-17",20083,0.81,19971,16080
"2016-01-18",20083,0.81,19971,16080
"2016-01-19",19939,0.96,19827,18940
"2016-01-20",19943,1.05,19773,20732
"2016-01-21",19905,1.05,19793,20732
"2016-01-22",20540,1.01,20428,20732
"2016-01-23",20540,1.01,20428,20732
"2016-01-24",20540,1.01,20428,20732
"2016-01-25",20091,1.14,19979,22801
"2016-01-26",20468,1.12,20356,22801
"2016-01-27",20029,1.14,19917,22801
"2016-01-28",20062,1.14,19950,22801
"2016-01-29",20685,1.11,20573,22801
"2016-01-30",20685,1.11,20573,22801
"2016-01-31",20685,1.11,20573,22801
"2016-02-01",20697,1.11,20585,22801
"2016-02-02",20075,1.25,19963,24908
"2016-02-03",20166,1.24,20054,24908
"2016-02-04",20241,1.43,20053,28677
"2016-02-05",19663,1.47,19551,28677
"2016-02-06",19663,1.47,19551,28677
"2016-02-07",19663,1.47,19551,28677
"2016-02-08",19136,1.51,19024,28677
"2016-02-09",19187,1.31,19075,24908
"2016-02-10",19213,1.4,19072,26777
"2016-02-11",18827,1.43,18715,26777
"2016-02-12",19361,1.39,19249,26777
"2016-02-13",19361,1.39,19249,26777
"2016-02-14",19361,1.4,19137,26777
"2016-02-15",19361,1.4,19137,26777
"2016-02-16",19880,1.36,19656,26777
"2016-02-17",20378,1.55,20127,31173
"2016-02-18",20236,1.56,20012,31173
"2016-02-19",20327,1.55,20103,31173
"2016-02-20",20327,1.55,20103,31173
"2016-02-21",20327,1.55,20103,31173
"2016-02-22",20623,1.53,20399,31173
"2016-02-23",20385,1.33,20161,26777
"2016-02-24",20507,1.32,20283,26777
"2016-02-25",20775,1.3,20551,26777
"2016-02-26",20826,1.3,20602,26777
"2016-02-27",20826,1.3,20602,26777
"2016-02-28",20826,1.3,20602,26777
"2016-02-29",20580,1.32,20356,26777
"2016-03-01",21437,1.26,21213,26777
"2016-03-02",21648,1.25,21424,26777
"2016-03-03",21892,1.35,21422,29006
"2016-03-04",22033,1.17,21664,25345
"2016-03-05",22033,0.96,21809,20909
"2016-03-06",22033,0.96,21809,20909
"2016-03-07",22129,0.95,21905,20909
"2016-03-08",21885,1.17,21661,25299
"2016-03-09",21870,0.97,21635,20909
"2016-03-10",21809.85,1.07,21585,23068
"2016-03-11",22332.85,0.85,22070,18860
"2016-03-12",22332.85,0.85,22109,18860
"2016-03-13",22332.85,0.85,22109,18860
"2016-03-14",22319.85,0.85,22096,18860
"2016-03-15",22096.85,0.97,21761,21132
"2016-03-16",22323.85,0.96,21988,21132
"2016-03-17",22532.85,0.87,21987,19063
"2016-03-18",22674.85,0.85,22339,19063
"2016-03-19",22674.85,0.85,22339,19063
"2016-03-20",22674.85,0.85,22339,19063
"2016-03-21",22690.85,0.81,22337,18030
"2016-03-22",22775.85,0.76,22440,16977
"2016-03-23",22441.85,0.77,22106,16977
"2016-03-24",22415.85,0.77,22080,16977
"2016-03-25",22415.85,0.77,22080,16977
"2016-03-26",22415.85,0.77,22080,16977
"2016-03-27",22415.85,0.77,22080,16977
"2016-03-28",22411.85,0.77,22076,16977
"2016-03-29",22698.85,0.71,22334,15862
"2016-03-30",22749.85,0.66,22450,14726
"2016-03-31",22814.85,0.66,22479,14726
"2016-04-01",22949.85,0.65,22614,14726
"2016-04-02",22949.85,0.65,22614,14726
"2016-04-03",22949.85,0.65,22614,14726
"2016-04-04",22851.85,0.57,22613,12897
"2016-04-05",22694.85,0.58,22359,12897
"2016-04-06",23002.85,0.57,22667,12897
"2016-04-07",22764.85,0.52,22424,11761
"2016-04-08",22754.85,0.47,22428,10635
"2016-04-09",22754.85,0.47,22419,10635
"2016-04-10",22754.85,0.47,22419,10635
"2016-04-11",22675.85,0.57,22418,12835
"2016-04-12",22865.85,0.57,22530,12835
"2016-04-13",23080.85,0.56,22745,12835
"2016-04-14",23083.85,0.57,22636,12835
"2016-04-15",23026.85,0.57,22579,12835
"2016-04-16",23026.85,0.57,22579,12835
"2016-04-17",23026.85,0.57,22579,12835
"2016-04-18",23161.85,0.57,22714,12835
"2016-04-19",23166.85,0.67,22712,15241
"2016-04-20",23205.65,0.73,22718,16511
"2016-04-21",23159.65,0.83,22669,18857
"2016-04-22",23156.65,0.83,22709,18857
"2016-04-23",23156.65,0.83,22709,18857
"2016-04-24",23156.65,0.83,22709,18857
"2016-04-25",23024.65,0.84,22577,18857
"2016-04-26",23039.65,0.83,22592,18857
"2016-04-27",22904.65,0.84,22457,18857
"2016-04-28",22719.65,1.05,22264,23351
"2016-04-29",22620.65,1.05,22173,23351
"2016-04-30",22620.65,1.05,22173,23351
"2016-05-01",22620.65,1.05,22173,23351
"2016-05-02",22709.65,1.05,22262,23351
"2016-05-03",22391.65,1.06,21944,23351
"2016-05-04",22134.65,1.08,21687,23351
"2016-05-05",22095.65,1.08,21648,23351
"2016-05-06",22137.65,1.08,21690,23351
"2016-05-07",22137.65,1.08,21690,23351
"2016-05-08",22137.65,1.08,21690,23351
"2016-05-09",22193.65,1.07,21746,23351
"2016-05-10",22390.65,1.06,21943,23351
"2016-05-11",22204.65,1.07,21757,23351
"2016-05-12",22112.65,1.08,21665,23351
"2016-05-13",21992.65,1.08,21545,23351
"2016-05-14",21992.65,1.08,21545,23351
"2016-05-15",21992.65,1.09,21433,23351
"2016-05-16",22365.65,1.18,21805,25630
"2016-05-17",22167.65,1.19,21608,25630
"2016-05-18",22174.65,1.19,21615,25630
"2016-05-19",21960.65,1.2,21401,25630
"2016-05-20",22168.65,1.19,21609,25630
"2016-05-21",22168.65,1.19,21609,25630
"2016-05-22",22168.65,1.19,21609,25630
"2016-05-23",22081.65,1.19,21522,25630
"2016-05-24",22388.65,1.17,21829,25630
"2016-05-25",22611.65,1.16,22052,25630
"2016-05-26",22593.65,1.16,22034,25630
"2016-05-27",22715.65,1.16,22156,25630
"2016-05-28",22715.65,1.16,22156,25630
"2016-05-29",22715.65,1.16,22156,25630
"2016-05-30",22715.65,1.16,22156,25630
"2016-05-31",22733.65,1.05,22156,23351
"2016-06-01",22760.65,1.05,22201,23351
"2016-06-02",22861.65,1.05,22302,23351
"2016-06-03",22858.65,1.14,22302,25526
"2016-06-04",22858.65,1.14,22299,25526
"2016-06-05",22840.65,1.15,22281,25526
"2016-06-06",22840.65,1.15,22281,25526
"2016-06-07",23044.65,1.14,22485,25526
"2016-06-08",23206.65,1.08,22637,24357
"2016-06-09",23097.65,1.08,22538,24357
"2016-06-10",22808.65,1.09,22249,24357
"2016-06-11",22808.65,1.09,22249,24357
"2016-06-12",22808.65,1.09,22249,24357
"2016-06-13",22688.65,1.11,22017,24357
"2016-06-14",22620.65,1.11,21949,24357
"2016-06-15",22646.65,1.11,21975,24357
"2016-06-16",22609.65,1.11,21938,24357
"2016-06-17",22571.65,1.11,21900,24357
"2016-06-18",22571.65,1.11,21900,24357
"2016-06-19",22571.65,1.11,21900,24357
"2016-06-20",22837.65,1.1,22166,24357
"2016-06-21",22901.15,1.05,22157,23269
"2016-06-22",22832.15,1.05,22160,23269
"2016-06-23",23236.15,1.03,22564,23269
"2016-06-24",22315.15,1.08,21643,23269
"2016-06-25",22315.15,1.08,21643,23269
"2016-06-26",22315.15,1.08,21643,23269
"2016-06-27",21928.15,1.15,21206,24323
"2016-06-28",22492.15,1.11,21820,24323
"2016-06-29",22885.15,1.09,22213,24323
"2016-06-30",23116.15,1.08,22444,24323
"2016-07-01",23229.15,1.08,22557,24323
"2016-07-02",23229.15,1.08,22557,24323
"2016-07-03",23229.15,1.08,22557,24323
"2016-07-04",23229.15,1.08,22557,24323
"2016-07-05",22832.15,1.1,22160,24323
"2016-07-06",22945.15,1.09,22273,24323
"2016-07-07",22893.15,1.09,22221,24323
"2016-07-08",23179.15,1.08,22507,24323
"2016-07-09",23179.15,1.08,22507,24323
"2016-07-10",23179.15,1.08,22507,24323
"2016-07-11",23317.15,1.07,22645,24323
"2016-07-12",23628.15,0.96,22930,21917
"2016-07-13",23551.15,0.96,22767,21917
"2016-07-14",23726.15,0.87,22936,20028
"2016-07-15",23743.15,0.87,22959,20028
"2016-07-16",23743.15,0.87,22959,20028
"2016-07-17",23743.15,0.87,22959,20028
"2016-07-18",23810.15,0.87,23026,20028
"2016-07-19",23704.15,0.87,22920,20028
"2016-07-20",23805.15,0.87,23021,20028
"2016-07-21",23817.15,0.87,23033,20028
"2016-07-22",23832.15,0.87,23048,20028
"2016-07-23",23832.15,0.87,23048,20028
"2016-07-24",23832.15,0.87,23048,20028
"2016-07-25",23765.15,0.87,22981,20028
"2016-07-26",23752.15,0.87,22968,20028
"2016-07-27",23747.15,0.87,22963,20028
"2016-07-28",23894.15,0.87,23110,20028
"2016-07-29",23948.15,0.86,23164,20028
"2016-07-30",23948.15,0.86,23164,20028
"2016-07-31",23948.15,0.86,23164,20028
"2016-08-01",23906.15,0.87,23122,20028
"2016-08-02",23844.15,0.87,23060,20028
"2016-08-03",23985.15,0.86,23201,20028
"2016-08-04",23931.15,0.87,23147,20028
"2016-08-05",24075.15,0.8,23290,18598
"2016-08-06",24075.15,0.8,23291,18598
"2016-08-07",24075.15,0.8,23291,18598
"2016-08-08",24068.15,0.8,23284,18598
"2016-08-09",23972.15,0.8,23188,18598
"2016-08-10",23849.15,0.74,23063,17168
